motor_front,motor_back,pitch_filter,pitch_raw
298, 702, 18.953207, 18.482855
296, 704, 19.001135, 19.171501
293, 707, 19.062244, 19.530163
289, 711, 19.139269, 19.891838
289, 711, 19.219620, 20.287949
289, 711, 19.293667, 20.097427
287, 713, 19.370567, 20.176556
287, 713, 19.443459, 20.168726
285, 715, 19.521578, 20.400888
283, 717, 19.601469, 20.371878
279, 721, 19.679956, 19.839016
277, 723, 19.759295, 19.754507
274, 726, 19.842148, 19.674456
271, 729, 19.922512, 19.397829
272, 728, 19.997478, 19.434862
273, 727, 20.056110, 19.003860
273, 727, 20.118872, 19.313971
272, 728, 20.193848, 19.797337
268, 732, 20.252375, 18.689405
269, 731, 20.324448, 19.692595
272, 728, 20.392738, 20.010567
275, 725, 20.434547, 19.306332
277, 723, 20.477209, 19.765896
275, 725, 20.544313, 20.914768
270, 730, 20.612829, 20.408533
265, 735, 20.703159, 20.889641
260, 740, 20.803234, 20.902044
259, 741, 20.887959, 20.195059
258, 742, 20.989735, 21.060602
255, 745, 21.084297, 20.608347
249, 751, 21.193382, 20.703220
243, 757, 21.335976, 21.803703
241, 759, 21.477940, 21.827324
241, 759, 21.600281, 21.258133
246, 754, 21.709032, 21.549253
248, 752, 21.797121, 20.961027
243, 757, 21.879900, 20.254642
242, 758, 21.957775, 20.076220
247, 753, 22.044451, 21.348541
250, 750, 22.108541, 20.993057
250, 750, 22.168947, 20.715647
245, 755, 22.248774, 21.279888
249, 751, 22.319988, 21.666941
252, 748, 22.387419, 21.950832
248, 752, 22.474384, 22.559706
243, 757, 22.577925, 22.917479
240, 760, 22.675100, 22.470551
241, 759, 22.765255, 22.377451
236, 764, 22.888218, 23.672829
233, 767, 23.024071, 24.156660
232, 768, 23.147875, 23.740799
230, 770, 23.270739, 23.639826
226, 774, 23.408821, 24.207806
225, 775, 23.533394, 23.711899
227, 773, 23.637129, 23.302492
227, 773, 23.732094, 23.073978
225, 775, 23.839970, 23.671627
229, 771, 23.933144, 23.798256
238, 762, 23.985403, 23.094027
236, 764, 24.031931, 22.769526
237, 763, 24.089205, 23.415798
245, 755, 24.124237, 23.692015
251, 749, 24.138868, 23.555655
245, 755, 24.170671, 23.592480
241, 759, 24.210115, 23.597019
246, 754, 24.235670, 23.706436
241, 759, 24.271908, 23.547642
234, 766, 24.327822, 23.695026
235, 765, 24.387621, 24.096708
238, 762, 24.467813, 25.646338
233, 767, 24.552711, 25.403883
228, 772, 24.644306, 25.154686
228, 772, 24.747601, 25.332867
227, 773, 24.863274, 25.710218
227, 773, 24.959303, 25.378925
222, 778, 25.068254, 24.725994
222, 778, 25.168943, 24.899038
219, 781, 25.269648, 24.623581
217, 783, 25.362532, 24.335161
219, 781, 25.442844, 24.781828
219, 781, 25.516579, 24.421871
223, 777, 25.591465, 24.361975
225, 775, 25.660673, 25.506084
228, 772, 25.707674, 25.617611
228, 772, 25.753403, 24.755791
222, 778, 25.793673, 24.471977
217, 783, 25.851728, 24.987240
222, 778, 25.906368, 25.689169
221, 779, 25.984800, 26.895948
214, 786, 26.078142, 26.865465
221, 779, 26.144812, 26.675850
220, 780, 26.204613, 26.449446
218, 782, 26.274036, 26.694546
221, 779, 26.326326, 26.441603
228, 772, 26.349434, 26.163935
230, 770, 26.362310, 25.924183
234, 766, 26.365698, 26.049934
243, 757, 26.341961, 26.075924
248, 752, 26.298452, 25.650181
250, 750, 26.240429, 25.282085
257, 743, 26.169069, 25.303835
264, 736, 26.084543, 25.581547
269, 731, 25.995649, 25.863987
270, 730, 25.899437, 25.303888
271, 729, 25.800739, 25.224195
274, 726, 25.714197, 26.126139
276, 724, 25.638083, 26.622355
278, 722, 25.560968, 26.632603
277, 723, 25.494949, 26.919180
275, 725, 25.450012, 27.596931
272, 728, 25.419441, 27.762314
274, 726, 25.371603, 27.061848
276, 724, 25.313219, 26.752577
276, 724, 25.259724, 26.769730
271, 729, 25.200499, 25.619661
270, 730, 25.146639, 25.584854
275, 725, 25.079468, 25.578609
282, 718, 24.986450, 25.034212
289, 711, 24.879717, 25.141953
294, 706, 24.759642, 24.921988
298, 702, 24.619793, 24.268517
301, 699, 24.475410, 24.092697
309, 691, 24.301949, 23.426420
319, 681, 24.090748, 22.385164
325, 675, 23.882685, 22.896299
330, 670, 23.668146, 22.742708
332, 668, 23.455494, 22.767822
333, 667, 23.266785, 23.485319
333, 667, 23.084215, 23.351351
333, 667, 22.897289, 22.665071
331, 669, 22.725744, 22.896101
330, 670, 22.573704, 23.174641
326, 674, 22.444700, 23.531717
324, 676, 22.321615, 23.161333
321, 679, 22.200878, 22.579426
322, 678, 22.082647, 22.499981
322, 678, 21.981674, 22.964384
322, 678, 21.888704, 23.225838
324, 676, 21.785414, 22.831446
328, 672, 21.653965, 21.737722
334, 666, 21.510475, 21.644939
342, 658, 21.349669, 21.537054
350, 650, 21.169788, 21.342390
357, 643, 20.968384, 20.757877
366, 634, 20.701427, 18.273880
373, 627, 20.416769, 17.694857
379, 621, 20.128155, 17.736843
385, 615, 19.846725, 18.163431
390, 610, 19.564857, 18.201370
392, 608, 19.282932, 17.805578
394, 606, 19.001204, 17.494793
394, 606, 18.733622, 17.516171
397, 603, 18.475685, 17.765648
397, 603, 18.227957, 18.223637
395, 605, 18.012308, 18.706100
395, 605, 17.811880, 18.781775
394, 606, 17.632530, 19.109636
392, 608, 17.472580, 19.344728
392, 608, 17.318865, 19.384905
394, 606, 17.156319, 18.773853
396, 604, 16.986624, 18.251627
393, 607, 16.817820, 17.569645
391, 609, 16.651871, 16.959257
391, 609, 16.484600, 16.320522
392, 608, 16.305233, 15.660021
397, 603, 16.129015, 15.969433
401, 599, 15.955476, 16.383585
407, 593, 15.780914, 16.575405
415, 585, 15.585450, 16.233652
421, 579, 15.350037, 14.624381
423, 577, 15.099025, 13.562161
425, 575, 14.832715, 12.549024
427, 573, 14.558041, 11.601006
430, 570, 14.279957, 11.157584
430, 570, 14.025352, 11.865870
431, 569, 13.798799, 12.724181
435, 565, 13.583248, 13.239372
436, 564, 13.382694, 13.733531
437, 563, 13.183232, 13.422915
439, 561, 12.973163, 12.649491
440, 560, 12.765282, 12.437553
442, 558, 12.564384, 12.657462
446, 554, 12.366412, 12.795745
447, 553, 12.178708, 12.960623
448, 552, 11.980020, 12.109369
448, 552, 11.775522, 11.279513
446, 554, 11.569723, 10.441150
445, 555, 11.366317, 9.876365
444, 556, 11.172369, 9.748142
444, 556, 10.995134, 10.117028
445, 555, 10.822416, 10.219196
447, 553, 10.656720, 10.283034
448, 552, 10.491765, 10.091730
450, 550, 10.326516, 10.100960
453, 547, 10.159106, 9.887651
457, 543, 9.985285, 10.057222
460, 540, 9.818205, 10.102965
464, 536, 9.642843, 9.871521
468, 532, 9.464735, 9.814624
470, 530, 9.268387, 8.827337
471, 529, 9.071956, 8.366436
472, 528, 8.865378, 7.650162
472, 528, 8.659627, 7.032276
472, 528, 8.457443, 6.861304
475, 525, 8.274236, 7.712502
479, 521, 8.098413, 8.086028
483, 517, 7.924551, 8.542966
489, 511, 7.751112, 8.958925
493, 507, 7.575416, 8.946921
499, 501, 7.389147, 8.820732
504, 496, 7.183825, 8.165843
507, 493, 6.955103, 7.074632
507, 493, 6.722596, 6.225214
509, 491, 6.483047, 5.495690
508, 492, 6.237512, 4.475138
510, 490, 5.998640, 4.357483
507, 493, 5.775403, 4.245060
506, 494, 5.561334, 4.016042
506, 494, 5.357975, 3.997825
506, 494, 5.170270, 4.333601
505, 495, 5.001601, 4.834759
508, 492, 4.836868, 4.894072
509, 491, 4.677128, 4.953806
511, 489, 4.517060, 4.894021
515, 485, 4.356153, 4.935074
517, 483, 4.192181, 4.654183
518, 482, 4.021252, 4.139558
519, 481, 3.848622, 3.727549
521, 479, 3.671524, 3.431348
524, 476, 3.492679, 3.241688
525, 475, 3.315542, 3.096217
527, 473, 3.141595, 3.142389
530, 470, 2.971115, 3.223660
534, 466, 2.795036, 3.169946
535, 465, 2.621318, 3.097052
537, 463, 2.431450, 2.085687
538, 462, 2.233279, 1.401326
538, 462, 2.029687, 1.075805
540, 460, 1.840952, 1.055725
539, 461, 1.657873, 1.148038
540, 460, 1.462702, 0.836869
541, 459, 1.262591, 0.493124
541, 459, 1.093472, 0.499744
540, 460, 0.925372, 0.380049
542, 458, 0.720186, 0.442501
543, 457, 0.534035, 0.025292
541, 459, 0.348432, 0.103610
542, 458, 0.195651, -0.516670
541, 459, 0.061828, -0.420114
541, 459, -0.079466, -0.335740
541, 459, -0.244232, 0.243701
541, 459, -0.378764, -0.142346
545, 455, -0.529589, -1.260432
545, 455, -0.680017, -1.902831
548, 452, -0.842693, -2.429535
554, 446, -1.043784, -1.405844
559, 441, -1.214504, -1.406855
563, 437, -1.375953, -1.993406
568, 432, -1.546446, -2.188179
573, 427, -1.719936, -2.120321
575, 425, -1.890115, -1.933575
575, 425, -2.049478, -1.871727
574, 426, -2.215724, -2.765166
572, 428, -2.373110, -2.953037
569, 431, -2.514945, -2.975148
564, 436, -2.632743, -2.745387
560, 440, -2.725691, -2.415505
558, 442, -2.809779, -2.547223
552, 448, -2.869543, -2.178212
553, 447, -2.926683, -2.224491
552, 448, -2.977367, -2.020056
554, 446, -3.026369, -1.853820
557, 443, -3.086145, -2.049441
559, 441, -3.149795, -2.161832
563, 437, -3.229418, -2.513646
568, 432, -3.333112, -3.312068
567, 433, -3.444680, -3.991943
567, 433, -3.589216, -5.869118
568, 432, -3.738210, -6.502753
569, 431, -3.888608, -6.638042
569, 431, -4.022780, -6.282727
569, 431, -4.136007, -5.469927
571, 429, -4.234677, -4.747626
572, 428, -4.324921, -4.506685
571, 429, -4.408329, -4.424439
571, 429, -4.483573, -4.133823
571, 429, -4.553778, -4.145400
570, 430, -4.613043, -3.893293
567, 433, -4.670075, -4.301560
568, 432, -4.724792, -4.254166
566, 434, -4.770910, -4.187580
566, 434, -4.820834, -4.515293
566, 434, -4.869570, -4.573277
567, 433, -4.925656, -5.008937
568, 432, -4.990704, -5.279237
572, 428, -5.060211, -5.249449
575, 425, -5.137560, -5.371252
579, 421, -5.228358, -5.601540
582, 418, -5.322666, -5.576977
584, 416, -5.421031, -5.759480
588, 412, -5.531753, -6.023700
590, 410, -5.656024, -6.703496
592, 408, -5.789888, -7.179228
592, 408, -5.921165, -7.455342
592, 408, -6.048962, -7.599886
591, 409, -6.170124, -7.722720
588, 412, -6.268865, -7.185365
588, 412, -6.350127, -6.657040
588, 412, -6.406173, -5.647176
586, 414, -6.452802, -5.491229
586, 414, -6.499546, -5.490628
586, 414, -6.540901, -5.373485
588, 412, -6.578914, -5.088152
590, 410, -6.624825, -5.328626
591, 409, -6.688396, -6.059211
594, 406, -6.769983, -6.557615
594, 406, -6.857722, -7.367974
594, 406, -6.956513, -8.090029
594, 406, -7.066367, -8.892257
597, 403, -7.178661, -8.836863
596, 404, -7.281061, -8.716770
597, 403, -7.373289, -8.346899
599, 401, -7.458415, -7.854652
604, 396, -7.537677, -7.090841
605, 395, -7.610559, -6.911430
607, 393, -7.688517, -6.856772
608, 392, -7.766868, -7.032472
611, 389, -7.852631, -7.147851
610, 390, -7.946406, -7.925456
610, 390, -8.041757, -8.255813
609, 391, -8.135549, -8.611948
607, 393, -8.232998, -9.218084
607, 393, -8.329986, -9.549563
605, 395, -8.415083, -9.442277
604, 396, -8.490796, -9.154856
604, 396, -8.555200, -8.871105
605, 395, -8.614811, -8.676296
607, 393, -8.678652, -8.717650
605, 395, -8.737245, -8.864697
607, 393, -8.797816, -8.791233
610, 390, -8.858609, -8.594703
612, 388, -8.917988, -8.407829
613, 387, -8.977498, -8.374114
614, 386, -9.040541, -8.513875
617, 383, -9.108685, -8.608343
616, 384, -9.182132, -8.923837
616, 384, -9.256286, -9.344621
615, 385, -9.331100, -9.755282
614, 386, -9.405530, -10.104358
614, 386, -9.476390, -9.956388
614, 386, -9.540999, -9.857089
615, 385, -9.604600, -9.827523
614, 386, -9.666029, -9.941794
614, 386, -9.728903, -10.212637
614, 386, -9.794252, -10.416192
617, 383, -9.864174, -10.416603
619, 381, -9.935280, -10.387310
622, 378, -10.009315, -10.357479
624, 376, -10.079806, -9.932986
626, 374, -10.145569, -9.616834
630, 370, -10.215338, -9.477476
631, 369, -10.290951, -9.724167
633, 367, -10.374630, -10.099115
632, 368, -10.467358, -10.896518
631, 369, -10.562964, -11.405968
630, 370, -10.655313, -11.597888
630, 370, -10.742692, -11.660316
630, 370, -10.824162, -11.514013
628, 372, -10.882533, -10.724848
627, 373, -10.929165, -10.527585
624, 376, -10.960022, -10.264336
621, 379, -10.977584, -9.970295
619, 381, -10.995181, -10.301584
617, 383, -11.013391, -10.750391
619, 381, -11.036428, -10.841012
620, 380, -11.074843, -11.433564
619, 381, -11.109976, -11.525149
622, 378, -11.148090, -11.380768
620, 380, -11.182526, -11.465252
623, 377, -11.218057, -11.212275
627, 373, -11.260487, -11.108823
633, 367, -11.311252, -10.865174
635, 365, -11.370850, -10.975614
641, 359, -11.458214, -11.684582
645, 355, -11.562396, -12.222741
648, 352, -11.682589, -12.793917
654, 346, -11.814753, -13.027203
654, 346, -11.944305, -13.169863
654, 346, -12.072591, -13.369817
652, 348, -12.193090, -13.481277
654, 346, -12.310098, -13.438677
650, 350, -12.417127, -13.756672
646, 354, -12.505293, -13.722627
642, 358, -12.580559, -13.663351
641, 359, -12.639021, -13.220121
639, 361, -12.683078, -12.886572
637, 363, -12.701270, -12.055437
635, 365, -12.704313, -11.653997
637, 363, -12.709753, -11.490829
640, 360, -12.756026, -13.061173
644, 356, -12.820933, -13.530833
646, 354, -12.885704, -13.364839
649, 351, -12.950459, -12.888498
655, 345, -13.045938, -12.916386
660, 340, -13.149839, -12.843368
664, 336, -13.244383, -12.561258
670, 330, -13.381821, -12.865089
673, 327, -13.526491, -14.037456
672, 328, -13.661352, -14.473259
675, 325, -13.814460, -15.339391
677, 323, -13.975386, -15.677275
684, 316, -14.168612, -15.382808
680, 320, -14.345919, -15.049326
690, 310, -14.552291, -15.093908
691, 309, -14.706199, -15.588578
690, 310, -14.857011, -15.305675
691, 309, -14.995976, -15.143265
691, 309, -15.112360, -14.793983
690, 310, -15.224530, -15.178772
688, 312, -15.330606, -15.413469
684, 316, -15.414244, -15.043250
681, 319, -15.497691, -15.682450
678, 322, -15.565866, -15.481675
675, 325, -15.624916, -15.646124
670, 330, -15.675804, -16.010517
667, 333, -15.721663, -16.404842
664, 336, -15.755702, -16.260214
660, 340, -15.775322, -16.213427
659, 341, -15.795298, -16.411091
658, 342, -15.812417, -16.608259
656, 344, -15.835779, -17.284319
658, 342, -15.843577, -16.333855
657, 343, -15.851467, -16.426174
654, 346, -15.847556, -16.288752
652, 348, -15.846245, -16.690460
649, 351, -15.849745, -17.401123
644, 356, -15.832120, -17.023781
640, 360, -15.802529, -16.985468
633, 367, -15.743772, -16.421762
626, 374, -15.666454, -16.254307
619, 381, -15.571123, -16.208252
613, 387, -15.472365, -16.584221
608, 392, -15.350052, -16.400457
602, 398, -15.214202, -15.975218
592, 408, -15.053532, -15.632766
584, 416, -14.872339, -15.457964
575, 425, -14.680523, -15.608905
565, 435, -14.465952, -15.496374
557, 443, -14.233221, -15.249957
548, 452, -13.977391, -14.922083
543, 457, -13.716226, -14.642323
537, 463, -13.446362, -14.398511
529, 471, -13.157341, -13.924644
526, 474, -12.864434, -13.397590
522, 478, -12.556438, -12.574724
519, 481, -12.249302, -12.142075
520, 480, -11.945979, -11.486561
519, 481, -11.648960, -11.207611
519, 481, -11.368608, -11.325694
520, 480, -11.112109, -11.801299
518, 482, -10.878654, -12.624605
518, 482, -10.661060, -12.889760
516, 484, -10.447932, -12.902807
517, 483, -10.234395, -12.271515
518, 482, -10.017050, -11.452157
514, 486, -9.797869, -11.187986
516, 484, -9.591774, -10.953788
517, 483, -9.376676, -9.934834
515, 485, -9.150904, -9.236683
516, 484, -8.920578, -8.352330
514, 486, -8.685262, -7.851894
512, 488, -8.452147, -7.664344
511, 489, -8.214772, -6.940782
506, 494, -7.975054, -6.980159
503, 497, -7.747175, -7.469832
497, 503, -7.521296, -7.890347
492, 508, -7.293384, -7.868320
486, 514, -7.045918, -7.178363
481, 519, -6.791641, -6.991620
478, 522, -6.535908, -6.733706
475, 525, -6.276054, -6.300038
475, 525, -6.018722, -5.691777
476, 524, -5.747108, -4.262835
476, 524, -5.487537, -4.180627
477, 523, -5.233449, -4.406030
477, 523, -5.005861, -4.561808
474, 526, -4.789917, -4.870204
471, 529, -4.589884, -5.670276
468, 532, -4.389244, -5.622649
464, 536, -4.189674, -5.598728
461, 539, -3.982288, -5.252110
458, 542, -3.759986, -4.482964
