motor_front,motor_back,pitch_filter,pitch_desired
652, 548, -5.054111, -0.000000
651, 549, -5.047690, -0.000000
651, 549, -5.043837, -0.000000
652, 548, -5.041452, -0.000000
650, 550, -5.027199, -0.000000
650, 550, -5.017092, -0.000000
652, 548, -5.015511, -0.000000
652, 548, -5.013838, -0.000000
652, 548, -5.015773, -0.000000
654, 546, -5.022297, -0.000000
655, 545, -5.033062, -0.000000
650, 550, -5.039645, -0.000000
654, 546, -5.059006, -0.000000
652, 548, -5.079237, -0.000000
649, 551, -5.086642, -0.000000
651, 549, -5.101928, -0.000000
646, 554, -5.099079, -0.000000
645, 555, -5.097496, -0.000000
645, 555, -5.093823, -0.000000
644, 556, -5.090416, -0.000000
644, 556, -5.076005, -0.000000
643, 557, -5.055635, -0.000000
646, 554, -5.038521, -0.000000
645, 555, -5.013752, -0.000000
645, 555, -4.988491, -0.000000
647, 553, -4.964036, -0.000000
649, 551, -4.948483, -0.000000
647, 553, -4.923283, -0.000000
648, 552, -4.905325, -0.000000
650, 550, -4.897882, -0.000000
650, 550, -4.892128, -0.000000
648, 552, -4.886149, -0.000000
649, 551, -4.885500, -0.000000
650, 550, -4.890753, -0.000000
650, 550, -4.897047, -0.000000
650, 550, -4.903366, -0.000000
650, 550, -4.907601, -0.000000
651, 549, -4.916203, -0.000000
650, 550, -4.923372, -0.000000
652, 548, -4.938163, -0.000000
649, 551, -4.940688, -0.000000
651, 549, -4.953151, -0.000000
654, 546, -4.970645, -0.000000
651, 549, -4.980761, -0.000000
649, 551, -4.982030, -0.000000
652, 548, -4.994671, -0.000000
653, 547, -5.004244, -0.000000
650, 550, -5.006164, -0.000000
652, 548, -5.009893, -0.000000
652, 548, -5.015618, -0.000000
650, 550, -5.018614, -0.000000
650, 550, -5.023043, -0.000000
650, 550, -5.025447, -0.000000
648, 552, -5.025454, -0.000000
648, 552, -5.023583, -0.000000
648, 552, -5.019859, -0.000000
647, 553, -5.009042, -0.000000
650, 550, -5.004122, -0.000000
646, 554, -4.987329, -0.000000
648, 552, -4.979375, -0.000000
651, 549, -4.979110, -0.000000
650, 550, -4.973500, -0.000000
649, 551, -4.965076, -0.000000
653, 547, -4.967295, -0.000000
652, 548, -4.965164, -0.000000
650, 550, -4.963646, -0.000000
650, 550, -4.960522, -0.000000
653, 547, -4.968920, -0.000000
651, 549, -4.971830, -0.000000
652, 548, -4.978051, -0.000000
651, 549, -4.987736, -0.000000
650, 550, -4.994240, -0.000000
651, 549, -5.002968, -0.000000
649, 551, -5.004777, -0.000000
647, 553, -5.006057, -0.000000
650, 550, -5.019120, -0.000000
648, 552, -5.022186, -0.000000
650, 550, -5.028873, -0.000000
653, 547, -5.039696, -0.000000
651, 549, -5.044294, -0.000000
650, 550, -5.043964, -0.000000
654, 546, -5.054540, -0.000000
651, 549, -5.058564, -0.000000
652, 548, -5.064106, -0.000000
654, 546, -5.074503, -0.000000
653, 547, -5.078781, -0.000000
654, 546, -5.083144, -0.000000
654, 546, -5.088099, -0.000000
653, 547, -5.088248, -0.000000
658, 542, -5.100833, -0.000000
655, 545, -5.105180, -0.000000
653, 547, -5.104230, -0.000000
659, 541, -5.124545, -0.000000
656, 544, -5.137013, -0.000000
652, 548, -5.141412, -0.000000
659, 541, -5.157929, -0.000000
656, 544, -5.169403, -0.000000
656, 544, -5.176960, -0.000000
658, 542, -5.195155, -0.000000
656, 544, -5.208640, -0.000000
657, 543, -5.227533, -0.000000
656, 544, -5.247909, -0.000000
655, 545, -5.263690, -0.000000
657, 543, -5.286196, -0.000000
652, 548, -5.299869, -0.000000
655, 545, -5.317333, -0.000000
657, 543, -5.340760, -0.000000
650, 550, -5.337529, -0.000000
654, 546, -5.346336, -0.000000
654, 546, -5.350975, -0.000000
650, 550, -5.345595, -0.000000
653, 547, -5.348035, -0.000000
653, 547, -5.349070, -0.000000
652, 548, -5.346751, -0.000000
653, 547, -5.343016, -0.000000
652, 548, -5.337853, -0.000000
651, 549, -5.326745, -0.000000
652, 548, -5.316487, -0.000000
651, 549, -5.301312, -0.000000
652, 548, -5.296185, -0.000000
650, 550, -5.285301, -0.000000
650, 550, -5.270360, -0.000000
652, 548, -5.261394, -0.000000
651, 549, -5.248011, -0.000000
648, 552, -5.230277, -0.000000
653, 547, -5.229760, -0.000000
651, 549, -5.221736, -0.000000
651, 549, -5.212091, -0.000000
653, 547, -5.212722, -0.000000
652, 548, -5.211729, -0.000000
651, 549, -5.213781, -0.000000
652, 548, -5.215409, -0.000000
651, 549, -5.215448, -0.000000
652, 548, -5.217628, -0.000000
652, 548, -5.222299, -0.000000
650, 550, -5.221282, -0.000000
651, 549, -5.223821, -0.000000
651, 549, -5.225245, -0.000000
643, 557, -5.206419, -0.000000
646, 554, -5.201226, -0.000000
645, 555, -5.194054, -0.000000
640, 560, -5.170227, -0.000000
642, 558, -5.150839, -0.000000
644, 556, -5.128086, -0.000000
641, 559, -5.099874, -0.000000
644, 556, -5.073732, -0.000000
644, 556, -5.041942, -0.000000
644, 556, -5.010772, -0.000000
645, 555, -4.983496, -0.000000
647, 553, -4.964618, -0.000000
648, 552, -4.946704, -0.000000
649, 551, -4.937034, -0.000000
650, 550, -4.931837, -0.000000
650, 550, -4.928931, -0.000000
648, 552, -4.924349, -0.000000
649, 551, -4.924887, -0.000000
649, 551, -4.929228, -0.000000
646, 554, -4.921860, -0.000000
648, 552, -4.923324, -0.000000
647, 553, -4.921895, -0.000000
645, 555, -4.920737, -0.000000
646, 554, -4.918203, -0.000000
646, 554, -4.916075, -0.000000
646, 554, -4.910159, -0.000000
645, 555, -4.898876, -0.000000
646, 554, -4.891325, -0.000000
646, 554, -4.878597, -0.000000
648, 552, -4.876997, -0.000000
647, 553, -4.868940, -0.000000
646, 554, -4.856650, -0.000000
650, 550, -4.859894, -0.000000
648, 552, -4.853304, -0.000000
644, 556, -4.841822, -0.000000
649, 551, -4.842807, -0.000000
645, 555, -4.830233, -0.000000
647, 553, -4.821617, -0.000000
648, 552, -4.818584, -0.000000
646, 554, -4.813392, -0.000000
648, 552, -4.809406, -0.000000
650, 550, -4.811528, -0.000000
650, 550, -4.807861, -0.000000
649, 551, -4.804238, -0.000000
653, 547, -4.808897, -0.000000
652, 548, -4.815166, -0.000000
649, 551, -4.817039, -0.000000
651, 549, -4.824286, -0.000000
655, 545, -4.844462, -0.000000
652, 548, -4.852199, -0.000000
651, 549, -4.861643, -0.000000
656, 544, -4.885210, -0.000000
653, 547, -4.898346, -0.000000
653, 547, -4.908840, -0.000000
655, 545, -4.927083, -0.000000
651, 549, -4.938136, -0.000000
652, 548, -4.955729, -0.000000
651, 549, -4.968801, -0.000000
650, 550, -4.980600, -0.000000
650, 550, -4.990957, -0.000000
651, 549, -5.000669, -0.000000
650, 550, -5.003897, -0.000000
655, 545, -5.016691, -0.000000
654, 546, -5.025734, -0.000000
650, 550, -5.020854, -0.000000
653, 547, -5.029171, -0.000000
654, 546, -5.040360, -0.000000
649, 551, -5.037488, -0.000000
651, 549, -5.043828, -0.000000
652, 548, -5.049828, -0.000000
649, 551, -5.045779, -0.000000
650, 550, -5.038553, -0.000000
650, 550, -5.032731, -0.000000
650, 550, -5.021416, -0.000000
650, 550, -5.012654, -0.000000
650, 550, -5.004904, -0.000000
651, 549, -5.001849, -0.000000
651, 549, -5.002878, -0.000000
647, 553, -4.991866, -0.000000
648, 552, -4.989315, -0.000000
651, 549, -4.997638, -0.000000
645, 555, -4.989688, -0.000000
648, 552, -4.989388, -0.000000
651, 549, -5.001474, -0.000000
644, 556, -4.997392, -0.000000
645, 555, -4.999024, -0.000000
650, 550, -5.006125, -0.000000
644, 556, -4.999999, -0.000000
646, 554, -4.996678, -0.000000
646, 554, -4.995100, -0.000000
645, 555, -4.987813, -0.000000
646, 554, -4.977393, -0.000000
645, 555, -4.963260, -0.000000
645, 555, -4.945202, -0.000000
645, 555, -4.928531, -0.000000
647, 553, -4.913027, -0.000000
644, 556, -4.891370, -0.000000
644, 556, -4.868231, -0.000000
649, 551, -4.858534, -0.000000
650, 550, -4.847176, -0.000000
648, 552, -4.832974, -0.000000
650, 550, -4.819367, -0.000000
655, 545, -4.826352, -0.000000
651, 549, -4.824528, -0.000000
652, 548, -4.828367, -0.000000
653, 547, -4.842805, -0.000000
652, 548, -4.856676, -0.000000
651, 549, -4.873222, -0.000000
650, 550, -4.892012, -0.000000
650, 550, -4.907096, -0.000000
648, 552, -4.921143, -0.000000
648, 552, -4.933783, -0.000000
644, 556, -4.939660, -0.000000
643, 557, -4.938161, -0.000000
645, 555, -4.940238, -0.000000
639, 561, -4.921195, -0.000000
639, 561, -4.897943, -0.000000
639, 561, -4.883862, -0.312500
638, 562, -4.858330, -0.312500
636, 564, -4.822181, -0.312500
642, 558, -4.802663, -0.312500
643, 557, -4.781908, -0.312500
641, 559, -4.757874, -0.312500
644, 556, -4.743946, -0.312500
645, 555, -4.733521, -0.312500
645, 555, -4.726824, -0.312500
633, 567, -4.725522, -1.562500
633, 567, -4.724555, -1.562500
631, 569, -4.723481, -1.562500
632, 568, -4.722468, -1.562500
632, 568, -4.728671, -1.562500
635, 565, -4.740809, -1.562500
590, 610, -4.750947, -6.093750
590, 610, -4.757061, -6.093750
592, 608, -4.771549, -6.093750
600, 600, -4.795684, -6.093750
601, 599, -4.817325, -6.093750
609, 591, -4.861683, -6.093750
613, 587, -4.907886, -6.093750
617, 583, -4.964068, -6.093750
484, 716, -5.033490, -20.000000
487, 713, -5.113266, -20.000000
495, 705, -5.212471, -20.000000
503, 697, -5.329799, -20.000000
514, 686, -5.463800, -20.000000
530, 670, -5.627527, -20.000000
543, 657, -5.808298, -20.000000
558, 642, -6.020138, -20.000000
573, 627, -6.264252, -20.000000
579, 621, -6.526328, -20.000000
602, 598, -6.846374, -20.000000
603, 597, -7.177675, -20.000000
606, 594, -7.517285, -20.000000
624, 576, -7.901333, -20.000000
618, 582, -8.274575, -20.000000
620, 580, -8.640981, -20.000000
625, 575, -9.019713, -20.000000
623, 577, -9.387533, -20.000000
624, 576, -9.742666, -20.000000
622, 578, -10.090265, -20.000000
618, 582, -10.418020, -20.000000
616, 584, -10.726664, -20.000000
616, 584, -11.029085, -20.000000
613, 587, -11.319710, -20.000000
614, 586, -11.611997, -20.000000
614, 586, -11.898366, -20.000000
612, 588, -12.164022, -20.000000
612, 588, -12.442158, -20.000000
612, 588, -12.713217, -20.000000
612, 588, -12.953745, -20.000000
612, 588, -13.193868, -20.000000
611, 589, -13.443067, -20.000000
610, 590, -13.709330, -20.000000
606, 594, -13.921649, -20.000000
603, 597, -14.101070, -20.000000
597, 603, -14.282635, -20.000000
594, 606, -14.437420, -20.000000
589, 611, -14.596686, -20.000000
582, 618, -14.723213, -20.000000
577, 623, -14.822384, -20.000000
569, 631, -14.899971, -20.000000
564, 636, -14.965303, -20.000000
559, 641, -15.012509, -20.000000
554, 646, -15.049663, -20.000000
550, 650, -15.066136, -20.000000
546, 654, -15.067447, -20.000000
542, 658, -15.060255, -20.000000
537, 663, -15.035383, -20.000000
536, 664, -15.000352, -20.000000
534, 666, -14.964999, -20.000000
532, 668, -14.919046, -20.000000
533, 667, -14.883029, -20.000000
534, 666, -14.843027, -20.000000
533, 667, -14.799625, -20.000000
535, 665, -14.757421, -20.000000
537, 663, -14.720341, -20.000000
537, 663, -14.686778, -20.000000
537, 663, -14.654253, -20.000000
541, 659, -14.632133, -20.000000
538, 662, -14.606941, -20.000000
541, 659, -14.594441, -20.000000
545, 655, -14.591856, -20.000000
533, 667, -14.560843, -20.000000
548, 652, -14.568593, -20.000000
546, 654, -14.572221, -20.000000
534, 666, -14.533901, -20.000000
554, 646, -14.553901, -20.000000
544, 656, -14.541298, -20.000000
544, 656, -14.527387, -20.000000
553, 647, -14.543527, -20.000000
543, 657, -14.529667, -20.000000
546, 654, -14.531583, -20.000000
550, 650, -14.540702, -20.000000
548, 652, -14.540898, -20.000000
546, 654, -14.533886, -20.000000
547, 653, -14.532315, -20.000000
554, 646, -14.544230, -20.000000
549, 651, -14.544899, -20.000000
553, 647, -14.554355, -20.000000
557, 643, -14.574576, -20.000000
551, 649, -14.577562, -20.000000
560, 640, -14.607435, -20.000000
564, 636, -14.645782, -20.000000
553, 647, -14.662483, -20.000000
562, 638, -14.705899, -20.000000
564, 636, -14.756406, -20.000000
557, 643, -14.793755, -20.000000
558, 642, -14.830732, -20.000000
556, 644, -14.866000, -20.000000
554, 646, -14.897355, -20.000000
553, 647, -14.919816, -20.000000
552, 648, -14.936758, -20.000000
548, 652, -14.940212, -20.000000
549, 651, -14.941367, -20.000000
549, 651, -14.932058, -20.000000
552, 648, -14.931993, -20.000000
550, 650, -14.917530, -20.000000
550, 650, -14.901157, -20.000000
555, 645, -14.900016, -20.000000
551, 649, -14.895559, -20.000000
550, 650, -14.891890, -20.000000
557, 643, -14.905003, -20.000000
554, 646, -14.917808, -20.000000
550, 650, -14.921501, -20.000000
554, 646, -14.944042, -20.000000
554, 646, -14.971530, -20.000000
547, 653, -14.978850, -20.000000
550, 650, -14.993735, -20.000000
550, 650, -15.007585, -20.000000
551, 649, -15.010247, -20.000000
548, 652, -15.000777, -20.000000
549, 651, -14.988518, -20.000000
549, 651, -14.972046, -20.000000
551, 649, -14.957047, -20.000000
550, 650, -14.943460, -20.000000
547, 653, -14.921293, -20.000000
552, 648, -14.919888, -20.000000
551, 649, -14.917419, -20.000000
547, 653, -14.902437, -20.000000
549, 651, -14.898279, -20.000000
550, 650, -14.901219, -20.000000
541, 659, -14.887291, -20.000000
547, 653, -14.894506, -20.000000
545, 655, -14.891509, -20.000000
539, 661, -14.874895, -20.000000
546, 654, -14.872667, -20.000000
548, 652, -14.874945, -20.000000
548, 652, -14.871348, -20.000000
549, 651, -14.866529, -20.000000
552, 648, -14.870886, -20.000000
554, 646, -14.871925, -20.000000
551, 649, -14.864336, -20.000000
552, 648, -14.859667, -20.000000
557, 643, -14.873831, -20.000000
555, 645, -14.885243, -20.000000
548, 652, -14.881453, -20.000000
557, 643, -14.902234, -20.000000
556, 644, -14.922649, -20.000000
628, 572, -14.909578, -11.562500
634, 566, -14.917915, -11.562500
633, 567, -14.924359, -11.562500
623, 577, -14.900667, -11.562500
619, 581, -14.871101, -11.562500
610, 590, -14.831156, -11.562500
603, 597, -14.782987, -11.562500
596, 604, -14.724518, -11.562500
587, 613, -14.642282, -11.562500
580, 620, -14.543538, -11.562500
575, 625, -14.426186, -11.562500
570, 630, -14.291627, -11.562500
564, 636, -14.142389, -11.562500
562, 638, -13.981954, -11.562500
558, 642, -13.811327, -11.562500
555, 645, -13.632545, -11.562500
556, 644, -13.462246, -11.562500
553, 647, -13.283490, -11.562500
552, 648, -13.098512, -11.562500
557, 643, -12.934970, -11.562500
560, 640, -12.771871, -11.562500
559, 641, -12.610091, -11.562500
556, 644, -12.446101, -11.562500
561, 639, -12.300132, -11.562500
564, 636, -12.166992, -11.562500
561, 639, -12.045123, -11.562500
560, 640, -11.922632, -11.562500
559, 641, -11.806671, -11.562500
559, 641, -11.696114, -11.562500
555, 645, -11.581715, -11.562500
553, 647, -11.460885, -11.562500
554, 646, -11.326968, -11.562500
551, 649, -11.159425, -11.562500
559, 641, -11.020502, -11.562500
555, 645, -10.853385, -11.562500
676, 524, -10.736619, -0.000000
687, 513, -10.649536, -0.000000
680, 520, -10.529174, -0.000000
681, 519, -10.445734, -0.000000
677, 523, -10.367623, -0.000000
668, 532, -10.283478, -0.000000
658, 542, -10.169626, -0.000000
649, 551, -10.065574, -0.000000
642, 558, -9.947671, -0.000000
637, 563, -9.829913, -0.000000
631, 569, -9.700385, -0.000000
624, 576, -9.553270, -0.000000
620, 580, -9.395798, -0.000000
619, 581, -9.234259, -0.000000
613, 587, -9.062059, -0.000000
609, 591, -8.875916, -0.000000
608, 592, -8.683355, -0.000000
607, 593, -8.494947, -0.000000
607, 593, -8.305501, -0.000000
611, 589, -8.127418, -0.000000
609, 591, -7.948840, -0.000000
607, 593, -7.762171, -0.000000
610, 590, -7.586887, -0.000000
610, 590, -7.414706, -0.000000
608, 592, -7.247813, -0.000000
610, 590, -7.089071, -0.000000
610, 590, -6.935935, -0.000000
611, 589, -6.795863, -0.000000
609, 591, -6.653766, -0.000000
609, 591, -6.519658, -0.000000
606, 594, -6.383774, -0.000000
604, 596, -6.249921, -0.000000
602, 598, -6.121627, -0.000000
601, 599, -5.993077, -0.000000
603, 597, -5.873858, -0.000000
601, 599, -5.748260, -0.000000
600, 600, -5.615384, -0.000000
601, 599, -5.486487, -0.000000
604, 596, -5.366171, -0.000000
604, 596, -5.240943, -0.000000
606, 594, -5.123718, -0.000000
610, 590, -5.010715, -0.000000
613, 587, -4.901144, -0.000000
615, 585, -4.800331, -0.000000
620, 580, -4.710367, -0.000000
623, 577, -4.632838, -0.000000
626, 574, -4.562981, -0.000000
628, 572, -4.498486, -0.000000
633, 567, -4.449481, -0.000000
636, 564, -4.405417, -0.000000
639, 561, -4.376911, -0.000000
639, 561, -4.350381, -0.000000
645, 555, -4.342830, -0.000000
646, 554, -4.338919, -0.000000
646, 554, -4.339540, -0.000000
646, 554, -4.340097, -0.000000
648, 552, -4.352051, -0.000000
651, 549, -4.366814, -0.000000
653, 547, -4.388262, -0.000000
654, 546, -4.408248, -0.000000
649, 551, -4.415954, -0.000000
653, 547, -4.434803, -0.000000
656, 544, -4.463805, -0.000000
653, 547, -4.485880, -0.000000
653, 547, -4.507253, -0.000000
653, 547, -4.526546, -0.000000
653, 547, -4.549582, -0.000000
649, 551, -4.563716, -0.000000
649, 551, -4.581636, -0.000000
648, 552, -4.593831, -0.000000
647, 553, -4.601645, -0.000000
647, 553, -4.606201, -0.000000
649, 551, -4.617218, -0.000000
647, 553, -4.621176, -0.000000
647, 553, -4.624968, -0.000000
650, 550, -4.631672, -0.000000
651, 549, -4.640296, -0.000000
650, 550, -4.641938, -0.000000
648, 552, -4.642381, -0.000000
653, 547, -4.652018, -0.000000
656, 544, -4.669901, -0.000000
652, 548, -4.678386, -0.000000
652, 548, -4.684316, -0.000000
657, 543, -4.701546, -0.000000
659, 541, -4.723974, -0.000000
657, 543, -4.742323, -0.000000
657, 543, -4.765968, -0.000000
656, 544, -4.791664, -0.000000
653, 547, -4.810237, -0.000000
654, 546, -4.831715, -0.000000
653, 547, -4.854097, -0.000000
648, 552, -4.862986, -0.000000
651, 549, -4.879967, -0.000000
648, 552, -4.886644, -0.000000
644, 556, -4.886308, -0.000000
648, 552, -4.890030, -0.000000
647, 553, -4.888093, -0.000000
645, 555, -4.878515, -0.000000
645, 555, -4.865797, -0.000000
648, 552, -4.861304, -0.000000
648, 552, -4.854028, -0.000000
646, 554, -4.844138, -0.000000
648, 552, -4.836932, -0.000000
650, 550, -4.838117, -0.000000
649, 551, -4.837328, -0.000000
649, 551, -4.836975, -0.000000
650, 550, -4.841739, -0.000000
650, 550, -4.849270, -0.000000
649, 551, -4.853015, -0.000000
651, 549, -4.867653, -0.000000
648, 552, -4.874953, -0.000000
649, 551, -4.882562, -0.000000
648, 552, -4.888662, -0.000000
652, 548, -4.901086, -0.000000
649, 551, -4.904861, -0.000000
649, 551, -4.907531, -0.000000
649, 551, -4.906018, -0.000000
650, 550, -4.907024, -0.000000
650, 550, -4.904373, -0.000000
647, 553, -4.897403, -0.000000
648, 552, -4.890298, -0.000000
650, 550, -4.891376, -0.000000
648, 552, -4.888340, -0.000000
648, 552, -4.883174, -0.000000
649, 551, -4.883460, -0.000000
648, 552, -4.883238, -0.000000
648, 552, -4.883798, -0.000000
648, 552, -4.883676, -0.000000
648, 552, -4.882527, -0.000000
647, 553, -4.879193, -0.000000
650, 550, -4.885440, -0.000000
650, 550, -4.892910, -0.000000
647, 553, -4.893641, -0.000000
648, 552, -4.889745, -0.000000
653, 547, -4.900753, -0.000000
651, 549, -4.903821, -0.000000
650, 550, -4.903088, -0.000000
650, 550, -4.905888, -0.000000
653, 547, -4.916595, -0.000000
653, 547, -4.927351, -0.000000
651, 549, -4.932300, -0.000000
649, 551, -4.930285, -0.000000
651, 549, -4.937911, -0.000000
649, 551, -4.939205, -0.000000
648, 552, -4.940798, -0.000000
649, 551, -4.942092, -0.000000
647, 553, -4.941802, -0.000000
647, 553, -4.940055, -0.000000
644, 556, -4.932202, -0.000000
643, 557, -4.919798, -0.000000
641, 559, -4.904670, -0.000000
643, 557, -4.891398, -0.000000
642, 558, -4.875991, -0.000000
640, 560, -4.852477, -0.000000
642, 558, -4.837228, -0.000000
645, 555, -4.824728, -0.000000
645, 555, -4.814539, -0.000000
643, 557, -4.798792, -0.000000
644, 556, -4.783205, -0.000000
646, 554, -4.772572, -0.000000
647, 553, -4.762873, -0.000000
646, 554, -4.753279, -0.000000
644, 556, -4.741418, -0.000000
647, 553, -4.742662, -0.000000
647, 553, -4.744131, -0.000000
646, 554, -4.742337, -0.000000
645, 555, -4.737996, -0.000000
646, 554, -4.737046, -0.000000
643, 557, -4.728914, -0.000000
645, 555, -4.727595, -0.000000
643, 557, -4.717868, -0.000000
643, 557, -4.704270, -0.000000
643, 557, -4.693954, -0.000000
644, 556, -4.684880, -0.000000
643, 557, -4.670638, -0.000000
645, 555, -4.663475, -0.000000
645, 555, -4.655163, -0.000000
646, 554, -4.649364, -0.000000
648, 552, -4.647957, -0.000000
646, 554, -4.644227, -0.000000
646, 554, -4.637067, -0.000000
648, 552, -4.639965, -0.000000
650, 550, -4.647044, -0.000000
648, 552, -4.648867, -0.000000
645, 555, -4.647268, -0.000000
647, 553, -4.647388, -0.000000
649, 551, -4.654082, -0.000000
647, 553, -4.658989, -0.000000
648, 552, -4.668577, -0.000000
649, 551, -4.676921, -0.000000
647, 553, -4.684859, -0.000000
648, 552, -4.692664, -0.000000
651, 549, -4.702204, -0.000000
651, 549, -4.709867, -0.000000
649, 551, -4.716913, -0.000000
650, 550, -4.721651, -0.000000
652, 548, -4.734472, -0.000000
651, 549, -4.744796, -0.000000
646, 554, -4.742938, -0.000000
684, 516, -4.744571, 3.750000
685, 515, -4.749222, 3.750000
686, 514, -4.755813, 3.750000
679, 521, -4.746244, 3.750000
679, 521, -4.740363, 3.750000
680, 520, -4.738076, 3.750000
673, 527, -4.723212, 3.750000
671, 529, -4.703024, 3.750000
672, 528, -4.688648, 3.750000
669, 531, -4.661353, 3.750000
666, 534, -4.628295, 3.750000
663, 537, -4.589874, 3.750000
666, 534, -4.553148, 3.750000
661, 539, -4.505683, 3.750000
661, 539, -4.453559, 3.750000
663, 537, -4.409170, 3.750000
657, 543, -4.349846, 3.750000
660, 540, -4.299099, 3.750000
654, 546, -4.237821, 3.750000
655, 545, -4.181283, 3.750000
656, 544, -4.131666, 3.750000
649, 551, -4.066720, 3.750000
649, 551, -4.003212, 3.750000
655, 545, -3.952509, 3.750000
650, 550, -3.890972, 3.750000
646, 554, -3.825267, 3.750000
655, 545, -3.774420, 3.750000
652, 548, -3.720866, 3.750000
648, 552, -3.652768, 3.750000
652, 548, -3.600315, 3.750000
652, 548, -3.548976, 3.750000
651, 549, -3.494411, 3.750000
651, 549, -3.442370, 3.750000
654, 546, -3.397472, 3.750000
650, 550, -3.344535, 3.750000
652, 548, -3.300920, 3.750000
651, 549, -3.253882, 3.750000
649, 551, -3.205517, 3.750000
652, 548, -3.162867, 3.750000
655, 545, -3.127891, 3.750000
651, 549, -3.081511, 3.750000
652, 548, -3.041135, 3.750000
817, 383, -3.008254, 19.843750
821, 379, -2.984716, 19.843750
816, 384, -2.950850, 19.843750
811, 389, -2.912774, 19.843750
809, 391, -2.875339, 19.843750
797, 403, -2.825893, 19.843750
785, 415, -2.769742, 19.843750
777, 423, -2.705261, 19.843750
765, 435, -2.619600, 19.843750
750, 450, -2.498837, 19.843750
739, 461, -2.352491, 19.843750
730, 470, -2.176628, 19.843750
721, 479, -1.978875, 19.843750
713, 487, -1.763224, 19.843750
705, 495, -1.531075, 19.843750
701, 499, -1.288013, 19.843750
695, 505, -1.025427, 19.843750
692, 508, -0.757921, 19.843750
687, 513, -0.481305, 19.843750
688, 512, -0.207624, 19.843750
689, 511, 0.057316, 19.843750
688, 512, 0.327877, 19.843750
686, 514, 0.600062, 19.843750
693, 507, 0.849545, 19.843750
690, 510, 1.100715, 19.843750
693, 507, 1.337790, 19.843750
694, 506, 1.559126, 19.843750
695, 505, 1.769601, 19.843750
694, 506, 1.973297, 19.843750
696, 504, 2.165414, 19.843750
694, 506, 2.354620, 19.843750
696, 504, 2.537460, 19.843750
694, 506, 2.720199, 19.843750
693, 507, 2.899613, 19.843750
692, 508, 3.075350, 19.843750
690, 510, 3.250379, 19.843750
689, 511, 3.430120, 19.843750
688, 512, 3.606791, 19.843750
689, 511, 3.781237, 19.843750
688, 512, 3.951787, 19.843750
689, 511, 4.121639, 19.843750
690, 510, 4.292192, 19.843750
690, 510, 4.460077, 19.843750
692, 508, 4.623638, 19.843750
695, 505, 4.775942, 19.843750
698, 502, 4.921642, 19.843750
700, 500, 5.057014, 19.843750
706, 494, 5.181074, 19.843750
710, 490, 5.292295, 19.843750
712, 488, 5.395683, 19.843750
720, 480, 5.478240, 19.843750
724, 476, 5.548556, 19.843750
727, 471, 5.605626, 19.843750
731, 467, 5.647492, 19.843750
735, 463, 5.676369, 19.843750
740, 458, 5.690281, 19.843750
743, 455, 5.693604, 19.843750
744, 454, 5.689592, 19.843750
749, 449, 5.673200, 19.843750
749, 449, 5.653087, 19.843750
750, 448, 5.633127, 19.843750
753, 445, 5.604883, 19.843750
752, 446, 5.577671, 19.843750
751, 447, 5.555959, 19.843750
755, 443, 5.526657, 19.843750
753, 445, 5.503631, 19.843750
751, 447, 5.488347, 19.843750
752, 446, 5.473896, 19.843750
752, 446, 5.454970, 19.843750
750, 448, 5.441379, 19.843750
748, 450, 5.429277, 19.843750
748, 450, 5.414953, 19.843750
749, 449, 5.397477, 19.843750
750, 448, 5.382499, 19.843750
744, 454, 5.381000, 19.843750
747, 451, 5.374979, 19.843750
747, 451, 5.368468, 19.843750
745, 453, 5.365880, 19.843750
746, 452, 5.359065, 19.843750
746, 452, 5.352219, 19.843750
750, 448, 5.335185, 19.843750
749, 449, 5.319307, 19.843750
749, 449, 5.299480, 19.843750
750, 448, 5.278279, 19.843750
749, 449, 5.261586, 19.843750
750, 448, 5.246791, 19.843750
752, 446, 5.232756, 19.843750
750, 448, 5.219078, 19.843750
750, 448, 5.203350, 19.843750
753, 445, 5.178198, 19.843750
746, 452, 5.169766, 19.843750
746, 452, 5.163796, 19.843750
745, 453, 5.163247, 19.843750
748, 450, 5.158737, 19.843750
745, 453, 5.160112, 19.843750
742, 456, 5.171355, 19.843750
744, 456, 5.179565, 19.843750
742, 458, 5.191985, 19.843750
742, 458, 5.201535, 19.843750
741, 459, 5.212994, 19.843750
741, 459, 5.220879, 19.843750
739, 461, 5.234801, 19.843750
739, 461, 5.246422, 19.843750
739, 461, 5.260452, 19.843750
737, 463, 5.278722, 19.843750
739, 461, 5.289570, 19.843750
740, 460, 5.296124, 19.843750
738, 462, 5.306431, 19.843750
740, 460, 5.315552, 19.843750
740, 460, 5.325874, 19.843750
745, 455, 5.327431, 19.843750
741, 459, 5.340069, 19.843750
742, 458, 5.349032, 19.843750
744, 456, 5.351186, 19.843750
746, 454, 5.349873, 19.843750
744, 456, 5.357712, 19.843750
744, 456, 5.368009, 19.843750
749, 451, 5.364553, 19.843750
748, 452, 5.362131, 19.843750
746, 454, 5.363562, 19.843750
749, 451, 5.358009, 19.843750
749, 451, 5.350872, 19.843750
750, 450, 5.343099, 19.843750
749, 451, 5.335481, 19.843750
747, 453, 5.331186, 19.843750
749, 451, 5.320714, 19.843750
749, 451, 5.311198, 19.843750
748, 452, 5.296484, 19.843750
749, 451, 5.278369, 19.843750
748, 452, 5.259678, 19.843750
