roll_accel,roll_intl,roll_cal
   0.94062,    0.79544,    2.39029
   0.94062,    0.81088,    2.37643
   0.87844,    0.82672,    2.36200
   0.87844,    0.84264,    2.34792
   0.87844,    0.85857,    2.33414
   0.87844,    0.87386,    2.32002
   1.00603,    0.88903,    2.30861
   1.00603,    0.90378,    2.29701
   1.00603,    0.91820,    2.28532
   1.00603,    0.93176,    2.27303
   1.30262,    0.94464,    2.26624
   1.30262,    0.95756,    2.25963
   1.30262,    0.97003,    2.25271
   1.30262,    0.98188,    2.24532
   1.79237,    0.99352,    2.24767
   1.79237,    1.00507,    2.24988
   1.79237,    1.01682,    2.25225
   1.79237,    1.02902,    2.25500
   2.14060,    1.04170,    2.26514
   2.14060,    1.05442,    2.27511
   2.14060,    1.06772,    2.28546
   2.14060,    1.08122,    2.29580
   2.49466,    1.09427,    2.31256
   2.49466,    1.10752,    2.32919
   2.49466,    1.12103,    2.34573
   2.49466,    1.13521,    2.36261
   2.81880,    1.14959,    2.38583
   2.81880,    1.16455,    2.40915
   2.81880,    1.18029,    2.43277
   2.81880,    1.19641,    2.45628
   3.12334,    1.21231,    2.48521
   3.14668,    1.22838,    2.51419
   3.14668,    1.24503,    2.54316
   3.14668,    1.26179,    2.57165
   3.30911,    1.27893,    2.60319
   3.31823,    1.29600,    2.63423
   3.31823,    1.31272,    2.66429
   3.31823,    1.32942,    2.69374
   3.31823,    1.34687,    2.72333
   3.53871,    1.36380,    2.75622
   3.53871,    1.38067,    2.78840
   3.53871,    1.39801,    2.82041
   3.53871,    1.41540,    2.85181
   3.51123,    1.43320,    2.88245
   3.51123,    1.45101,    2.91247
   3.51123,    1.46883,    2.94191
   3.51123,    1.48710,    2.97121
   3.50570,    1.50595,    3.00037
   3.50570,    1.52520,    3.02934
   3.50570,    1.54464,    3.05792
   3.50570,    1.56391,    3.08576
   3.35054,    1.58314,    3.10990
   3.35054,    1.60198,    3.13317
   3.35054,    1.62056,    3.15573
   3.35054,    1.63861,    3.17732
   3.23622,    1.65596,    3.19550
   3.23622,    1.67250,    3.21252
   3.23622,    1.68822,    3.22840
   3.23622,    1.70346,    3.24349
   3.06829,    1.71824,    3.25447
   3.06829,    1.73243,    3.26465
   3.06829,    1.74592,    3.27394
   3.06829,    1.75876,    3.28242
   2.98728,    1.77134,    3.28885
   2.98728,    1.78392,    3.29514
   2.98728,    1.79608,    3.30090
   2.98728,    1.80730,    3.30562
   2.95476,    1.81737,    3.30848
   2.95476,    1.82669,    3.31054
   2.95476,    1.83527,    3.31183
   2.95476,    1.84375,    3.31300
   3.04515,    1.85211,    3.31583
   3.03937,    1.86026,    3.31829
   3.03937,    1.86815,    3.32044
   3.03937,    1.87577,    3.32229
   3.03937,    1.88308,    3.32380
   3.15886,    1.89005,    3.32733
   3.15886,    1.89681,    3.33058
   3.15886,    1.90348,    3.33368
   3.15886,    1.91019,    3.33676
   3.26491,    1.91668,    3.34169
   3.26491,    1.92303,    3.34637
   3.26491,    1.92916,    3.35075
   3.26491,    1.93521,    3.35497
   3.36068,    1.94113,    3.36088
   3.36068,    1.94711,    3.36674
   3.36068,    1.95283,    3.37222
   3.36068,    1.95844,    3.37749
   3.45490,    1.96376,    3.38426
   3.45490,    1.96920,    3.39099
   3.45490,    1.97517,    3.39813
   3.45490,    1.98131,    3.40527
   3.65663,    1.98763,    3.41650
   3.65663,    1.99349,    3.42704
   3.65663,    1.99848,    3.43652
   3.65663,    2.00347,    3.44582
   3.82305,    2.00883,    3.45861
   3.82305,    2.01410,    3.47107
   3.82305,    2.01914,    3.48304
   3.82305,    2.02409,    3.49470
   4.01301,    2.02907,    3.50995
   4.01301,    2.03384,    3.52468
   4.01301,    2.03814,    3.53866
   4.01301,    2.04188,    3.55181
   4.07529,    2.04448,    3.56483
   4.07529,    2.04694,    3.57745
   4.07529,    2.04936,    3.58978
   4.07529,    2.05168,    3.60176
   4.04147,    2.05370,    3.61253
   4.04718,    2.05531,    3.62281
   4.04718,    2.05645,    3.63241
   4.04718,    2.05725,    3.64150
   3.91728,    2.05744,    3.64719
   3.91646,    2.05806,    3.65319
   3.91646,    2.05854,    3.65892
   3.91646,    2.05821,    3.66375
   3.91646,    2.05736,    3.66798
   3.85630,    2.05619,    3.67059
   3.85630,    2.05465,    3.67279
   3.85630,    2.05164,    3.67351
   3.85630,    2.04782,    3.67343
   3.78249,    2.04372,    3.67159
   3.78249,    2.03920,    3.66938
   3.78249,    2.03439,    3.66693
   3.78249,    2.02835,    3.66332
   3.88889,    2.02202,    3.66163
   3.88889,    2.01579,    3.66007
   3.88889,    2.00989,    3.65886
   3.88889,    2.00419,    3.65788
   4.07371,    1.99884,    3.66095
   4.07371,    1.99367,    3.66414
   4.07371,    1.98868,    3.66744
   4.07371,    1.98383,    3.67081
   4.36706,    1.97976,    3.68075
   4.36706,    1.97741,    3.69218
   4.36706,    1.97526,    3.70356
   4.36706,    1.97368,    3.71529
   4.75473,    1.97269,    3.73511
   4.75473,    1.97265,    3.75546
   4.75473,    1.97353,    3.77631
   4.75473,    1.97471,    3.79703
   5.11261,    1.97621,    3.82481
   5.11261,    1.97790,    3.85223
   5.11261,    1.97973,    3.87923
   5.11261,    1.98208,    3.90620
   5.38600,    1.98476,    3.93842
   5.38600,    1.98780,    3.97035
   5.38600,    1.99125,    4.00205
   5.38600,    1.99478,    4.03318
   5.48975,    1.99848,    4.06594
   5.51792,    2.00233,    4.09875
   5.51792,    2.00603,    4.13077
   5.51792,    2.00960,    4.16201
   5.51792,    2.01320,    4.19265
   5.40492,    2.01643,    4.22006
   5.40492,    2.01961,    4.24688
   5.40492,    2.02236,    4.27273
   5.40492,    2.02497,    4.29793
   5.12258,    2.02732,    4.31673
   5.12258,    2.02904,    4.33454
   5.12258,    2.03062,    4.35185
   5.12258,    2.03256,    4.36916
   4.65337,    2.03466,    4.37690
   4.65337,    2.03590,    4.38365
   4.65337,    2.03678,    4.38991
   4.65337,    2.03745,    4.39582
   4.13081,    2.03759,    4.39067
   4.13081,    2.03745,    4.38533
   4.13081,    2.03667,    4.37948
   4.13081,    2.03605,    4.37390
   3.62822,    2.03550,    4.35844
   3.62822,    2.03495,    4.34330
   3.62822,    2.03414,    4.32821
   3.62822,    2.03275,    4.31284
   3.24512,    2.03128,    4.29005
   3.24512,    2.02974,    4.26764
   3.24512,    2.02794,    4.24543
   3.24512,    2.02567,    4.22319
   3.06300,    2.02292,    4.19729
   3.06300,    2.02016,    4.17191
   3.06300,    2.01697,    4.14660
   3.06300,    2.01352,    4.12155
   3.07705,    2.00967,    4.09688
   3.07705,    2.00530,    4.07221
   3.07705,    2.00083,    4.04792
   3.07705,    1.99635,    4.02411
   3.24113,    1.99179,    4.00399
   3.24113,    1.98706,    3.98409
   3.24113,    1.98265,    3.96491
   3.24113,    1.97829,    3.94616
   3.47992,    1.97371,    3.93235
   3.48626,    1.96897,    3.91879
   3.48626,    1.96439,    3.90564
   3.48626,    1.96054,    3.89348
   3.48626,    1.95695,    3.88182
   3.71691,    1.95328,    3.87492
   3.71691,    1.94961,    3.86817
   3.71691,    1.94605,    3.86166
   3.71691,    1.94342,    3.85619
   3.88998,    1.94094,    3.85443
   3.88998,    1.93853,    3.85278
   3.88998,    1.93626,    3.85130
   3.88998,    1.93443,    3.85027
   3.99902,    1.93263,    3.85149
   3.99902,    1.93105,    3.85289
   3.99902,    1.92973,    3.85452
   3.99902,    1.92867,    3.85637
   4.07092,    1.92782,    3.85983
   4.07092,    1.92712,    3.86337
   4.07092,    1.92690,    3.86731
   4.07092,    1.92661,    3.87109
   4.07839,    1.92584,    3.87448
   4.07839,    1.92481,    3.87755
   4.07839,    1.92445,    3.88121
   4.07839,    1.92463,    3.88533
   4.11499,    1.92485,    3.89014
   4.11499,    1.92503,    3.89482
   4.11499,    1.92481,    3.89901
   4.11499,    1.92400,    3.90254
   4.12397,    1.92330,    3.90627
   4.12397,    1.92275,    3.91009
   4.12397,    1.92220,    3.91383
   4.12397,    1.92139,    3.91724
   4.17760,    1.92048,    3.92155
   4.17760,    1.91967,    3.92588
   4.17760,    1.91897,    3.93023
   4.17760,    1.91813,    3.93435
   4.22722,    1.91695,    3.93905
   4.20633,    1.91519,    3.94267
   4.20633,    1.91317,    3.94597
   4.20633,    1.91108,    3.94913
   4.20633,    1.90895,    3.95218
   4.33404,    1.90664,    3.95755
   4.33404,    1.90429,    3.96279
   4.33404,    1.90220,    3.96816
   4.33404,    1.89978,    3.97311
   4.30812,    1.89692,    3.97700
   4.30812,    1.89399,    3.98075
   4.30812,    1.89130,    3.98467
   4.30812,    1.88851,    3.98840
   4.27715,    1.88554,    3.99127
   4.27715,    1.88190,    3.99342
   4.27715,    1.87812,    3.99539
   4.27715,    1.87464,    3.99761
   4.09422,    1.87086,    3.99584
   4.09422,    1.86671,    3.99374
   4.09422,    1.86212,    3.99125
   4.09422,    1.85717,    3.98846
   3.83458,    1.85213,    3.98044
   3.83458,    1.84660,    3.97210
   3.83458,    1.84033,    3.96321
   3.83458,    1.83373,    3.95417
   3.55995,    1.82709,    3.93978
   3.55995,    1.82008,    3.92532
   3.55995,    1.81312,    3.91119
   3.55995,    1.80625,    3.89743
   3.31239,    1.79894,    3.87857
   3.31239,    1.79128,    3.85973
   3.31239,    1.78268,    3.84036
   3.31239,    1.77362,    3.82092
   3.10524,    1.76448,    3.79765
   3.10524,    1.75496,    3.77447
   3.10524,    1.74542,    3.75174
   3.10524,    1.73585,    3.72943
   2.97132,    1.72613,    3.70474
   2.98130,    1.71599,    3.68034
   2.98130,    1.70521,    3.65579
   2.98130,    1.69398,    3.63130
   2.98130,    1.68301,    3.60754
   2.99868,    1.67276,    3.58533
   2.99868,    1.66312,    3.56414
   2.99868,    1.65344,    3.54334
   2.99868,    1.64371,    3.52291
   3.11319,    1.63472,    3.50591
   3.11319,    1.62573,    3.48925
   3.11319,    1.61721,    3.47338
   3.11319,    1.60895,    3.45808
   3.30825,    1.60099,    3.44729
   3.30825,    1.59339,    3.43705
   3.30825,    1.58641,    3.42764
   3.30825,    1.57955,    3.41853
   3.50480,    1.57254,    3.41338
   3.50480,    1.56503,    3.40785
   3.50480,    1.55803,    3.40293
   3.50480,    1.55098,    3.39806
   3.65965,    1.54365,    3.39611
   3.65965,    1.53569,    3.39358
   3.65965,    1.52774,    3.39111
   3.65965,    1.52021,    3.38910
   3.76231,    1.51262,    3.38912
   3.76231,    1.50478,    3.38890
   3.76231,    1.49692,    3.38867
   3.76231,    1.48923,    3.38861
   3.79839,    1.48194,    3.38966
   3.79839,    1.47490,    3.39094
   3.79839,    1.46847,    3.39279
   3.79839,    1.46213,    3.39469
   3.76855,    1.45572,    3.39588
   3.76855,    1.44808,    3.39585
   3.76855,    1.44064,    3.39601
   3.76855,    1.43380,    3.39675
   3.74640,    1.42755,    3.39763
   3.74014,    1.42119,    3.39824
   3.74014,    1.41469,    3.39871
   3.74014,    1.40805,    3.39903
   3.70146,    1.40161,    3.39877
   3.69263,    1.39518,    3.39834
   3.69263,    1.38911,    3.39828
   3.69263,    1.38299,    3.39817
   3.69263,    1.37705,    3.39824
   3.70302,    1.37158,    3.39897
   3.70302,    1.36609,    3.39967
   3.70302,    1.36062,    3.40038
   3.70302,    1.35427,    3.40021
   3.67161,    1.34767,    3.39917
   3.67161,    1.34084,    3.39792
   3.67161,    1.33390,    3.39660
   3.67161,    1.32698,    3.39531
   3.57662,    1.31974,    3.39185
   3.57662,    1.31234,    3.38829
   3.57662,    1.30465,    3.38452
   3.57662,    1.29673,    3.38061
   3.37570,    1.28842,    3.37236
   3.37570,    1.27959,    3.36378
   3.37570,    1.27029,    3.35490
   3.37570,    1.26062,    3.34584
   3.20097,    1.25118,    3.33369
   3.20097,    1.24199,    3.32203
   3.20097,    1.23235,    3.31016
   3.20097,    1.22249,    3.29832
   3.05604,    1.21219,    3.28338
   3.05604,    1.20155,    3.26840
   3.05604,    1.19147,    3.25428
   3.05604,    1.18181,    3.24085
   3.00995,    1.17277,    3.22736
   3.00995,    1.16418,    3.21460
   3.00995,    1.15568,    3.20218
   3.00995,    1.14696,    3.18979
   2.86788,    1.13703,    3.17362
   2.85924,    1.12643,    3.15694
   2.85924,    1.11533,    3.14011
   2.85924,    1.10333,    3.12273
   2.85924,    1.09142,    3.10579
   2.78345,    1.07903,    3.08720
   2.78345,    1.06567,    3.06803
   2.78345,    1.05200,    3.04895
   2.78345,    1.03826,    3.03018
   2.61517,    1.02462,    3.00850
   2.61517,    1.01063,    2.98693
   2.61517,    0.99619,    2.96534
   2.61517,    0.98138,    2.94382
   2.54639,    0.96576,    2.92057
   2.54639,    0.94983,    2.89748
   2.54639,    0.93342,    2.87437
   2.54639,    0.91702,    2.85173
   2.58640,    0.90067,    2.83041
   2.58640,    0.88395,    2.80915
   2.58640,    0.86647,    2.78756
   2.58640,    0.84754,    2.76499
   2.57042,    0.82765,    2.74160
   2.57042,    0.80765,    2.71858
   2.57042,    0.78721,    2.69558
   2.57042,    0.76685,    2.67313
   2.54897,    0.74620,    2.65040
   2.54897,    0.72473,    2.62734
   2.54897,    0.70274,    2.60422
   2.54897,    0.68041,    2.58123
   2.52250,    0.65767,    2.55777
   2.52250,    0.63464,    2.53449
   2.52250,    0.61147,    2.51155
   2.52250,    0.58824,    2.48900
   2.38486,    0.56484,    2.46399
   2.39660,    0.54091,    2.43919
   2.39660,    0.51623,    2.41415
   2.39660,    0.49034,    2.38842
   2.39660,    0.46462,    2.36338
   2.54450,    0.43971,    2.34260
   2.54450,    0.41490,    2.32232
   2.54450,    0.38987,    2.30223
   2.54450,    0.36451,    2.28223
   2.65804,    0.33904,    2.26479
   2.65804,    0.31354,    2.24765
   2.65804,    0.28841,    2.23124
   2.65804,    0.26332,    2.21518
   2.82276,    0.23768,    2.20221
   2.82276,    0.21186,    2.18932
   2.82276,    0.18598,    2.17662
   2.82276,    0.16049,    2.16457
   3.01544,    0.13534,    2.15693
   3.01544,    0.11110,    2.15035
   3.01544,    0.08606,    2.14312
   3.01544,    0.06143,    2.13642
   2.96247,    0.03642,    2.12843
   2.96247,    0.01075,    2.11996
   2.96247,   -0.01441,    2.11215
   2.96247,   -0.03913,    2.10493
   3.05986,   -0.06397,    2.09969
   3.05986,   -0.08888,    2.09448
   3.05986,   -0.11382,    2.08934
   3.05986,   -0.13766,    2.08540
   2.78731,   -0.16159,    2.07598
   2.78731,   -0.18592,    2.06636
   2.78731,   -0.21130,    2.05591
   2.78731,   -0.23653,    2.04581
   2.75658,   -0.26062,    2.03642
   2.75658,   -0.28468,    2.02724
   2.75658,   -0.30872,    2.01828
   2.75658,   -0.33266,    2.00958
   2.43993,   -0.35657,    1.99476
   2.43969,   -0.38066,    1.98004
   2.43969,   -0.40497,    1.96541
   2.43969,   -0.42921,    1.95115
   2.43969,   -0.45344,    1.93717
   2.25680,   -0.47751,    1.91997
   2.25680,   -0.50128,    1.90341
   2.25680,   -0.52564,    1.88661
   2.25680,   -0.54992,    1.87022
   2.11412,   -0.57454,    1.85097
   2.11412,   -0.59893,    1.83233
   2.11412,   -0.62215,    1.81521
   2.11412,   -0.64508,    1.79872
   1.99493,   -0.66788,    1.78030
   1.99493,   -0.69099,    1.76194
   1.99493,   -0.71426,    1.74379
   1.99493,   -0.73745,    1.72610
   1.95165,   -0.76077,    1.70775
   1.95165,   -0.78393,    1.68993
   1.95165,   -0.80722,    1.67234
   1.95165,   -0.83069,    1.65493
   1.71868,   -0.85380,    1.63356
   1.71868,   -0.87697,    1.61255
   1.71868,   -0.90090,    1.59122
   1.71868,   -0.92521,    1.56994
   1.62949,   -0.94938,    1.54746
   1.62949,   -0.97349,    1.52547
   1.62949,   -0.99726,    1.50425
   1.62949,   -1.02061,    1.48387
   1.34133,   -1.04339,    1.45870
   1.34133,   -1.06625,    1.43395
   1.34133,   -1.08965,    1.40917
   1.34133,   -1.11334,    1.38459
   1.02427,   -1.13737,    1.35383
   1.02427,   -1.16161,    1.32349
   1.02427,   -1.18575,    1.29385
   1.02427,   -1.20945,    1.26523
   0.79213,   -1.23321,    1.23248
   0.79137,   -1.25723,    1.20012
   0.79137,   -1.28121,    1.16844
   0.79137,   -1.30487,    1.13772
   0.79137,   -1.32727,    1.10884
   0.52566,   -1.34936,    1.07553
   0.52566,   -1.37150,    1.04284
   0.52566,   -1.39328,    1.01114
   0.52566,   -1.41520,    0.97996
   0.35376,   -1.43688,    0.94618
   0.35376,   -1.45852,    0.91313
   0.35376,   -1.48004,    0.88085
   0.35376,   -1.50174,    0.84905
   0.35709,   -1.52302,    0.81835
   0.35709,   -1.54360,    0.78896
   0.35709,   -1.56400,    0.76033
   0.35709,   -1.58429,    0.73237
   0.24980,   -1.60449,    0.70293
   0.24980,   -1.62456,    0.67420
   0.24980,   -1.64361,    0.64704
   0.24980,   -1.66222,    0.62086
   0.15853,   -1.67997,    0.59422
   0.15853,   -1.69694,    0.56887
   0.15853,   -1.71307,    0.54486
   0.15853,   -1.72904,    0.52148
   0.00897,   -1.74496,    0.49563
   0.00897,   -1.76041,    0.47076
   0.00897,   -1.77478,    0.44744
   0.00897,   -1.78853,    0.42520
  -0.17972,   -1.80216,    0.39974
  -0.17972,   -1.81590,    0.37469
  -0.17972,   -1.82907,    0.35068
  -0.17972,   -1.84196,    0.32745
  -0.34512,   -1.85446,    0.30174
  -0.34512,   -1.86679,    0.27672
  -0.34512,   -1.87892,    0.25241
  -0.34512,   -1.89072,    0.22889
  -0.49138,   -1.90241,    0.20303
  -0.49138,   -1.91416,    0.17762
  -0.49138,   -1.92640,    0.15225
  -0.49138,   -1.93906,    0.12697
  -0.50752,   -1.95099,    0.10259
  -0.52087,   -1.96277,    0.07857
  -0.52087,   -1.97437,    0.05522
  -0.52087,   -1.98572,    0.03257
  -0.61851,   -1.99689,    0.00861
  -0.63304,   -2.00814,   -0.01526
  -0.63304,   -2.01923,   -0.03848
  -0.63304,   -2.03013,   -0.06105
  -0.63304,   -2.04089,   -0.08303
  -0.63782,   -2.05148,   -0.10451
  -0.63782,   -2.06193,   -0.12542
  -0.63782,   -2.07181,   -0.14535
  -0.63782,   -2.08048,   -0.16369
  -0.68973,   -2.08870,   -0.18227
  -0.68973,   -2.09652,   -0.20009
  -0.68973,   -2.10401,   -0.21722
  -0.68973,   -2.11095,   -0.23347
  -0.70915,   -2.11712,   -0.24903
  -0.70915,   -2.12314,   -0.26413
  -0.70915,   -2.12869,   -0.27847
  -0.70915,   -2.13346,   -0.29176
  -0.67672,   -2.13790,   -0.30381
  -0.67672,   -2.14206,   -0.31535
  -0.67672,   -2.14614,   -0.32657
  -0.67672,   -2.14967,   -0.33703
  -0.62892,   -2.15265,   -0.34579
  -0.62892,   -2.15522,   -0.35397
  -0.62892,   -2.15794,   -0.36213
  -0.62892,   -2.16029,   -0.36978
  -0.51551,   -2.16253,   -0.37489
  -0.51551,   -2.16455,   -0.37968
  -0.51551,   -2.16639,   -0.38419
  -0.51551,   -2.16789,   -0.38830
  -0.42566,   -2.16951,   -0.39063
  -0.42566,   -2.17105,   -0.39284
  -0.42566,   -2.17252,   -0.39493
  -0.42566,   -2.17366,   -0.39666
  -0.31593,   -2.17402,   -0.39541
  -0.31593,   -2.17413,   -0.39392
  -0.31593,   -2.17439,   -0.39262
  -0.31593,   -2.17516,   -0.39183
  -0.24979,   -2.17582,   -0.38964
  -0.24764,   -2.17637,   -0.38734
  -0.24764,   -2.17640,   -0.38458
  -0.24764,   -2.17615,   -0.38159
  -0.26415,   -2.17552,   -0.37863
  -0.26374,   -2.17519,   -0.37601
  -0.26374,   -2.17505,   -0.37362
  -0.26374,   -2.17486,   -0.37124
  -0.26374,   -2.17483,   -0.36906
  -0.37115,   -2.17475,   -0.36903
  -0.37115,   -2.17508,   -0.36939
  -0.37115,   -2.17626,   -0.37058
  -0.37115,   -2.17732,   -0.37163
  -0.51011,   -2.17849,   -0.37555
  -0.51011,   -2.17959,   -0.37932
  -0.51011,   -2.18076,   -0.38308
  -0.51011,   -2.18219,   -0.38702
  -0.67365,   -2.18373,   -0.39426
  -0.67365,   -2.18556,   -0.40164
  -0.67365,   -2.18728,   -0.40877
  -0.67365,   -2.18871,   -0.41547
  -0.79494,   -2.18918,   -0.42352
  -0.79494,   -2.18977,   -0.43153
  -0.79494,   -2.19050,   -0.43951
  -0.79494,   -2.19178,   -0.44788
  -0.84490,   -2.19303,   -0.45704
  -0.84490,   -2.19369,   -0.46544
  -0.84490,   -2.19391,   -0.47325
  -0.84490,   -2.19376,   -0.48054
  -0.85531,   -2.19362,   -0.48789
  -0.85531,   -2.19362,   -0.49524
  -0.85531,   -2.19325,   -0.50208
  -0.85531,   -2.19277,   -0.50868
  -0.82575,   -2.19226,   -0.51452
  -0.82575,   -2.19222,   -0.52070
  -0.82575,   -2.19204,   -0.52663
  -0.82575,   -2.19127,   -0.53185
  -0.77088,   -2.19025,   -0.53563
  -0.78013,   -2.18893,   -0.53923
  -0.78013,   -2.18776,   -0.54290
  -0.78013,   -2.18699,   -0.54689
  -0.70295,   -2.18596,   -0.54900
  -0.71426,   -2.18464,   -0.55102
  -0.71426,   -2.18347,   -0.55313
  -0.71426,   -2.18226,   -0.55517
  -0.71426,   -2.18061,   -0.55673
  -0.68052,   -2.17831,   -0.55696
  -0.68052,   -2.17595,   -0.55712
  -0.68052,   -2.17332,   -0.55700
  -0.68052,   -2.17054,   -0.55675
  -0.60779,   -2.16753,   -0.55482
  -0.60779,   -2.16405,   -0.55247
  -0.60779,   -2.16032,   -0.54992
  -0.60779,   -2.15666,   -0.54750
  -0.57491,   -2.15326,   -0.54470
  -0.57491,   -2.14974,   -0.54187
  -0.57491,   -2.14561,   -0.53848
  -0.57491,   -2.14157,   -0.53525
  -0.56070,   -2.13754,   -0.53181
  -0.56070,   -2.13314,   -0.52807
  -0.56070,   -2.12831,   -0.52399
  -0.56070,   -2.12321,   -0.51973
  -0.54109,   -2.11808,   -0.51513
  -0.54109,   -2.11227,   -0.50995
  -0.54109,   -2.10581,   -0.50425
  -0.54109,   -2.09896,   -0.49827
  -0.52851,   -2.09256,   -0.49260
  -0.52851,   -2.08663,   -0.48751
  -0.52851,   -2.08080,   -0.48261
  -0.52851,   -2.07513,   -0.47797
  -0.52460,   -2.06931,   -0.47320
  -0.52460,   -2.06388,   -0.46891
  -0.52460,   -2.05861,   -0.46486
  -0.52460,   -2.05323,   -0.46078
  -0.53018,   -2.04820,   -0.45724
  -0.51960,   -2.04326,   -0.45365
  -0.51960,   -2.03857,   -0.45038
  -0.51960,   -2.03432,   -0.44759
  -0.51960,   -2.03047,   -0.44526
  -0.57646,   -2.02644,   -0.44393
  -0.57646,   -2.02234,   -0.44257
  -0.57646,   -2.01852,   -0.44150
  -0.57646,   -2.01501,   -0.44076
  -0.59881,   -2.01168,   -0.44066
  -0.59881,   -2.00831,   -0.44051
  -0.59881,   -2.00457,   -0.44002
  -0.59881,   -2.00066,   -0.43936
  -0.60414,   -1.99677,   -0.43885
  -0.60414,   -1.99282,   -0.43828
  -0.60414,   -1.98854,   -0.43740
  -0.60414,   -1.98425,   -0.43654
  -0.54109,   -1.97967,   -0.43413
  -0.54109,   -1.97475,   -0.43146
  -0.54109,   -1.96974,   -0.42874
  -0.54109,   -1.96479,   -0.42613
  -0.39578,   -1.95996,   -0.42079
  -0.39578,   -1.95575,   -0.41616
  -0.39578,   -1.95165,   -0.41174
  -0.39578,   -1.94751,   -0.40736
  -0.24225,   -1.94316,   -0.39980
  -0.24225,   -1.93864,   -0.39222
  -0.24225,   -1.93415,   -0.38482
  -0.24225,   -1.92969,   -0.37759
  -0.08210,   -1.92559,   -0.36767
  -0.08210,   -1.92203,   -0.35847
  -0.08210,   -1.91888,   -0.34986
  -0.08210,   -1.91493,   -0.34063
   0.03398,   -1.91082,   -0.32911
   0.03430,   -1.90690,   -0.31800
   0.03430,   -1.90306,   -0.30719
   0.03430,   -1.89944,   -0.29681
   0.03430,   -1.89502,   -0.28586
   0.03506,   -1.89021,   -0.27473
   0.03506,   -1.88578,   -0.26419
   0.03506,   -1.88138,   -0.25389
   0.03506,   -1.87713,   -0.24395
  -0.03708,   -1.87333,   -0.23608
  -0.03708,   -1.86962,   -0.22847
  -0.03708,   -1.86593,   -0.22102
  -0.03708,   -1.86197,   -0.21346
  -0.17478,   -1.85816,   -0.20896
  -0.17478,   -1.85435,   -0.20455
  -0.17478,   -1.85032,   -0.20000
  -0.17478,   -1.84618,   -0.19544
  -0.23146,   -1.84207,   -0.19212
  -0.23146,   -1.83789,   -0.18882
  -0.23146,   -1.83390,   -0.18576
  -0.23146,   -1.83005,   -0.18290
  -0.16151,   -1.82610,   -0.17860
  -0.16151,   -1.82251,   -0.17475
  -0.16151,   -1.81911,   -0.17115
  -0.16151,   -1.81621,   -0.16812
   0.01866,   -1.81321,   -0.16144
   0.01866,   -1.80995,   -0.15464
   0.01866,   -1.80665,   -0.14794
   0.01866,   -1.80349,   -0.14151
   0.26058,   -1.80100,   -0.13103
   0.26058,   -1.79876,   -0.12100
   0.26058,   -1.79671,   -0.11136
   0.26058,   -1.79429,   -0.10155
   0.47042,   -1.79209,   -0.08796
   0.47042,   -1.78975,   -0.07449
   0.47042,   -1.78685,   -0.06076
   0.47042,   -1.78400,   -0.04734
   0.57081,   -1.78095,   -0.03199
   0.56917,   -1.77781,   -0.01688
   0.56917,   -1.77469,   -0.00211
   0.56917,   -1.77198,    0.01198
   0.58035,   -1.76920,    0.02607
   0.57941,   -1.76620,    0.04008
   0.57941,   -1.76290,    0.05409
   0.57941,   -1.75965,    0.06778
   0.57941,   -1.75628,    0.08132
   0.48906,   -1.75265,    0.09303
   0.48906,   -1.74864,    0.10488
   0.48906,   -1.74453,    0.11660
   0.48906,   -1.74039,    0.12810
   0.29897,   -1.73654,    0.13529
   0.29897,   -1.73288,    0.14215
   0.29897,   -1.72896,    0.14913
   0.29897,   -1.72479,    0.15621
   0.16226,   -1.72061,    0.16043
   0.16226,   -1.71698,    0.16402
   0.16226,   -1.71314,    0.16776
   0.16226,   -1.70914,    0.17156
   0.05068,   -1.70552,    0.17269
   0.05068,   -1.70219,    0.17351
   0.05068,   -1.69845,    0.17472
   0.05068,   -1.69457,    0.17605
   0.06361,   -1.69058,    0.17771
   0.06361,   -1.68676,    0.17916
   0.06361,   -1.68307,    0.18048
   0.06361,   -1.67922,    0.18191
   0.13304,   -1.67512,    0.18495
   0.13304,   -1.67075,    0.18819
   0.13304,   -1.66662,    0.19114
   0.13304,   -1.66270,    0.19381
   0.22343,   -1.65900,    0.19803
   0.22343,   -1.65545,    0.20202
   0.22343,   -1.65175,    0.20608
   0.22343,   -1.64787,    0.21023
   0.29935,   -1.64357,    0.21622
   0.30615,   -1.63947,    0.22204
   0.30615,   -1.63563,    0.22749
   0.30615,   -1.63211,    0.23251
   0.30615,   -1.62845,    0.23757
   0.39042,   -1.62475,    0.24425
   0.39042,   -1.62057,    0.25127
   0.39042,   -1.61617,    0.25836
   0.39042,   -1.61164,    0.26545
   0.52505,   -1.60692,    0.27527
   0.52505,   -1.60222,    0.28486
   0.52505,   -1.59721,    0.29458
   0.52505,   -1.59183,    0.30447
   0.66780,   -1.58621,    0.31723
   0.66780,   -1.58039,    0.32995
   0.66780,   -1.57460,    0.34238
   0.66780,   -1.56822,    0.35514
   0.79998,   -1.56156,    0.37057
   0.79998,   -1.55475,    0.38583
   0.79998,   -1.54805,    0.40068
   0.79998,   -1.54113,    0.41545
   0.88475,   -1.53317,    0.43263
   0.88475,   -1.52501,    0.44967
   0.88475,   -1.51658,    0.46663
   0.88475,   -1.50820,    0.48321
   0.95959,   -1.49926,    0.50150
   0.95959,   -1.48947,    0.52025
   0.95959,   -1.47970,    0.53861
   0.95959,   -1.46952,    0.55701
