roll_accel,roll_intl,roll_cal
  -1.57818,   -2.09158,   -2.08633
  -1.60598,   -2.11053,   -2.09530
  -1.60598,   -2.12946,   -2.10406
  -1.60598,   -2.14849,   -2.11275
  -1.60598,   -2.16730,   -2.12105
  -1.69735,   -2.18598,   -2.13088
  -1.69735,   -2.20489,   -2.14075
  -1.69735,   -2.22356,   -2.15017
  -1.69735,   -2.24184,   -2.15903
  -1.81627,   -2.25977,   -2.16975
  -1.81627,   -2.27756,   -2.18012
  -1.81627,   -2.29533,   -2.19025
  -1.81627,   -2.31312,   -2.20020
  -1.98763,   -2.33132,   -2.21379
  -1.98763,   -2.34912,   -2.22671
  -1.98763,   -2.36668,   -2.23913
  -1.98763,   -2.38411,   -2.25119
  -2.16277,   -2.40099,   -2.26597
  -2.16277,   -2.41724,   -2.27983
  -2.16277,   -2.43256,   -2.29249
  -2.16277,   -2.44709,   -2.30414
  -2.32754,   -2.46099,   -2.31823
  -2.32754,   -2.47486,   -2.33201
  -2.32754,   -2.48889,   -2.34567
  -2.32754,   -2.50279,   -2.35893
  -2.56469,   -2.51679,   -2.37676
  -2.58593,   -2.53071,   -2.39459
  -2.58593,   -2.54428,   -2.41172
  -2.58593,   -2.55709,   -2.42775
  -2.73008,   -2.56958,   -2.44604
  -2.74177,   -2.58201,   -2.46414
  -2.74177,   -2.59482,   -2.48224
  -2.74177,   -2.60721,   -2.49957
  -2.74177,   -2.61909,   -2.51606
  -2.91087,   -2.63065,   -2.53528
  -2.91087,   -2.64220,   -2.55412
  -2.91087,   -2.65352,   -2.57234
  -2.91087,   -2.66434,   -2.58972
  -3.11559,   -2.67484,   -2.61052
  -3.11559,   -2.68486,   -2.63044
  -3.11559,   -2.69441,   -2.64951
  -3.11559,   -2.70266,   -2.66692
  -3.39924,   -2.71037,   -2.68912
  -3.39924,   -2.71791,   -2.71071
  -3.39924,   -2.72481,   -2.73124
  -3.39924,   -2.73133,   -2.75099
  -3.86563,   -2.73758,   -2.77941
  -3.86563,   -2.74430,   -2.80772
  -3.86563,   -2.75101,   -2.83546
  -3.86563,   -2.75792,   -2.86283
  -4.46045,   -2.76481,   -2.90153
  -4.46045,   -2.77259,   -2.94033
  -4.46045,   -2.78099,   -2.97897
  -4.46045,   -2.78941,   -3.01685
  -5.04816,   -2.79777,   -3.06567
  -5.04816,   -2.80632,   -3.11370
  -5.04816,   -2.81602,   -3.16190
  -5.04816,   -2.82578,   -3.20918
  -5.49059,   -2.83557,   -3.26441
  -5.49059,   -2.84553,   -3.31869
  -5.49059,   -2.85584,   -3.37224
  -5.49059,   -2.86662,   -3.42516
  -5.72535,   -2.87759,   -3.48192
  -5.72535,   -2.88881,   -3.53779
  -5.72535,   -2.89920,   -3.59172
  -5.72535,   -2.90917,   -3.64417
  -5.89258,   -2.91954,   -3.69929
  -5.85414,   -2.93015,   -3.75279
  -5.85414,   -2.94039,   -3.80485
  -5.85414,   -2.95016,   -3.85541
  -5.91850,   -2.95914,   -3.90547
  -5.88870,   -2.96765,   -3.95347
  -5.88870,   -2.97609,   -4.00045
  -5.88870,   -2.98456,   -4.04652
  -5.88870,   -2.99264,   -4.09128
  -5.89955,   -3.00060,   -4.13524
  -5.89955,   -3.00874,   -4.17852
  -5.89955,   -3.01688,   -4.22091
  -5.89955,   -3.02454,   -4.26199
  -5.92681,   -3.03174,   -4.30235
  -5.92681,   -3.03838,   -4.34134
  -5.92681,   -3.04448,   -4.37902
  -5.92681,   -3.05035,   -4.41573
  -5.90252,   -3.05612,   -4.45112
  -5.90252,   -3.06165,   -4.48558
  -5.90252,   -3.06689,   -4.51905
  -5.90252,   -3.07123,   -4.55097
  -5.83579,   -3.07527,   -4.58062
  -5.83579,   -3.07886,   -4.60925
  -5.83579,   -3.08224,   -4.63709
  -5.83579,   -3.08543,   -4.66419
  -5.69516,   -3.08763,   -4.68697
  -5.69516,   -3.08925,   -4.70871
  -5.69516,   -3.09061,   -4.72977
  -5.69516,   -3.09127,   -4.74973
  -5.48355,   -3.09119,   -4.76433
  -5.48355,   -3.09005,   -4.77760
  -5.48355,   -3.08906,   -4.79075
  -5.48355,   -3.08837,   -4.80393
  -5.31352,   -3.08749,   -4.81325
  -5.31352,   -3.08572,   -4.82153
  -5.31352,   -3.08301,   -4.82871
  -5.31352,   -3.08037,   -4.83582
  -5.17867,   -3.07776,   -4.84012
  -5.17867,   -3.07464,   -4.84384
  -5.17867,   -3.07101,   -4.84697
  -5.17867,   -3.06653,   -4.84922
  -5.15615,   -3.06188,   -4.85080
  -5.18177,   -3.05689,   -4.85252
  -5.18177,   -3.05159,   -4.85392
  -5.18177,   -3.04613,   -4.85513
  -5.18177,   -3.03986,   -4.85551
  -5.28734,   -3.03281,   -4.85724
  -5.28734,   -3.02577,   -4.85894
  -5.28734,   -3.01902,   -4.86090
  -5.28734,   -3.01275,   -4.86328
  -5.45758,   -3.00536,   -4.86793
  -5.45758,   -2.99733,   -4.87184
  -5.45758,   -2.98915,   -4.87555
  -5.45758,   -2.98073,   -4.87894
  -5.61213,   -2.97238,   -4.88541
  -5.61213,   -2.96380,   -4.89154
  -5.61213,   -2.95498,   -4.89731
  -5.61213,   -2.94632,   -4.90312
  -5.70296,   -2.93778,   -4.91075
  -5.70296,   -2.92946,   -4.91844
  -5.70296,   -2.92072,   -4.92556
  -5.70296,   -2.91185,   -4.93242
  -5.73551,   -2.90257,   -4.93939
  -5.73551,   -2.89306,   -4.94599
  -5.73551,   -2.88360,   -4.95251
  -5.73551,   -2.87417,   -4.95893
  -5.73249,   -2.86462,   -4.96505
  -5.73249,   -2.85465,   -4.97062
  -5.73249,   -2.84435,   -4.97577
  -5.73249,   -2.83470,   -4.98144
  -5.69862,   -2.82540,   -4.98667
  -5.69862,   -2.81616,   -4.99186
  -5.69862,   -2.80652,   -4.99654
  -5.69862,   -2.79690,   -5.00116
  -5.61340,   -2.78729,   -5.00399
  -5.61340,   -2.77761,   -5.00668
  -5.61340,   -2.76787,   -5.00927
  -5.61340,   -2.75819,   -5.01187
  -5.52975,   -2.74851,   -5.01274
  -5.48047,   -2.73851,   -5.01229
  -5.48047,   -2.72840,   -5.01175
  -5.48047,   -2.71869,   -5.01161
  -5.30322,   -2.70919,   -5.00813
  -5.26769,   -2.69958,   -5.00391
  -5.26769,   -2.68984,   -4.99963
  -5.26769,   -2.68008,   -4.99543
  -5.26769,   -2.67028,   -4.99127
  -4.98855,   -2.66038,   -4.98152
  -4.98855,   -2.65030,   -4.97178
  -4.98855,   -2.63984,   -4.96186
  -4.98855,   -2.62936,   -4.95213
  -4.62511,   -2.61928,   -4.93571
  -4.62511,   -2.60970,   -4.92011
  -4.62511,   -2.60035,   -4.90504
  -4.62511,   -2.59004,   -4.88935
  -4.21182,   -2.57974,   -4.86570
  -4.21182,   -2.56959,   -4.84268
  -4.21182,   -2.55994,   -4.82060
  -4.21182,   -2.55054,   -4.79922
  -3.81429,   -2.54159,   -4.77074
  -3.81429,   -2.53234,   -4.74255
  -3.81429,   -2.52283,   -4.71467
  -3.81429,   -2.51326,   -4.68728
  -3.51744,   -2.50351,   -4.65433
  -3.51744,   -2.49427,   -4.62253
  -3.51744,   -2.48535,   -4.59169
  -3.51744,   -2.47682,   -4.56184
  -3.30472,   -2.46816,   -4.52822
  -3.30472,   -2.45918,   -4.49494
  -3.30472,   -2.44931,   -4.46147
  -3.30472,   -2.43940,   -4.42863
  -3.21735,   -2.43001,   -4.39520
  -3.21735,   -2.42081,   -4.36262
  -3.21735,   -2.41164,   -4.33073
  -3.21735,   -2.40163,   -4.29865
  -3.17113,   -2.39150,   -4.26618
  -3.17113,   -2.38133,   -4.23431
  -3.17113,   -2.37128,   -4.20320
  -3.17113,   -2.36138,   -4.17285
  -3.18209,   -2.35185,   -4.14370
  -3.16226,   -2.34230,   -4.11471
  -3.16226,   -2.33276,   -4.08632
  -3.16226,   -2.32293,   -4.05820
  -3.16226,   -2.31297,   -4.03052
  -3.18143,   -2.30348,   -4.00423
  -3.18143,   -2.29420,   -3.97868
  -3.18143,   -2.28460,   -3.95333
  -3.18143,   -2.27478,   -3.92827
  -3.19919,   -2.26468,   -3.90380
  -3.19919,   -2.25459,   -3.87981
  -3.19919,   -2.24393,   -3.85575
  -3.19919,   -2.23329,   -3.83219
  -3.22296,   -2.22258,   -3.80951
  -3.22296,   -2.21196,   -3.78737
  -3.22296,   -2.20110,   -3.76545
  -3.22296,   -2.18971,   -3.74343
  -3.23830,   -2.17836,   -3.72221
  -3.23830,   -2.16739,   -3.70178
  -3.23830,   -2.15648,   -3.68182
  -3.23830,   -2.14408,   -3.66080
  -3.23373,   -2.13139,   -3.63981
  -3.23373,   -2.11860,   -3.61916
  -3.23373,   -2.10570,   -3.59882
  -3.23373,   -2.09272,   -3.57879
  -3.18831,   -2.07915,   -3.55768
  -3.18831,   -2.06533,   -3.53675
  -3.18831,   -2.05137,   -3.51610
  -3.18831,   -2.03729,   -3.49575
  -3.08490,   -2.02274,   -3.47327
  -3.08490,   -2.00744,   -3.45051
  -3.08490,   -1.99218,   -3.42825
  -3.08490,   -1.97710,   -3.40660
  -2.88456,   -1.96222,   -3.38157
  -2.88456,   -1.94760,   -3.35731
  -2.88456,   -1.93258,   -3.33313
  -2.88456,   -1.91727,   -3.30916
  -2.57717,   -1.90192,   -3.27948
  -2.60347,   -1.88693,   -3.25126
  -2.60347,   -1.87177,   -3.22345
  -2.60347,   -1.85671,   -3.19630
  -2.60347,   -1.84173,   -3.16976
  -2.19000,   -1.82674,   -3.13547
  -2.19000,   -1.81149,   -3.10162
  -2.19000,   -1.79611,   -3.06831
  -2.19000,   -1.78031,   -3.03526
  -1.72670,   -1.76396,   -2.99306
  -1.72670,   -1.74714,   -2.95126
  -1.72670,   -1.73010,   -2.91006
  -1.72670,   -1.71284,   -2.86949
  -1.35021,   -1.69499,   -2.82161
  -1.35021,   -1.67684,   -2.77439
  -1.35021,   -1.65860,   -2.72803
  -1.35021,   -1.64054,   -2.68278
  -1.14313,   -1.62258,   -2.63438
  -1.14313,   -1.60345,   -2.58581
  -1.14313,   -1.58410,   -2.53799
  -1.14313,   -1.56485,   -2.49124
  -1.14764,   -1.54591,   -2.44580
  -1.14764,   -1.52727,   -2.40157
  -1.14764,   -1.50974,   -2.35931
  -1.14764,   -1.49212,   -2.31781
  -1.25263,   -1.47433,   -2.27907
  -1.25263,   -1.45666,   -2.24123
  -1.25263,   -1.43919,   -2.20434
  -1.25263,   -1.42204,   -2.16850
  -1.40332,   -1.40457,   -2.13607
  -1.40332,   -1.38694,   -2.10414
  -1.40332,   -1.36975,   -2.07327
  -1.40332,   -1.35292,   -2.04338
  -1.57805,   -1.33636,   -2.01785
  -1.57805,   -1.31955,   -1.99257
  -1.57805,   -1.30249,   -1.96756
  -1.57805,   -1.28490,   -1.94254
  -1.80967,   -1.26698,   -1.92232
  -1.77835,   -1.24923,   -1.90204
  -1.77835,   -1.23175,   -1.88244
  -1.77835,   -1.21467,   -1.86362
  -1.99653,   -1.19756,   -1.84951
  -1.96183,   -1.18081,   -1.83534
  -1.96183,   -1.16443,   -1.82182
  -1.96183,   -1.14831,   -1.80882
  -1.96183,   -1.13229,   -1.79618
  -2.14350,   -1.11660,   -1.78775
  -2.14350,   -1.10112,   -1.77970
  -2.14350,   -1.08613,   -1.77229
  -2.14350,   -1.07122,   -1.76510
  -2.31878,   -1.05630,   -1.76155
  -2.31878,   -1.04184,   -1.75852
  -2.31878,   -1.02799,   -1.75616
  -2.31878,   -1.01533,   -1.75500
  -2.43847,   -1.00273,   -1.75632
  -2.43847,   -0.99067,   -1.75815
  -2.43847,   -0.97873,   -1.76005
  -2.43847,   -0.96652,   -1.76165
  -2.54785,   -0.95523,   -1.76631
  -2.54785,   -0.94434,   -1.77127
  -2.54785,   -0.93380,   -1.77647
  -2.54785,   -0.92347,   -1.78177
  -2.51604,   -0.91309,   -1.78629
  -2.51604,   -0.90275,   -1.79076
  -2.51604,   -0.89231,   -1.79502
  -2.51604,   -0.88226,   -1.79960
  -2.41544,   -0.87250,   -1.80235
  -2.41544,   -0.86315,   -1.80545
  -2.41544,   -0.85457,   -1.80924
  -2.41544,   -0.84617,   -1.81313
  -2.31577,   -0.83801,   -1.81519
  -2.31577,   -0.83031,   -1.81766
  -2.31577,   -0.82280,   -1.82026
  -2.31577,   -0.81417,   -1.82171
  -2.19151,   -0.80536,   -1.82048
  -2.20243,   -0.79678,   -1.81971
  -2.20243,   -0.78853,   -1.81927
  -2.20243,   -0.78051,   -1.81908
  -2.09332,   -0.77247,   -1.81668
  -2.10544,   -0.76418,   -1.81433
  -2.10544,   -0.75558,   -1.81172
  -2.10544,   -0.74648,   -1.80868
  -2.10544,   -0.73708,   -1.80541
  -1.84922,   -0.72720,   -1.79660
  -1.84922,   -0.71702,   -1.78768
  -1.84922,   -0.70635,   -1.77845
  -1.84922,   -0.69534,   -1.76908
  -1.55411,   -0.68477,   -1.75442
  -1.55411,   -0.67461,   -1.74045
  -1.55411,   -0.66478,   -1.72710
  -1.55411,   -0.65474,   -1.71379
  -1.25228,   -0.64457,   -1.69460
  -1.25228,   -0.63371,   -1.67512
  -1.25228,   -0.62294,   -1.65610
  -1.25228,   -0.61221,   -1.63751
  -1.00272,   -0.60180,   -1.61461
  -1.00272,   -0.59153,   -1.59231
  -1.00272,   -0.58098,   -1.57018
  -1.00272,   -0.57072,   -1.54877
  -0.81920,   -0.56055,   -1.52422
  -0.81920,   -0.55020,   -1.49997
  -0.81920,   -0.53900,   -1.47538
  -0.81920,   -0.52660,   -1.45010
  -0.69056,   -0.51434,   -1.42290
  -0.69056,   -0.50247,   -1.39662
  -0.69056,   -0.49100,   -1.37126
  -0.69056,   -0.47937,   -1.34624
  -0.66969,   -0.46726,   -1.32085
  -0.66969,   -0.45545,   -1.29625
  -0.66969,   -0.44385,   -1.27235
  -0.66969,   -0.43212,   -1.24880
  -0.66278,   -0.42041,   -1.22561
  -0.66278,   -0.40911,   -1.20327
  -0.66278,   -0.39764,   -1.18123
  -0.66278,   -0.38622,   -1.15967
  -0.78397,   -0.37469,   -1.14086
  -0.77933,   -0.36262,   -1.12179
  -0.77933,   -0.34871,   -1.10131
  -0.77933,   -0.33509,   -1.08153
  -0.77933,   -0.32172,   -1.06238
  -0.75990,   -0.30832,   -1.04320
  -0.75990,   -0.29501,   -1.02448
  -0.75990,   -0.28155,   -1.00600
  -0.75990,   -0.26765,   -0.98746
  -0.96663,   -0.25334,   -0.97302
  -0.96663,   -0.23954,   -0.95936
  -0.96663,   -0.22621,   -0.94645
  -0.96663,   -0.21320,   -0.93411
  -1.01881,   -0.20004,   -0.92290
  -1.01881,   -0.18679,   -0.91184
  -1.01881,   -0.17348,   -0.90093
  -1.01881,   -0.16027,   -0.89034
  -1.21931,   -0.14823,   -0.88512
  -1.21931,   -0.13675,   -0.88055
  -1.21931,   -0.12554,   -0.87635
  -1.21931,   -0.11460,   -0.87249
  -1.38544,   -0.10371,   -0.87207
  -1.38544,   -0.09295,   -0.87179
  -1.38544,   -0.08292,   -0.87223
  -1.38544,   -0.07319,   -0.87297
  -1.32822,   -0.06415,   -0.87321
  -1.32822,   -0.05585,   -0.87418
  -1.32822,   -0.04943,   -0.87697
  -1.32822,   -0.04322,   -0.87991
  -1.33251,   -0.03731,   -0.88317
  -1.33251,   -0.03180,   -0.88676
  -1.33251,   -0.02651,   -0.89049
  -1.33251,   -0.02129,   -0.89421
  -1.30201,   -0.01660,   -0.89777
  -1.30201,   -0.01253,   -0.90186
  -1.30201,   -0.00892,   -0.90633
  -1.30201,   -0.00521,   -0.91060
  -1.22701,   -0.00179,   -0.91358
  -1.22701,    0.00115,   -0.91697
  -1.22701,    0.00387,   -0.92051
  -1.22701,    0.00662,   -0.92394
  -1.21629,    0.00923,   -0.92723
  -1.24432,    0.01165,   -0.93120
  -1.24432,    0.01452,   -0.93465
  -1.24432,    0.01768,   -0.93775
  -1.24432,    0.02095,   -0.94067
  -1.10356,    0.02370,   -0.94123
  -1.10356,    0.02561,   -0.94261
  -1.10356,    0.02753,   -0.94395
  -1.10356,    0.02940,   -0.94531
  -0.99938,    0.03219,   -0.94365
  -0.99938,    0.03575,   -0.94128
  -0.99938,    0.03976,   -0.93851
  -0.99938,    0.04405,   -0.93552
  -0.88128,    0.04908,   -0.92951
  -0.88128,    0.05467,   -0.92307
  -0.88128,    0.06103,   -0.91601
  -0.88128,    0.06761,   -0.90886
  -0.76824,    0.07443,   -0.89936
  -0.76824,    0.08117,   -0.89013
  -0.76824,    0.08731,   -0.88168
  -0.76824,    0.09313,   -0.87371
  -0.75660,    0.09882,   -0.86579
  -0.75660,    0.10426,   -0.85828
  -0.75660,    0.10973,   -0.85088
  -0.75660,    0.11528,   -0.84355
  -0.75808,    0.12101,   -0.83623
  -0.75808,    0.12670,   -0.82909
  -0.75808,    0.13262,   -0.82187
  -0.75808,    0.13890,   -0.81444
  -0.72690,    0.14522,   -0.80650
  -0.72690,    0.15162,   -0.79864
  -0.72690,    0.15859,   -0.79037
  -0.72690,    0.16585,   -0.78198
  -0.64995,    0.17326,   -0.77208
  -0.64995,    0.18116,   -0.76189
  -0.64995,    0.19018,   -0.75082
  -0.64995,    0.19939,   -0.73977
  -0.47788,    0.20903,   -0.72509
  -0.47788,    0.21908,   -0.71029
  -0.47788,    0.22951,   -0.69543
  -0.47788,    0.24072,   -0.68009
  -0.28434,    0.25220,   -0.66092
  -0.29497,    0.26395,   -0.64209
  -0.29497,    0.27555,   -0.62378
  -0.29497,    0.28712,   -0.60586
  -0.27203,    0.29856,   -0.58798
  -0.27761,    0.31030,   -0.57026
  -0.27761,    0.32221,   -0.55274
  -0.27761,    0.33402,   -0.53566
  -0.27761,    0.34534,   -0.51941
  -0.38812,    0.35614,   -0.50620
  -0.38812,    0.36674,   -0.49345
  -0.38812,    0.37687,   -0.48142
  -0.38812,    0.38670,   -0.46991
  -0.71530,    0.39607,   -0.46564
  -0.71530,    0.40520,   -0.46169
  -0.71530,    0.41427,   -0.45787
  -0.71530,    0.42298,   -0.45448
  -0.96916,    0.43104,   -0.45688
  -0.96916,    0.43841,   -0.45990
  -0.96916,    0.44464,   -0.46398
  -0.96916,    0.45073,   -0.46811
  -1.11740,    0.45642,   -0.47552
  -1.11740,    0.46144,   -0.48344
  -1.11740,    0.46560,   -0.49205
  -1.11740,    0.46912,   -0.50111
  -1.02072,    0.47223,   -0.50845
  -1.02072,    0.47502,   -0.51596
  -1.02072,    0.47763,   -0.52350
  -1.02072,    0.47991,   -0.53121
  -0.76523,    0.48134,   -0.53449
  -0.76523,    0.48281,   -0.53766
  -0.76523,    0.48413,   -0.54092
  -0.76523,    0.48479,   -0.54476
  -0.41901,    0.48512,   -0.54192
  -0.41901,    0.48570,   -0.53889
  -0.41901,    0.48625,   -0.53595
  -0.41901,    0.48688,   -0.53300
  -0.09398,    0.48732,   -0.52378
  -0.09398,    0.48710,   -0.51540
  -0.09398,    0.48699,   -0.50708
  -0.09398,    0.48714,   -0.49868
   0.16176,    0.48725,   -0.48536
   0.16067,    0.48725,   -0.47244
   0.16067,    0.48725,   -0.45978
   0.16067,    0.48769,   -0.44694
   0.16067,    0.48842,   -0.43407
   0.32074,    0.48912,   -0.41829
   0.32074,    0.49011,   -0.40253
   0.32074,    0.49110,   -0.38710
   0.32074,    0.49144,   -0.37262
   0.38570,    0.49155,   -0.35734
   0.38570,    0.49155,   -0.34248
   0.38570,    0.49177,   -0.32770
   0.38570,    0.49213,   -0.31307
   0.40668,    0.49254,   -0.29828
   0.40668,    0.49298,   -0.28375
   0.40668,    0.49320,   -0.26973
   0.40668,    0.49338,   -0.25602
   0.38258,    0.49345,   -0.24318
   0.38258,    0.49379,   -0.23034
   0.38258,    0.49415,   -0.21772
   0.38258,    0.49492,   -0.20496
   0.37440,    0.49540,   -0.19290
   0.37440,    0.49551,   -0.18145
   0.37440,    0.49602,   -0.16983
   0.37440,    0.49683,   -0.15815
   0.41393,    0.49801,   -0.14556
   0.41393,    0.49925,   -0.13315
   0.41393,    0.50083,   -0.12066
   0.41393,    0.50241,   -0.10842
   0.42906,    0.50399,   -0.09612
   0.42906,    0.50553,   -0.08411
   0.42906,    0.50707,   -0.07233
   0.42906,    0.50855,   -0.06086
   0.47672,    0.51020,   -0.04849
   0.47672,    0.51243,   -0.03580
   0.47672,    0.51475,   -0.02328
   0.47672,    0.51710,   -0.01097
   0.47672,    0.51890,    0.00055
   0.47380,    0.52059,    0.01167
   0.47380,    0.52246,    0.02274
   0.47380,    0.52463,    0.03389
   0.41174,    0.52684,    0.04361
   0.40947,    0.52963,    0.05366
   0.40947,    0.53286,    0.06394
   0.40947,    0.53561,    0.07355
   0.40947,    0.53815,    0.08276
   0.32960,    0.54039,    0.08989
   0.32960,    0.54277,    0.09702
   0.32960,    0.54483,    0.10369
   0.32960,    0.54677,    0.11011
   0.16683,    0.54850,    0.11293
   0.16683,    0.55015,    0.11563
   0.16683,    0.55129,    0.11777
   0.16683,    0.55224,    0.11968
   0.02902,    0.55308,    0.11870
   0.02902,    0.55385,    0.11766
   0.02902,    0.55448,    0.11650
   0.02902,    0.55448,    0.11475
  -0.10766,    0.55426,    0.11009
  -0.10766,    0.55385,    0.10533
  -0.10766,    0.55330,    0.10054
  -0.10766,    0.55250,    0.09558
  -0.23264,    0.55103,    0.08757
  -0.23264,    0.54934,    0.07952
  -0.23264,    0.54747,    0.07144
  -0.23264,    0.54530,    0.06323
  -0.32609,    0.54302,    0.05321
  -0.32609,    0.54049,    0.04315
  -0.32609,    0.53747,    0.03280
  -0.32609,    0.53424,    0.02246
  -0.42007,    0.53057,    0.01001
  -0.42007,    0.52627,   -0.00280
  -0.42007,    0.52224,   -0.01510
  -0.42007,    0.51820,   -0.02715
  -0.47548,    0.51402,   -0.04022
  -0.47548,    0.50953,   -0.05333
  -0.47548,    0.50530,   -0.06591
  -0.47548,    0.50126,   -0.07806
  -0.53068,    0.49722,   -0.09108
  -0.53068,    0.49307,   -0.10393
  -0.53068,    0.48866,   -0.11679
  -0.53068,    0.48417,   -0.12947
  -0.61442,    0.48005,   -0.14320
  -0.61116,    0.47609,   -0.15645
  -0.61116,    0.47227,   -0.16928
  -0.61116,    0.46826,   -0.18204
  -0.61116,    0.46375,   -0.19505
  -0.68204,    0.45897,   -0.20947
  -0.68204,    0.45441,   -0.22339
  -0.68204,    0.44993,   -0.23696
  -0.68204,    0.44545,   -0.25025
  -0.72454,    0.44075,   -0.26435
  -0.72454,    0.43579,   -0.27841
  -0.72454,    0.43065,   -0.29236
  -0.72454,    0.42503,   -0.30651
  -0.69370,    0.41966,   -0.31952
  -0.69370,    0.41475,   -0.33182
  -0.69370,    0.40950,   -0.34420
  -0.69370,    0.40351,   -0.35707
  -0.56687,    0.39745,   -0.36720
  -0.56687,    0.39124,   -0.37728
  -0.56687,    0.38418,   -0.38799
  -0.56687,    0.37669,   -0.39891
  -0.46628,    0.36898,   -0.40781
  -0.46628,    0.36135,   -0.41646
  -0.46628,    0.35381,   -0.42484
  -0.46628,    0.34566,   -0.43365
  -0.36649,    0.33689,   -0.44091
  -0.36649,    0.32770,   -0.44842
  -0.36649,    0.31856,   -0.45575
  -0.36649,    0.30919,   -0.46314
  -0.33463,    0.29906,   -0.47050
  -0.33463,    0.28850,   -0.47813
  -0.33463,    0.27755,   -0.48599
  -0.33463,    0.26618,   -0.49411
  -0.26584,    0.25483,   -0.50067
  -0.26584,    0.24355,   -0.50702
  -0.26584,    0.23195,   -0.51357
  -0.26584,    0.22004,   -0.52028
  -0.20546,    0.20793,   -0.52586
  -0.20728,    0.19538,   -0.53179
  -0.20728,    0.18177,   -0.53863
  -0.20728,    0.16819,   -0.54532
  -0.14132,    0.15447,   -0.55068
  -0.14418,    0.14089,   -0.55586
  -0.14418,    0.12682,   -0.56141
  -0.14418,    0.11280,   -0.56681
  -0.14418,    0.09864,   -0.57223
  -0.11270,    0.08438,   -0.57702
  -0.11270,    0.07008,   -0.58174
  -0.11270,    0.05558,   -0.58657
  -0.11270,    0.04044,   -0.59193
  -0.09724,    0.02524,   -0.59693
  -0.09724,    0.00987,   -0.60200
  -0.09724,   -0.00606,   -0.60751
  -0.09724,   -0.02221,   -0.61314
  -0.16247,   -0.03880,   -0.62039
  -0.16247,   -0.05566,   -0.62775
  -0.16247,   -0.07269,   -0.63513
  -0.16247,   -0.08970,   -0.64235
  -0.26524,   -0.10724,   -0.65199
  -0.26524,   -0.12501,   -0.66167
  -0.26524,   -0.14289,   -0.67127
  -0.26524,   -0.16086,   -0.68076
  -0.44865,   -0.17921,   -0.69410
  -0.44865,   -0.19796,   -0.70757
  -0.44865,   -0.21703,   -0.72107
  -0.44865,   -0.23644,   -0.73465
  -0.76993,   -0.25629,   -0.75481
  -0.76993,   -0.27642,   -0.77484
  -0.76993,   -0.29772,   -0.79561
  -0.76993,   -0.31957,   -0.81651
  -1.03620,   -0.34166,   -0.84255
  -1.03620,   -0.36403,   -0.86835
  -1.03620,   -0.38681,   -0.89403
  -1.03620,   -0.41017,   -0.91977
  -1.33067,   -0.43406,   -0.95140
  -1.33067,   -0.45870,   -0.98313
  -1.33067,   -0.48344,   -1.01433
  -1.33067,   -0.50816,   -1.04488
  -1.40101,   -0.53300,   -1.07635
  -1.39140,   -0.55909,   -1.10822
  -1.39140,   -0.58567,   -1.13993
  -1.39140,   -0.61286,   -1.17161
  -1.39140,   -0.64000,   -1.20260
  -1.31118,   -0.66721,   -1.23144
  -1.31118,   -0.69463,   -1.25990
  -1.31118,   -0.72250,   -1.28824
  -1.31118,   -0.75119,   -1.31682
  -1.11881,   -0.78009,   -1.34117
  -1.11881,   -0.80946,   -1.36551
  -1.11881,   -0.83754,   -1.38810
  -1.11881,   -0.86556,   -1.41017
  -0.91709,   -0.89362,   -1.42780
  -0.91709,   -0.92159,   -1.44500
  -0.91709,   -0.94956,   -1.46186
  -0.91709,   -0.97779,   -1.47862
  -0.80596,   -1.00589,   -1.49271
  -0.80596,   -1.03400,   -1.50653
  -0.80596,   -1.06193,   -1.51988
  -0.80596,   -1.08991,   -1.53302
  -0.80614,   -1.11742,   -1.54545
  -0.80614,   -1.14408,   -1.55679
  -0.80614,   -1.17058,   -1.56774
  -0.80614,   -1.19715,   -1.57855
  -0.81672,   -1.22351,   -1.58915
  -0.81672,   -1.24895,   -1.59863
  -0.81672,   -1.27428,   -1.60781
  -0.81672,   -1.29965,   -1.61686
  -0.85034,   -1.32470,   -1.62607
  -0.85034,   -1.34902,   -1.63439
  -0.85034,   -1.37339,   -1.64260
  -0.85034,   -1.39723,   -1.65011
  -0.84550,   -1.42038,   -1.65671
  -0.84550,   -1.44294,   -1.66259
  -0.84550,   -1.46487,   -1.66774
  -0.84550,   -1.48643,   -1.67243
  -0.77578,   -1.50747,   -1.67511
  -0.78175,   -1.52815,   -1.67751
  -0.78175,   -1.54856,   -1.67959
  -0.78175,   -1.56900,   -1.68167
  -0.78175,   -1.58937,   -1.68364
  -0.73451,   -1.60974,   -1.68462
  -0.73451,   -1.62944,   -1.68493
  -0.73451,   -1.64879,   -1.68487
  -0.73451,   -1.66739,   -1.68410
  -0.62973,   -1.68511,   -1.68037
  -0.62973,   -1.70251,   -1.67641
  -0.62973,   -1.72020,   -1.67281
  -0.62973,   -1.73766,   -1.66907
  -0.65762,   -1.75513,   -1.66596
  -0.65762,   -1.77288,   -1.66318
  -0.65762,   -1.79021,   -1.66006
  -0.65762,   -1.80687,   -1.65633
  -0.76259,   -1.82350,   -1.65475
  -0.76259,   -1.84012,   -1.65320
  -0.76259,   -1.85742,   -1.65235
  -0.76259,   -1.87466,   -1.65144
  -0.88182,   -1.89168,   -1.65273
  -0.88182,   -1.90872,   -1.65401
