pitch_desired,pitch_filter,int_error,motor_front,motor_back
19.843750, 20.034227, 152.579651, 1148, 852 
19.843750, 20.031923, 152.523193, 1153, 847 
19.843750, 20.029169, 152.467575, 1151, 849 
19.843750, 20.023739, 152.413574, 1152, 848 
19.843750, 20.015331, 152.362106, 1150, 850 
19.843750, 20.022100, 152.308594, 1148, 852 
19.843750, 20.019207, 152.255951, 1150, 850 
19.843750, 20.020866, 152.202820, 1150, 850 
19.843750, 20.022211, 152.149277, 1150, 850 
19.843750, 20.030348, 152.093292, 1150, 850 
19.843750, 20.035004, 152.035919, 1152, 848 
19.843750, 20.038406, 151.977524, 1152, 848 
19.843750, 20.045179, 151.917099, 1152, 848 
19.843750, 20.043152, 151.857285, 1154, 846 
19.843750, 20.035877, 151.799652, 1155, 845 
19.843750, 20.015804, 151.748032, 1156, 844 
19.843750, 19.997459, 151.701920, 1156, 844 
19.843750, 19.962236, 151.666367, 1158, 842 
19.843750, 19.929529, 151.640640, 1156, 844 
19.843750, 19.891228, 151.626404, 1157, 843 
19.843750, 19.854418, 151.623199, 1155, 845 
19.843750, 19.840466, 151.624191, 1151, 849 
19.843750, 19.828020, 151.628906, 1151, 849 
19.843750, 19.823919, 151.634857, 1150, 850 
19.843750, 19.829136, 151.639236, 1151, 849 
19.843750, 19.833900, 151.642197, 1152, 848 
19.843750, 19.849142, 151.640579, 1151, 849 
19.843750, 19.866137, 151.633865, 1153, 847 
19.843750, 19.865309, 151.627396, 1159, 841 
19.843750, 19.857033, 151.623413, 1161, 839 
19.843750, 19.871380, 151.615128, 1155, 845 
19.843750, 19.879656, 151.604355, 1155, 845 
19.843750, 19.877876, 151.594116, 1157, 843 
19.843750, 19.860851, 151.588989, 1160, 840 
19.843750, 19.841616, 151.589630, 1159, 841 
19.843750, 19.837051, 151.591644, 1154, 846 
19.843750, 19.839153, 151.593018, 1151, 849 
19.843750, 19.830420, 151.597015, 1153, 847 
19.843750, 19.819824, 151.604187, 1153, 847 
19.843750, 19.815041, 151.612793, 1151, 849 
19.843750, 19.809498, 151.623062, 1151, 849 
19.843750, 19.801327, 151.635788, 1152, 848 
19.843750, 19.797207, 151.649750, 1151, 849 
19.843750, 19.798021, 151.663467, 1149, 851 
19.843750, 19.782503, 151.681839, 1153, 847 
19.843750, 19.773829, 151.702820, 1151, 849 
19.843750, 19.765648, 151.726257, 1149, 851 
19.843750, 19.753216, 151.753418, 1150, 850 
19.843750, 19.740572, 151.784378, 1149, 851 
19.843750, 19.725410, 151.819885, 1151, 849 
19.843750, 19.724783, 151.855576, 1147, 853 
19.843750, 19.730606, 151.889526, 1148, 852 
19.843750, 19.737949, 151.921265, 1149, 851 
19.843750, 19.745140, 151.950851, 1150, 850 
19.843750, 19.742273, 151.981293, 1154, 846 
19.843750, 19.758408, 152.006897, 1153, 847 
19.843750, 19.783445, 152.024994, 1151, 849 
19.843750, 19.808231, 152.035645, 1152, 848 
19.843750, 19.825314, 152.041168, 1153, 847 
19.843750, 19.822779, 152.047455, 1159, 841 
19.843750, 19.838879, 152.048920, 1154, 846 
19.843750, 19.848059, 152.047623, 1154, 846 
19.843750, 19.857985, 152.043350, 1154, 846 
19.843750, 19.859335, 152.038681, 1154, 846 
19.843750, 19.851582, 152.036331, 1156, 844 
19.843750, 19.843155, 152.036514, 1156, 844 
19.843750, 19.842428, 152.036911, 1153, 847 
19.843750, 19.849125, 152.035294, 1152, 848 
19.843750, 19.859259, 152.030640, 1151, 849 
19.843750, 19.860529, 152.025604, 1152, 848 
19.843750, 19.854881, 152.022263, 1154, 846 
19.843750, 19.848482, 152.020844, 1154, 846 
19.843750, 19.837124, 152.022827, 1154, 846 
19.843750, 19.827772, 152.027618, 1153, 847 
19.843750, 19.805365, 152.039139, 1155, 845 
19.843750, 19.784437, 152.056931, 1153, 847 
19.843750, 19.758478, 152.082520, 1155, 845 
19.843750, 19.733965, 152.115448, 1153, 847 
19.843750, 19.713736, 152.154449, 1152, 848 
19.843750, 19.674717, 152.205154, 1157, 843 
19.843750, 19.645962, 152.264496, 1157, 843 
19.843750, 19.630577, 152.328445, 1155, 845 
19.843750, 19.630219, 152.392502, 1154, 846 
19.843750, 19.640539, 152.453461, 1154, 846 
19.843750, 19.656452, 152.509644, 1154, 846 
19.843750, 19.668798, 152.562134, 1157, 843 
19.843750, 19.669907, 152.614288, 1161, 839 
19.843750, 19.669224, 152.666641, 1161, 839 
19.843750, 19.682798, 152.714920, 1156, 844 
19.843750, 19.694897, 152.759583, 1155, 845 
19.843750, 19.704054, 152.801498, 1154, 846 
19.843750, 19.705139, 152.843079, 1154, 846 
19.843750, 19.707476, 152.883957, 1153, 847 
19.843750, 19.705631, 152.925400, 1154, 846 
19.843750, 19.706636, 152.966537, 1153, 847 
19.843750, 19.711163, 153.006317, 1153, 847 
19.843750, 19.717649, 153.044144, 1152, 848 
19.843750, 19.729351, 153.078461, 1150, 850 
19.843750, 19.728367, 153.113083, 1153, 847 
19.843750, 19.744385, 153.142899, 1149, 851 
19.843750, 19.753899, 153.169861, 1150, 850 
19.843750, 19.780018, 153.188980, 1145, 855 
19.843750, 19.800695, 153.201889, 1146, 854 
19.843750, 19.809683, 153.212112, 1149, 851 
19.843750, 19.815489, 153.220596, 1150, 850 
19.843750, 19.818172, 153.228271, 1151, 849 
19.843750, 19.809137, 153.238663, 1155, 845 
19.843750, 19.821320, 153.245392, 1152, 848 
19.531250, 19.839220, 153.153000, 1148, 852 
19.531250, 19.843218, 153.059402, 1152, 848 
19.531250, 19.843046, 152.965866, 1152, 848 
19.531250, 19.852343, 152.869537, 1149, 851 
19.531250, 19.855782, 152.772171, 1150, 850 
19.531250, 19.853163, 152.675598, 1153, 847 
19.531250, 19.844296, 152.581680, 1154, 846 
19.531250, 19.835241, 152.490479, 1154, 846 
19.531250, 19.830648, 152.400665, 1152, 848 
19.531250, 19.826389, 152.312119, 1152, 848 
19.062500, 19.822531, 152.084106, 1145, 855 
19.062500, 19.823906, 151.855682, 1142, 858 
19.062500, 19.823629, 151.627350, 1141, 859 
19.062500, 19.816824, 151.401047, 1142, 858 
19.062500, 19.797169, 151.180649, 1147, 853 
19.062500, 19.791269, 150.962021, 1142, 858 
19.062500, 19.797623, 150.741486, 1140, 860 
19.062500, 19.801828, 150.519684, 1142, 858 
17.968750, 19.781645, 149.975815, 1135, 865 
17.968750, 19.770508, 149.435287, 1134, 866 
17.968750, 19.762983, 148.897018, 1132, 868 
17.968750, 19.751732, 148.362122, 1133, 867 
17.968750, 19.716827, 147.837692, 1140, 860 
17.968750, 19.677715, 147.324997, 1140, 860 
17.968750, 19.636869, 146.824554, 1140, 860 
17.968750, 19.587749, 146.338852, 1144, 856 
17.968750, 19.540422, 145.867355, 1145, 855 
17.187500, 19.482906, 145.178726, 1138, 862 
17.187500, 19.419706, 144.509064, 1139, 861 
17.187500, 19.347656, 143.861023, 1142, 858 
17.187500, 19.268764, 143.236649, 1145, 855 
17.187500, 19.201225, 142.632538, 1142, 858 
17.187500, 19.133282, 142.048798, 1143, 857 
17.187500, 19.044125, 141.491806, 1150, 850 
17.187500, 18.954924, 140.961578, 1149, 851 
17.187500, 18.872551, 140.456070, 1148, 852 
15.625000, 18.794292, 139.505280, 1125, 875 
15.625000, 18.700108, 138.582748, 1129, 871 
15.625000, 18.602215, 137.689590, 1129, 871 
15.625000, 18.507086, 136.824966, 1126, 874 
15.625000, 18.419607, 135.986588, 1124, 876 
15.625000, 18.326633, 135.176102, 1128, 872 
15.625000, 18.228359, 134.395096, 1130, 870 
15.625000, 18.130384, 133.643478, 1131, 869 
14.843750, 18.036730, 132.685577, 1121, 879 
14.843750, 17.944807, 131.755264, 1122, 878 
14.843750, 17.846258, 130.854507, 1123, 877 
14.843750, 17.748175, 129.983185, 1126, 874 
14.843750, 17.643339, 129.143311, 1130, 870 
14.843750, 17.529953, 128.337448, 1132, 868 
14.843750, 17.411978, 127.566978, 1135, 865 
14.843750, 17.299334, 126.830307, 1134, 866 
14.062500, 17.186787, 125.893021, 1126, 874 
14.062500, 17.071220, 124.990402, 1127, 873 
14.062500, 16.947144, 124.125008, 1131, 869 
14.062500, 16.823927, 123.296577, 1130, 870 
14.062500, 16.701763, 122.504799, 1130, 870 
14.062500, 16.574652, 121.751152, 1131, 869 
14.062500, 16.410435, 121.046768, 1138, 862 
14.062500, 16.215384, 120.400902, 1137, 863 
14.062500, 16.040920, 119.807373, 1139, 861 
14.062500, 15.877937, 119.262741, 1138, 862 
13.593750, 15.733362, 118.620857, 1131, 869 
13.593750, 15.579124, 118.025246, 1130, 870 
13.593750, 15.447429, 117.469139, 1126, 874 
13.593750, 15.294096, 116.959038, 1124, 876 
13.593750, 15.153201, 116.491203, 1126, 874 
13.593750, 15.050080, 116.054306, 1124, 876 
13.593750, 14.951515, 115.646973, 1122, 878 
12.968750, 14.868146, 115.077156, 1117, 883 
12.968750, 14.789720, 114.530869, 1117, 883 
12.968750, 14.714652, 114.007095, 1118, 882 
12.968750, 14.646294, 113.503830, 1116, 884 
12.968750, 14.583554, 113.019386, 1116, 884 
12.968750, 14.503972, 112.558823, 1122, 878 
12.968750, 14.435310, 112.118851, 1120, 880 
12.968750, 14.375287, 111.696892, 1117, 883 
12.968750, 14.296565, 111.298546, 1123, 877 
12.968750, 14.225407, 110.921547, 1119, 881 
12.968750, 14.154826, 110.565727, 1117, 883 
12.968750, 14.082271, 110.231674, 1119, 881 
12.968750, 14.008892, 109.919632, 1121, 879 
12.187500, 13.950408, 109.390762, 1107, 893 
12.187500, 13.899414, 108.877190, 1106, 894 
12.187500, 13.835402, 108.382820, 1111, 889 
12.187500, 13.776093, 107.906242, 1109, 891 
12.187500, 13.719661, 107.446594, 1108, 892 
12.187500, 13.654154, 107.006599, 1111, 889 
12.187500, 13.586117, 106.587013, 1111, 889 
12.187500, 13.514688, 106.188858, 1112, 888 
12.187500, 13.454515, 105.808754, 1107, 893 
12.187500, 13.367168, 105.454857, 1114, 886 
12.187500, 13.299560, 105.121239, 1110, 890 
11.718750, 13.227156, 104.668716, 1106, 894 
11.718750, 13.154881, 104.237877, 1107, 893 
11.718750, 13.094942, 103.825020, 1104, 896 
11.718750, 13.017988, 103.435249, 1108, 892 
11.718750, 12.945882, 103.067108, 1107, 893 
11.718750, 12.881516, 102.718277, 1105, 895 
11.718750, 12.802324, 102.393204, 1110, 890 
11.718750, 12.736500, 102.087875, 1109, 891 
11.718750, 12.672103, 101.801872, 1110, 890 
11.718750, 12.608521, 101.534943, 1115, 885 
11.406250, 12.554724, 101.190399, 1110, 890 
11.406250, 12.502061, 100.861656, 1109, 891 
11.406250, 12.433433, 100.553505, 1113, 887 
11.406250, 12.365335, 100.265778, 1113, 887 
11.406250, 12.299559, 99.997787, 1111, 889 
11.406250, 12.224167, 99.752411, 1115, 885 
11.406250, 12.154653, 99.527893, 1115, 885 
11.406250, 12.086522, 99.323814, 1114, 886 
10.468750, 12.016820, 98.859390, 1102, 898 
10.468750, 11.929793, 98.421074, 1106, 894 
10.468750, 11.857392, 98.004478, 1101, 899 
10.468750, 11.770220, 97.614037, 1104, 896 
10.468750, 11.677780, 97.251328, 1106, 894 
10.468750, 11.587520, 96.915695, 1106, 894 
10.468750, 11.499419, 96.606491, 1107, 893 
10.468750, 11.416203, 96.322258, 1108, 892 
10.468750, 11.335416, 96.062256, 1108, 892 
10.468750, 11.252110, 95.827248, 1107, 893 
10.468750, 11.164430, 95.618546, 1108, 892 
8.906250, 11.087825, 94.964073, 1087, 913 
8.906250, 11.006917, 94.333870, 1090, 910 
8.906250, 10.936103, 93.724915, 1087, 913 
8.906250, 10.864984, 93.137291, 1090, 910 
8.906250, 10.795905, 92.570396, 1091, 909 
8.906250, 10.737494, 92.021027, 1092, 908 
8.906250, 10.677010, 91.489799, 1095, 905 
8.906250, 10.607427, 90.979446, 1096, 904 
8.906250, 10.526701, 90.493309, 1101, 899 
8.906250, 10.442748, 90.032356, 1104, 896 
8.437500, 10.362930, 89.454727, 1098, 902 
8.437500, 10.271905, 88.904404, 1100, 900 
8.437500, 10.178237, 88.382179, 1101, 899 
8.437500, 10.079625, 87.889542, 1103, 897 
8.437500, 9.964200, 87.431534, 1106, 894 
8.437500, 9.855602, 87.006104, 1105, 895 
8.437500, 9.730511, 86.618202, 1108, 892 
8.437500, 9.622712, 86.262642, 1104, 896 
8.437500, 9.510300, 85.940804, 1106, 894 
7.187500, 9.398182, 85.277596, 1090, 910 
7.187500, 9.280038, 84.649834, 1089, 911 
7.187500, 9.161766, 84.057556, 1088, 912 
7.187500, 9.043716, 83.500694, 1089, 911 
7.187500, 8.934709, 82.976532, 1087, 913 
7.187500, 8.818014, 82.487381, 1092, 908 
7.187500, 8.728794, 82.024994, 1087, 913 
7.187500, 8.620955, 81.594955, 1093, 907 
5.781250, 8.532767, 80.769501, 1070, 930 
5.781250, 8.424022, 79.976669, 1077, 923 
5.781250, 8.338802, 79.209404, 1075, 925 
5.781250, 8.255632, 78.467087, 1076, 924 
5.781250, 8.162188, 77.752808, 1079, 921 
5.781250, 8.073724, 77.065063, 1079, 921 
5.781250, 7.974970, 76.406944, 1084, 916 
5.781250, 7.880335, 75.777222, 1084, 916 
3.593750, 7.772836, 74.523499, 1063, 937 
3.593750, 7.676462, 73.298683, 1060, 940 
3.593750, 7.557251, 72.109634, 1066, 934 
3.593750, 7.439155, 70.956017, 1064, 936 
3.593750, 7.313221, 69.840172, 1069, 931 
3.593750, 7.176244, 68.765427, 1073, 927 
3.593750, 7.035723, 67.732834, 1073, 927 
3.593750, 6.864058, 66.751740, 1081, 919 
0.781250, 6.712207, 64.972450, 1043, 957 
0.781250, 6.534061, 63.246609, 1051, 949 
0.781250, 6.365168, 61.571434, 1046, 954 
0.781250, 6.168887, 59.955143, 1055, 945 
0.781250, 5.980748, 58.395294, 1053, 947 
0.781250, 5.773130, 56.897732, 1060, 940 
0.781250, 5.567243, 55.461933, 1060, 940 
0.781250, 5.334643, 54.095917, 1068, 932 
0.781250, 5.105376, 52.798679, 1067, 933 
0.781250, 4.861135, 51.574715, 1074, 926 
0.781250, 4.611165, 50.425739, 1078, 922 
0.781250, 4.383710, 49.345001, 1072, 928 
0.781250, 4.126692, 48.341370, 1083, 917 
0.781250, 3.895066, 47.407227, 1078, 922 
0.781250, 3.660525, 46.543446, 1080, 920 
0.781250, 3.411807, 45.754280, 1085, 915 
0.781250, 3.199053, 45.028938, 1076, 924 
0.781250, 2.971395, 44.371895, 1083, 917 
0.781250, 2.776988, 43.773174, 1075, 925 
0.781250, 2.564312, 43.238255, 1083, 917 
0.781250, 2.381722, 42.758114, 1073, 927 
0.781250, 2.196351, 42.333584, 1078, 922 
0.781250, 2.027614, 41.959675, 1074, 926 
0.781250, 1.871376, 41.632637, 1074, 926 
0.781250, 1.715127, 41.352474, 1074, 926 
0.781250, 1.563274, 41.117867, 1074, 926 
0.781250, 1.439587, 40.920364, 1069, 931 
0.781250, 1.301207, 40.764378, 1073, 927 
0.781250, 1.190952, 40.641468, 1063, 937 
0.781250, 1.060984, 40.557549, 1071, 929 
0.781250, 0.966481, 40.501980, 1060, 940 
0.781250, 0.855754, 40.479630, 1069, 931 
0.781250, 0.766654, 40.484009, 1062, 938 
0.781250, 0.684285, 40.513100, 1062, 938 
0.781250, 0.592761, 40.569645, 1064, 936 
0.781250, 0.531828, 40.644470, 1058, 942 
0.781250, 0.466292, 40.738956, 1060, 940 
-0.000000, 0.416940, 40.613876, 1046, 954 
-0.000000, 0.351082, 40.508553, 1050, 950 
-0.000000, 0.305353, 40.416946, 1046, 954 
-0.000000, 0.261159, 40.338600, 1046, 954 
-0.000000, 0.238864, 40.266941, 1041, 959 
-0.000000, 0.191470, 40.209499, 1050, 950 
-0.000000, 0.174292, 40.157211, 1040, 960 
-0.000000, 0.155771, 40.110481, 1043, 957 
-0.000000, 0.110891, 40.077213, 1050, 950 
-0.000000, 0.094548, 40.048847, 1043, 957 
-0.000000, 0.081290, 40.024460, 1045, 955 
-0.000000, 0.071786, 40.002922, 1045, 955 
-0.000000, 0.063152, 39.983978, 1044, 956 
-0.000000, 0.047809, 39.969635, 1045, 955 
-0.000000, 0.039574, 39.957764, 1046, 954 
-0.000000, 0.034463, 39.947426, 1045, 955 
-0.000000, 0.018219, 39.941959, 1048, 952 
-0.000000, 0.011000, 39.938660, 1044, 956 
-0.000000, 0.006307, 39.936768, 1044, 956 
-0.000000, -0.019946, 39.942753, 1050, 950 
-0.000000, -0.028734, 39.951374, 1043, 957 
-0.000000, -0.029083, 39.960098, 1041, 959 
-0.000000, -0.064080, 39.979321, 1050, 950 
-0.000000, -0.076889, 40.002388, 1044, 956 
-0.000000, -0.099358, 40.032196, 1045, 955 
-0.000000, -0.127166, 40.070347, 1046, 954 
-0.000000, -0.159671, 40.118248, 1047, 953 
-0.000000, -0.188984, 40.174942, 1046, 954 
-0.000000, -0.217270, 40.240124, 1047, 953 
-0.000000, -0.240226, 40.312191, 1045, 955 
-0.000000, -0.266043, 40.392002, 1046, 954 
-0.000000, -0.294304, 40.480293, 1047, 953 
-0.000000, -0.308230, 40.572762, 1046, 954 
-0.000000, -0.333864, 40.672920, 1049, 951 
-0.000000, -0.359543, 40.780785, 1051, 949 
-0.000000, -0.360120, 40.888821, 1045, 955 
-0.000000, -0.368615, 40.999405, 1049, 951 
-0.000000, -0.382153, 41.114052, 1053, 947 
-0.000000, -0.383145, 41.228996, 1049, 951 
-0.000000, -0.379521, 41.342854, 1050, 950 
-0.000000, -0.381831, 41.457401, 1051, 949 
-0.000000, -0.386718, 41.573418, 1052, 948 
-0.000000, -0.392681, 41.691223, 1052, 948 
-0.000000, -0.396975, 41.810314, 1051, 949 
-0.000000, -0.411111, 41.933647, 1052, 948 
-0.000000, -0.433175, 42.063599, 1055, 945 
-0.000000, -0.449852, 42.198555, 1052, 948 
-0.000000, -0.467739, 42.338879, 1052, 948 
-0.000000, -0.499751, 42.488804, 1052, 948 
-0.000000, -0.523857, 42.645962, 1048, 952 
-0.000000, -0.542300, 42.808651, 1048, 952 
-0.000000, -0.566126, 42.978489, 1050, 950 
-0.000000, -0.566539, 43.148449, 1044, 956 
-0.000000, -0.575597, 43.321129, 1049, 951 
-0.000000, -0.580973, 43.495422, 1049, 951 
-0.000000, -0.562025, 43.664028, 1044, 956 
-0.000000, -0.554072, 43.830250, 1049, 951 
-0.000000, -0.538876, 43.991913, 1047, 953 
-0.000000, -0.528855, 44.150570, 1050, 950 
-0.000000, -0.512752, 44.304394, 1048, 952 
-0.000000, -0.498465, 44.453934, 1048, 952 
-0.000000, -0.487404, 44.600155, 1048, 952 
-0.000000, -0.467985, 44.740551, 1046, 954 
-0.000000, -0.452298, 44.876240, 1045, 955 
-0.000000, -0.434520, 45.006596, 1046, 954 
-0.000000, -0.410555, 45.129761, 1043, 957 
-0.000000, -0.381036, 45.244072, 1041, 959 
-0.000000, -0.359401, 45.351891, 1044, 956 
-0.000000, -0.332727, 45.451710, 1041, 959 
-0.000000, -0.294630, 45.540100, 1040, 960 
-0.000000, -0.273898, 45.622269, 1044, 956 
-0.000000, -0.249186, 45.697025, 1041, 959 
-0.000000, -0.223426, 45.764053, 1042, 958 
-0.000000, -0.205866, 45.825813, 1044, 956 
-0.000000, -0.185098, 45.881344, 1042, 958 
-0.000000, -0.174486, 45.933689, 1044, 956 
-0.000000, -0.169543, 45.984550, 1046, 954 
-0.000000, -0.167007, 46.034653, 1047, 953 
-0.312500, -0.166822, 45.990948, 1043, 957 
-0.312500, -0.161118, 45.945534, 1042, 958 
-0.312500, -0.149475, 45.896626, 1041, 959 
-0.312500, -0.138905, 45.844547, 1040, 960 
-0.312500, -0.134625, 45.791183, 1042, 958 
-0.312500, -0.109702, 45.730343, 1037, 963 
-0.312500, -0.101780, 45.667126, 1042, 958 
-0.312500, -0.089696, 45.600285, 1042, 958 
-0.312500, -0.073078, 45.528458, 1040, 960 
-1.875000, -0.057820, 44.983303, 1022, 978 
-1.875000, -0.049637, 44.435696, 1024, 976 
-1.875000, -0.029789, 43.882133, 1020, 980 
-1.875000, -0.027031, 43.327744, 1025, 975 
-1.875000, -0.024521, 42.772598, 1024, 976 
-1.875000, -0.021859, 42.216656, 1024, 976 
-1.875000, -0.036559, 41.665123, 1029, 971 
-1.875000, -0.060956, 41.120911, 1032, 968 
-1.875000, -0.103133, 40.589352, 1037, 963 
-1.875000, -0.136674, 40.067852, 1036, 964 
-1.875000, -0.195357, 39.563957, 1042, 958 
-1.875000, -0.262105, 39.080090, 1046, 954 
-2.187500, -0.326292, 38.521729, 1040, 960 
-2.187500, -0.402326, 37.986176, 1042, 958 
-2.187500, -0.487661, 37.476223, 1044, 956 
-2.187500, -0.580754, 36.994198, 1045, 955 
-2.187500, -0.677021, 36.541054, 1046, 954 
-2.187500, -0.779296, 36.118591, 1048, 952 
-2.187500, -0.892205, 35.730003, 1050, 950 
-2.187500, -0.997593, 35.373032, 1048, 952 
-2.187500, -1.104853, 35.048237, 1049, 951 
-2.187500, -1.216428, 34.756916, 1050, 950 
-2.187500, -1.315683, 34.495373, 1047, 953 
-3.281250, -1.402357, 33.931705, 1031, 969 
-3.281250, -1.490801, 33.394569, 1034, 966 
-3.281250, -1.567622, 32.880482, 1032, 968 
-3.281250, -1.624802, 32.383549, 1030, 970 
-3.281250, -1.698284, 31.908659, 1035, 965 
-3.281250, -1.760449, 31.452419, 1035, 965 
-3.281250, -1.811056, 31.011360, 1035, 965 
-3.281250, -1.869778, 30.587919, 1038, 962 
-3.906250, -1.927359, 29.994251, 1029, 971 
-3.906250, -1.997724, 29.421694, 1032, 968 
-3.906250, -2.069963, 28.870808, 1032, 968 
-3.906250, -2.142938, 28.341814, 1034, 966 
-3.906250, -2.218790, 27.835577, 1034, 966 
-3.906250, -2.294849, 27.352158, 1034, 966 
-3.906250, -2.388477, 26.896826, 1040, 960 
-3.906250, -2.469705, 26.465862, 1037, 963 
-3.906250, -2.552247, 26.059662, 1038, 962 
-3.906250, -2.652660, 25.683584, 1041, 959 
-3.906250, -2.756488, 25.338655, 1042, 958 
-4.531250, -2.857410, 24.836504, 1032, 968 
-4.531250, -2.950179, 24.362183, 1032, 968 
-4.531250, -3.048909, 23.917480, 1031, 969 
-4.531250, -3.155579, 23.504780, 1034, 966 
-4.531250, -3.242998, 23.118303, 1028, 972 
-4.531250, -3.335170, 22.759480, 1027, 973 
-4.531250, -3.421923, 22.426682, 1027, 973 
-5.781250, -3.502284, 21.742992, 1011, 989 
-5.781250, -3.583003, 21.083519, 1013, 987 
-5.781250, -3.649909, 20.444117, 1010, 990 
-5.781250, -3.711417, 19.823166, 1011, 989 
-5.781250, -3.774698, 19.221201, 1013, 987 
-5.781250, -3.828472, 18.635368, 1014, 986 
-5.781250, -3.896172, 18.069845, 1019, 981 
-5.781250, -3.965413, 17.525095, 1022, 978 
-5.781250, -4.038793, 17.002357, 1026, 974 
-7.343750, -4.109875, 16.032194, 1008, 992 
-7.343750, -4.192975, 15.086962, 1010, 990 
-7.343750, -4.288597, 14.170416, 1012, 988 
-7.343750, -4.403419, 13.288317, 1016, 984 
-7.343750, -4.550780, 12.450426, 1018, 982 
-7.343750, -4.680401, 11.651422, 1023, 977 
-7.343750, -4.816570, 10.893268, 1021, 979 
-9.062500, -5.023159, 9.681465, 1003, 997 
-9.062500, -5.163757, 8.511842, 1004, 996 
-9.062500, -5.314305, 7.387383, 1008, 992 
-9.062500, -5.460011, 6.306637, 1009, 991 
-9.062500, -5.607351, 5.270092, 1008, 992 
-9.062500, -5.755394, 4.277960, 1011, 989 
-9.062500, -5.909051, 3.331925, 1012, 988 
-9.062500, -6.058563, 2.430744, 1013, 987 
-9.375000, -6.209463, 1.481083, 1010, 990 
-9.375000, -6.356565, 0.575552, 1011, 989 
-9.375000, -6.511098, -0.283619, 1014, 986 
-9.375000, -6.665408, -1.096496, 1016, 984 
-9.375000, -6.822029, -1.862388, 1018, 982 
-9.375000, -6.982563, -2.580119, 1019, 981 
-9.375000, -7.146946, -3.248535, 1020, 980 
-9.375000, -7.299581, -3.871161, 1019, 981 
-9.375000, -7.447162, -4.449512, 1017, 983 
-9.375000, -7.598210, -4.982549, 1019, 981 
-9.375000, -7.754711, -5.468636, 1018, 982 
-10.312500, -7.908181, -6.189932, 1008, 992 
-10.312500, -8.051464, -6.868243, 1005, 995 
-10.312500, -8.191059, -7.504675, 1006, 994 
-10.312500, -8.334257, -8.098147, 1006, 994 
-10.312500, -8.474560, -8.649529, 1006, 994 
-10.312500, -8.632817, -9.153435, 1007, 993 
-10.312500, -8.782305, -9.612494, 1005, 995 
-10.781250, -8.900837, -10.176618, 1001, 999 
-10.781250, -9.026230, -10.703124, 1002, 998 
-10.781250, -9.133470, -11.197458, 1003, 997 
-10.781250, -9.234704, -11.661422, 1003, 997 
-10.781250, -9.338038, -12.094385, 1004, 996 
-10.781250, -9.438077, -12.497337, 1005, 995 
-10.781250, -9.533948, -12.871528, 1007, 993 
-10.781250, -9.631134, -13.216562, 1007, 993 
-10.781250, -9.724362, -13.533628, 1007, 993 
-10.781250, -9.817131, -13.822865, 1006, 994 
-11.406250, -9.907908, -14.272367, 999, 1001 
-11.406250, -10.002887, -14.693377, 999, 1001 
-11.406250, -10.096661, -15.086253, 996, 1004 
-11.406250, -10.189557, -15.451262, 995, 1005 
-11.406250, -10.280751, -15.788911, 995, 1005 
-11.406250, -10.376639, -16.097794, 996, 1004 
-11.406250, -10.459343, -16.381866, 994, 1006 
-11.406250, -10.539272, -16.641960, 994, 1006 
-11.406250, -10.613837, -16.879684, 993, 1007 
-11.093750, -10.684792, -17.002373, 996, 1004 
-11.093750, -10.751613, -17.105015, 997, 1003 
-11.093750, -10.820288, -17.187054, 998, 1002 
-11.093750, -10.880445, -17.251045, 998, 1002 
-11.093750, -10.944061, -17.295952, 1000, 1000 
-11.093750, -10.991485, -17.326632, 995, 1005 
-11.093750, -11.035735, -17.344036, 995, 1005 
-11.093750, -11.084574, -17.346788, 995, 1005 
-11.093750, -11.129423, -17.336086, 994, 1006 
-10.468750, -11.171926, -17.125134, 1001, 999 
-10.468750, -11.199258, -16.905981, 999, 1001 
-10.468750, -11.229342, -16.677803, 999, 1001 
-10.468750, -11.248566, -16.443859, 997, 1003 
-10.468750, -11.267630, -16.204195, 996, 1004 
-10.468750, -11.274234, -15.962550, 994, 1006 
-10.468750, -11.277693, -15.719868, 994, 1006 
-10.468750, -11.272666, -15.478693, 991, 1009 
-9.218750, -11.270247, -14.863244, 1008, 992 
-9.218750, -11.254823, -14.252422, 1005, 995 
-9.218750, -11.240720, -13.645831, 1007, 993 
-9.218750, -11.226492, -13.043509, 1009, 991 
-9.218750, -11.210522, -12.445977, 1008, 992 
-9.218750, -11.183575, -11.856530, 1007, 993 
-9.218750, -11.161242, -11.273783, 1006, 994 
-9.218750, -11.129622, -10.700521, 1004, 996 
-7.968750, -11.101631, -9.760657, 1018, 982 
-7.968750, -11.063848, -8.832128, 1017, 983 
-7.968750, -11.028472, -7.914211, 1016, 984 
-7.968750, -10.981291, -7.010448, 1013, 987 
-7.968750, -10.919412, -6.125250, 1009, 991 
-7.968750, -10.848833, -5.261225, 1006, 994 
-7.968750, -10.772629, -4.420061, 1004, 996 
-7.968750, -10.686673, -3.604684, 1000, 1000 
-7.968750, -10.592825, -2.817461, 997, 1003 
-6.250000, -10.491961, -1.544873, 1016, 984 
-6.250000, -10.386180, -0.304019, 1014, 986 
-6.250000, -10.270329, 0.902080, 1013, 987 
-6.250000, -10.143764, 2.070209, 1010, 990 
-6.250000, -10.013567, 3.199279, 1009, 991 
-6.250000, -9.876081, 4.287104, 1007, 993 
-6.250000, -9.732403, 5.331824, 1003, 997 
-6.250000, -9.590615, 6.334009, 1002, 998 
