roll_desired,roll_filter,int_r_error,motor_left,motor_right
-0.625000, -4.618432, -57.448708, 894, 1106 
-0.625000, -4.331128, -56.336868, 903, 1097 
-0.625000, -4.045930, -55.310589, 901, 1099 
-0.625000, -3.764133, -54.368851, 902, 1098 
-0.625000, -3.492682, -53.508545, 904, 1096 
-0.625000, -3.246276, -52.722160, 907, 1093 
-0.625000, -3.005576, -52.007988, 907, 1093 
-0.625000, -2.790502, -51.358337, 911, 1089 
-0.625000, -2.574351, -50.773533, 914, 1086 
-0.625000, -2.374756, -50.248608, 914, 1086 
-0.625000, -2.182827, -49.781261, 914, 1086 
-0.625000, -2.012594, -49.364983, 920, 1080 
-0.625000, -1.831541, -49.003021, 914, 1086 
-0.625000, -1.671615, -48.689037, 920, 1080 
-0.625000, -1.518702, -48.420925, 919, 1081 
-0.625000, -1.357701, -48.201115, 914, 1086 
-0.625000, -1.225314, -48.021019, 921, 1079 
0.781250, -1.100954, -47.456356, 937, 1063 
0.781250, -0.986776, -46.925949, 940, 1060 
0.781250, -0.890051, -46.424561, 944, 1056 
0.781250, -0.779519, -45.956329, 937, 1063 
0.781250, -0.689021, -45.515247, 943, 1057 
0.781250, -0.597703, -45.101562, 941, 1059 
0.781250, -0.508564, -44.714619, 942, 1058 
0.781250, -0.425996, -44.352444, 944, 1056 
0.781250, -0.345601, -44.014389, 943, 1057 
5.625000, -0.268294, -42.246399, 1002, 998 
5.625000, -0.187720, -40.502583, 1003, 997 
5.625000, -0.112599, -38.781303, 1007, 993 
5.625000, -0.032962, -37.083916, 1006, 994 
5.625000, 0.058999, -35.414116, 1001, 999 
5.625000, 0.144468, -33.769955, 1002, 998 
5.625000, 0.233604, -32.152534, 997, 1003 
5.625000, 0.349065, -30.569754, 989, 1011 
5.625000, 0.507693, -29.034561, 979, 1021 
5.625000, 0.646691, -27.541069, 973, 1027 
5.625000, 0.827001, -26.101669, 964, 1036 
5.625000, 1.010495, -24.717318, 963, 1037 
6.562500, 1.246497, -23.122517, 965, 1035 
6.562500, 1.473982, -21.595961, 963, 1037 
6.562500, 1.690419, -20.134336, 964, 1036 
6.562500, 1.927900, -18.743956, 959, 1041 
6.562500, 2.158420, -17.422731, 961, 1039 
6.562500, 2.390530, -16.171141, 960, 1040 
6.562500, 2.666176, -15.002243, 955, 1045 
6.562500, 2.925685, -13.911199, 960, 1040 
6.562500, 3.184364, -12.897758, 957, 1043 
6.562500, 3.430427, -11.958136, 960, 1040 
6.562500, 3.662885, -11.088251, 961, 1039 
6.562500, 3.893773, -10.287633, 962, 1038 
6.562500, 4.114852, -9.553339, 961, 1039 
6.562500, 4.324144, -8.881832, 961, 1039 
6.562500, 4.528232, -8.271551, 961, 1039 
6.562500, 4.723341, -7.719803, 962, 1038 
6.562500, 4.914108, -7.225286, 960, 1040 
6.562500, 5.096560, -6.785504, 961, 1039 
6.562500, 5.271219, -6.398119, 962, 1038 
6.562500, 5.440197, -6.061429, 962, 1038 
6.562500, 5.606721, -5.774695, 961, 1039 
6.562500, 5.763627, -5.535033, 960, 1040 
6.562500, 5.924041, -5.343495, 957, 1043 
6.562500, 6.077227, -5.197913, 956, 1044 
6.562500, 6.231610, -5.098646, 954, 1046 
6.562500, 6.372843, -5.041749, 958, 1042 
6.562500, 6.510753, -5.026225, 958, 1042 
6.562500, 6.645413, -5.051099, 962, 1038 
6.562500, 6.764032, -5.111559, 965, 1035 
6.562500, 6.891228, -5.210177, 964, 1036 
6.562500, 6.990834, -5.338677, 970, 1030 
6.562500, 7.084088, -5.495154, 972, 1028 
6.562500, 7.162282, -5.675089, 975, 1025 
6.562500, 7.235278, -5.876922, 975, 1025 
6.562500, 7.287083, -6.094297, 979, 1021 
6.406250, 7.327695, -6.370730, 978, 1022 
6.406250, 7.358352, -6.656361, 980, 1020 
6.406250, 7.382141, -6.949129, 980, 1020 
6.406250, 7.398441, -7.246786, 982, 1018 
6.406250, 7.400231, -7.544981, 985, 1015 
6.406250, 7.401203, -7.843466, 987, 1013 
6.406250, 7.396765, -8.140621, 988, 1012 
6.406250, 7.383033, -8.433656, 993, 1007 
2.812500, 7.355505, -9.796557, 952, 1048 
2.812500, 7.321432, -11.149237, 951, 1049 
2.812500, 7.287880, -12.491851, 949, 1051 
2.812500, 7.238708, -13.819714, 951, 1049 
2.812500, 7.179127, -15.129702, 954, 1046 
2.812500, 7.110273, -16.419033, 957, 1043 
2.812500, 7.020367, -17.681393, 965, 1035 
2.812500, 6.925152, -18.915188, 967, 1033 
1.093750, 6.814847, -20.631517, 953, 1047 
1.093750, 6.681461, -22.307831, 959, 1041 
1.093750, 6.555423, -23.946333, 957, 1043 
1.093750, 6.400498, -25.538357, 965, 1035 
1.093750, 6.240854, -27.082489, 967, 1033 
1.093750, 6.059062, -28.572083, 975, 1025 
1.093750, 5.863668, -30.003057, 979, 1021 
1.093750, 5.670615, -31.376118, 979, 1021 
1.093750, 5.467019, -32.688099, 982, 1018 
1.093750, 5.251066, -33.935295, 984, 1016 
1.093750, 5.038854, -35.118828, 982, 1018 
1.093750, 4.831530, -36.240162, 980, 1020 
1.093750, 4.619083, -37.297760, 980, 1020 
1.093750, 4.411703, -38.293144, 979, 1021 
1.093750, 4.236532, -39.235977, 973, 1027 
1.093750, 4.060462, -40.125992, 971, 1029 
1.093750, 3.899291, -40.967655, 969, 1031 
1.093750, 3.740808, -41.761772, 969, 1031 
1.093750, 3.600393, -42.513763, 964, 1036 
1.093750, 3.466688, -43.225643, 965, 1035 
1.093750, 3.337372, -43.898731, 967, 1033 
1.093750, 3.229439, -44.539436, 962, 1038 
1.093750, 3.112503, -45.145061, 965, 1035 
1.093750, 3.006675, -45.718941, 965, 1035 
1.093750, 2.903880, -46.261978, 965, 1035 
1.093750, 2.798385, -46.773369, 966, 1034 
1.093750, 2.705394, -47.256863, 962, 1038 
1.093750, 2.605788, -47.710472, 965, 1035 
1.093750, 2.513312, -48.136341, 963, 1037 
1.093750, 2.415430, -48.532845, 966, 1034 
1.093750, 2.316505, -48.899670, 968, 1032 
1.093750, 2.227147, -49.239689, 966, 1034 
1.093750, 2.129454, -49.550400, 971, 1029 
1.093750, 2.051554, -49.837742, 966, 1034 
1.093750, 1.964464, -50.098957, 968, 1032 
1.093750, 1.884117, -50.336067, 966, 1034 
1.093750, 1.801954, -50.548527, 967, 1033 
1.093750, 1.736257, -50.741280, 963, 1037 
-0.000000, 1.666029, -51.241089, 949, 1051 
-0.000000, 1.599756, -51.721016, 947, 1053 
-0.000000, 1.552361, -52.186726, 940, 1060 
-0.000000, 1.488273, -52.633209, 945, 1055 
-0.000000, 1.441564, -53.065678, 938, 1062 
-0.000000, 1.405051, -53.487194, 939, 1061 
-0.000000, 1.375915, -53.899967, 937, 1063 
-0.000000, 1.349133, -54.304707, 937, 1063 
-0.000000, 1.308899, -54.697376, 942, 1058 
-0.000000, 1.278662, -55.080975, 938, 1062 
-0.000000, 1.251364, -55.456383, 939, 1061 
-0.000000, 1.216980, -55.821476, 941, 1059 
-0.000000, 1.175437, -56.174107, 944, 1056 
-0.000000, 1.134238, -56.514378, 945, 1055 
-0.000000, 1.088174, -56.840832, 948, 1052 
-0.000000, 1.036458, -57.151768, 951, 1049 
-0.000000, 0.981378, -57.446182, 952, 1048 
-0.000000, 0.923776, -57.723316, 952, 1048 
-0.000000, 0.858377, -57.980827, 954, 1046 
-0.000000, 0.802464, -58.221565, 952, 1048 
-0.000000, 0.746330, -58.445465, 953, 1047 
-0.000000, 0.686787, -58.651501, 952, 1048 
-0.000000, 0.635371, -58.842113, 951, 1049 
-0.000000, 0.577562, -59.015381, 954, 1046 
-0.312500, 0.530437, -59.268261, 946, 1054 
-0.312500, 0.483434, -59.507042, 947, 1053 
-0.312500, 0.436176, -59.731644, 947, 1053 
-0.312500, 0.392965, -59.943283, 946, 1054 
-0.312500, 0.341733, -60.139553, 948, 1052 
-0.312500, 0.308259, -60.325783, 943, 1057 
-0.312500, 0.255291, -60.496120, 949, 1051 
-0.312500, 0.212276, -60.653553, 946, 1054 
-2.968750, 0.172661, -61.595978, 913, 1087 
-2.968750, 0.129456, -62.525440, 914, 1086 
-2.968750, 0.086359, -63.441975, 913, 1087 
-2.968750, 0.026710, -64.340614, 920, 1080 
-2.968750, -0.025033, -65.223732, 919, 1081 
-2.968750, -0.090838, -66.087105, 924, 1076 
-2.968750, -0.166538, -66.927765, 928, 1072 
-2.968750, -0.240185, -67.746338, 927, 1073 
-3.906250, -0.332871, -68.818352, 922, 1078 
-3.906250, -0.411520, -69.866768, 917, 1083 
-3.906250, -0.531104, -70.879311, 928, 1072 
-3.906250, -0.638298, -71.859695, 926, 1074 
-3.906250, -0.755312, -72.804977, 931, 1069 
-3.906250, -0.876196, -73.713997, 932, 1068 
-3.906250, -0.999624, -74.585983, 932, 1068 
-3.906250, -1.148663, -75.413261, 937, 1063 
-5.625000, -1.286348, -76.714859, 915, 1085 
-5.625000, -1.429247, -77.973587, 917, 1083 
-5.625000, -1.639103, -79.169357, 917, 1083 
-5.625000, -1.786971, -80.320763, 917, 1083 
-5.625000, -1.962912, -81.419388, 921, 1079 
-5.625000, -2.168147, -82.456444, 924, 1076 
-5.625000, -2.330689, -83.444740, 925, 1075 
-7.656250, -2.540905, -84.979347, 905, 1095 
-7.656250, -2.733669, -86.456123, 904, 1096 
-7.656250, -3.004510, -87.851646, 912, 1088 
-7.656250, -3.192010, -89.190918, 913, 1087 
-7.656250, -3.377572, -90.474518, 915, 1085 
-7.656250, -3.565675, -91.701691, 918, 1082 
-7.656250, -3.758829, -92.870918, 921, 1079 
-9.062500, -3.948542, -94.405106, 905, 1095 
-9.062500, -4.138606, -95.882271, 906, 1094 
-9.062500, -4.318549, -97.305458, 905, 1095 
-9.062500, -4.522614, -98.667427, 914, 1086 
-9.062500, -4.709029, -99.973465, 911, 1089 
-9.062500, -4.898012, -101.222809, 912, 1088 
-9.062500, -5.090565, -102.414391, 915, 1085 
-9.062500, -5.282541, -103.548378, 917, 1083 
-9.062500, -5.476209, -104.624268, 916, 1084 
-9.062500, -5.681782, -105.638481, 921, 1079 
-9.062500, -5.871828, -106.595680, 918, 1082 
-9.062500, -6.057430, -107.497200, 917, 1083 
-9.687500, -6.252346, -108.527748, 913, 1087 
-9.687500, -6.422611, -109.507217, 907, 1093 
-9.687500, -6.589398, -110.436646, 908, 1092 
-9.687500, -6.752269, -111.317215, 907, 1093 
-9.687500, -6.923868, -112.146301, 904, 1096 
-9.687500, -7.100535, -112.922394, 908, 1092 
-9.687500, -7.266096, -113.648819, 905, 1095 
-9.687500, -7.442235, -114.322395, 911, 1089 
-10.312500, -7.594929, -115.137665, 900, 1100 
-10.312500, -7.739279, -115.909630, 900, 1100 
-10.312500, -7.889202, -116.636620, 901, 1099 
-10.312500, -8.032442, -117.320641, 897, 1103 
-10.312500, -8.179715, -117.960480, 899, 1101 
-10.312500, -8.315713, -118.559517, 897, 1103 
-10.312500, -8.451245, -119.117897, 897, 1103 
-10.312500, -8.596763, -119.632622, 901, 1099 
-10.312500, -8.735458, -120.105736, 901, 1099 
-11.718750, -8.880176, -120.957306, 886, 1114 
-11.718750, -9.009499, -121.770081, 882, 1118 
-11.718750, -9.140320, -122.543610, 884, 1116 
-11.718750, -9.260983, -123.280937, 881, 1119 
-11.718750, -9.377892, -123.983192, 881, 1119 
-11.718750, -9.502339, -124.648117, 884, 1116 
-11.718750, -9.628020, -125.275337, 885, 1115 
-11.718750, -9.747425, -125.866737, 887, 1113 
-12.968750, -9.873608, -126.795280, 874, 1126 
-12.968750, -10.005324, -127.684311, 876, 1124 
-12.968750, -10.124028, -128.537735, 874, 1126 
-12.968750, -10.258917, -129.350677, 881, 1119 
-12.968750, -10.376031, -130.128494, 876, 1124 
-12.968750, -10.498914, -130.869446, 881, 1119 
-12.968750, -10.641264, -131.567688, 889, 1111 
-12.968750, -10.777021, -132.225204, 889, 1111 
-12.968750, -10.920409, -132.839706, 894, 1106 
-12.656250, -11.059014, -133.318878, 897, 1103 
-12.656250, -11.201067, -133.755432, 899, 1101 
-12.656250, -11.341792, -134.149765, 897, 1103 
-12.656250, -11.495842, -134.497894, 900, 1100 
-12.656250, -11.628679, -134.806168, 893, 1107 
-12.656250, -11.774077, -135.070816, 895, 1105 
-12.656250, -11.912527, -135.293930, 891, 1109 
-12.656250, -12.033796, -135.480667, 888, 1112 
-12.656250, -12.157474, -135.630295, 889, 1111 
-12.656250, -12.267561, -135.746902, 886, 1114 
-12.656250, -12.363847, -135.834625, 885, 1115 
-12.656250, -12.445983, -135.897705, 884, 1116 
-12.656250, -12.527123, -135.936447, 884, 1116 
-12.656250, -12.611577, -135.949844, 888, 1112 
-12.656250, -12.687149, -135.940582, 885, 1115 
-12.656250, -12.754927, -135.910980, 883, 1117 
-12.656250, -12.822758, -135.861023, 882, 1118 
-11.093750, -12.873371, -135.327133, 897, 1103 
-11.093750, -12.939467, -134.773422, 902, 1098 
-11.093750, -12.994016, -134.203339, 899, 1101 
-11.093750, -13.039258, -133.619690, 901, 1099 
-11.093750, -13.082690, -133.023010, 900, 1100 
-11.093750, -13.117568, -132.415863, 899, 1101 
-11.093750, -13.135807, -131.803253, 896, 1104 
-11.093750, -13.150984, -131.186081, 895, 1105 
-8.593750, -13.155067, -129.817688, 923, 1077 
-8.593750, -13.144776, -128.452377, 922, 1078 
-8.593750, -13.120640, -127.094307, 920, 1080 
-8.593750, -13.083919, -125.747253, 917, 1083 
-8.593750, -13.029243, -124.416603, 911, 1089 
-8.593750, -12.959167, -123.106979, 905, 1095 
-8.593750, -12.864562, -121.825737, 897, 1103 
-8.593750, -12.745096, -120.580330, 888, 1112 
-5.156250, -12.626180, -118.339348, 930, 1070 
-5.156250, -12.475409, -116.143600, 922, 1078 
-5.156250, -12.320479, -113.994331, 923, 1077 
-5.156250, -12.150921, -111.895927, 917, 1083 
-5.156250, -11.961323, -109.854408, 911, 1089 
-5.156250, -11.762508, -107.872528, 907, 1093 
-5.156250, -11.537728, -105.958084, 899, 1101 
-5.156250, -11.304754, -104.113533, 894, 1106 
-2.656250, -11.068036, -101.589996, 922, 1078 
-2.656250, -10.803111, -99.145935, 914, 1086 
-2.656250, -10.548058, -96.778397, 918, 1082 
-2.656250, -10.260929, -94.496994, 908, 1092 
-2.656250, -9.985237, -92.298294, 911, 1089 
-2.656250, -9.694232, -90.186897, 904, 1096 
-2.656250, -9.380803, -88.169533, 897, 1103 
-2.656250, -9.077420, -86.243179, 899, 1101 
-2.656250, -8.764647, -84.410660, 895, 1105 
-0.781250, -8.445203, -82.111473, 917, 1083 
-0.781250, -8.127341, -79.907646, 916, 1084 
-0.781250, -7.803110, -77.801086, 914, 1086 
-0.781250, -7.493598, -75.787384, 916, 1084 
-0.781250, -7.175708, -73.869049, 912, 1088 
-0.781250, -6.856942, -72.046341, 911, 1089 
-0.781250, -6.534159, -70.320465, 908, 1092 
-0.781250, -6.211802, -68.691299, 905, 1095 
-0.781250, -5.898427, -67.156143, 904, 1096 
-0.781250, -5.578854, -65.716866, 901, 1099 
-0.781250, -5.265447, -64.371605, 902, 1098 
-0.781250, -4.948550, -63.121414, 899, 1101 
-0.781250, -4.640660, -61.963593, 898, 1102 
-0.781250, -4.334752, -60.897541, 897, 1103 
-0.781250, -4.036449, -59.920982, 898, 1102 
-0.781250, -3.736866, -59.034298, 898, 1102 
-0.781250, -3.455578, -58.231998, 901, 1099 
-0.781250, -3.185283, -57.510788, 902, 1098 
-0.781250, -2.930526, -56.866005, 904, 1096 
-0.781250, -2.703164, -56.289433, 909, 1091 
-0.781250, -2.493437, -55.775776, 911, 1089 
-0.781250, -2.293285, -55.322166, 914, 1086 
-0.781250, -2.114434, -54.922211, 919, 1081 
-0.781250, -1.949296, -54.571796, 922, 1078 
-0.781250, -1.807871, -54.263809, 925, 1075 
-0.781250, -1.686155, -53.992336, 930, 1070 
-0.781250, -1.573553, -53.754646, 930, 1070 
-0.781250, -1.477605, -53.545738, 932, 1068 
-0.781250, -1.406294, -53.358227, 937, 1063 
-0.781250, -1.311789, -53.199066, 930, 1070 
-0.781250, -1.257247, -53.056267, 939, 1061 
-0.781250, -1.182901, -52.935772, 936, 1064 
-0.781250, -1.130064, -52.831127, 942, 1058 
-0.781250, -1.079358, -52.741695, 942, 1058 
-0.781250, -1.018941, -52.670387, 935, 1065 
-0.781250, -0.993802, -52.606621, 945, 1055 
-0.000000, -0.938597, -52.325043, 947, 1053 
-0.000000, -0.908998, -52.052345, 954, 1046 
-0.000000, -0.864080, -51.793121, 950, 1050 
-0.000000, -0.828740, -51.544498, 952, 1048 
-0.000000, -0.811589, -51.301022, 957, 1043 
-0.000000, -0.778848, -51.067368, 953, 1047 
-0.000000, -0.750907, -50.842094, 955, 1045 
-0.000000, -0.717955, -50.626709, 951, 1049 
-0.000000, -0.681247, -50.422337, 951, 1049 
-0.000000, -0.639404, -50.230515, 946, 1054 
-0.000000, -0.594767, -50.052086, 945, 1055 
-0.000000, -0.551321, -49.886688, 947, 1053 
-0.000000, -0.504153, -49.735443, 943, 1057 
-0.000000, -0.467316, -49.595249, 946, 1054 
-0.000000, -0.419856, -49.469292, 942, 1058 
-0.000000, -0.363661, -49.360195, 939, 1061 
-0.000000, -0.325804, -49.262455, 943, 1057 
-0.000000, -0.269468, -49.181614, 937, 1063 
-0.000000, -0.222305, -49.114922, 938, 1062 
-0.000000, -0.173476, -49.062878, 937, 1063 
-0.000000, -0.122425, -49.026150, 936, 1064 
-0.000000, -0.078166, -49.002701, 939, 1061 
-0.000000, -0.026327, -48.994804, 936, 1064 
-0.000000, 0.025934, -49.002586, 936, 1064 
-0.000000, 0.067384, -49.022800, 939, 1061 
-0.000000, 0.122206, -49.059464, 936, 1064 
-0.000000, 0.173596, -49.111542, 937, 1063 
-0.000000, 0.226343, -49.179443, 937, 1063 
-0.000000, 0.279399, -49.263264, 937, 1063 
-0.000000, 0.319293, -49.359051, 940, 1060 
-0.000000, 0.381386, -49.473465, 934, 1066 
-0.000000, 0.408731, -49.596085, 944, 1056 
-0.000000, 0.445668, -49.729786, 940, 1060 
-0.000000, 0.471992, -49.871384, 942, 1058 
-0.000000, 0.473602, -50.013466, 947, 1053 
-0.000000, 0.492702, -50.161278, 944, 1056 
-0.000000, 0.511735, -50.314800, 944, 1056 
-0.000000, 0.511662, -50.468300, 949, 1051 
-0.000000, 0.525431, -50.625931, 944, 1056 
-0.000000, 0.505014, -50.777435, 953, 1047 
-0.000000, 0.505094, -50.928963, 947, 1053 
-0.000000, 0.487933, -51.075344, 952, 1048 
-0.000000, 0.467454, -51.215580, 951, 1049 
-0.000000, 0.450688, -51.350788, 948, 1052 
-0.000000, 0.422708, -51.477600, 951, 1049 
-0.000000, 0.406805, -51.599640, 949, 1051 
-0.000000, 0.376539, -51.712601, 953, 1047 
-0.000000, 0.362829, -51.821449, 949, 1051 
-0.000000, 0.331928, -51.921028, 954, 1046 
-0.000000, 0.321865, -52.017586, 948, 1052 
-0.000000, 0.305326, -52.109184, 951, 1049 
-0.000000, 0.283399, -52.194202, 954, 1046 
-0.000000, 0.271598, -52.275681, 950, 1050 
-0.000000, 0.245054, -52.349197, 955, 1045 
-0.000000, 0.222704, -52.416008, 953, 1047 
-0.000000, 0.200496, -52.476158, 953, 1047 
-0.000000, 0.176656, -52.529156, 954, 1046 
-0.000000, 0.157631, -52.576447, 954, 1046 
-0.000000, 0.123844, -52.613598, 959, 1041 
-0.000000, 0.112721, -52.647415, 953, 1047 
-0.000000, 0.086963, -52.673504, 958, 1042 
-0.000000, 0.070231, -52.694572, 954, 1046 
