roll_desired,roll_filter,int_r_error,motor_left,motor_right
-0.000000, -3.151649, 0.945495, 1045, 955 
-0.000000, -3.124796, 1.882933, 1045, 955 
-0.000000, -3.096110, 2.811767, 1045, 955 
-0.000000, -3.063719, 3.730882, 1044, 956 
-0.000000, -3.035203, 4.641443, 1047, 953 
-0.000000, -3.004410, 5.542766, 1047, 953 
-0.000000, -2.973291, 6.434753, 1047, 953 
-0.000000, -2.942461, 7.317492, 1047, 953 
-0.000000, -2.907168, 8.189642, 1046, 954 
-0.000000, -2.874694, 9.052051, 1047, 953 
-0.000000, -2.841738, 9.904572, 1047, 953 
-0.000000, -2.806579, 10.746546, 1047, 953 
-0.000000, -2.770278, 11.577629, 1048, 952 
-0.000000, -2.729690, 12.396536, 1047, 953 
-0.000000, -2.688067, 13.202956, 1048, 952 
-0.000000, -2.650305, 13.998048, 1048, 952 
-0.000000, -2.616113, 14.782882, 1049, 951 
-0.000000, -2.582978, 15.557775, 1048, 952 
-0.000000, -2.553383, 16.323790, 1049, 951 
-0.000000, -2.519470, 17.079630, 1048, 952 
-0.000000, -2.487316, 17.825825, 1047, 953 
-0.000000, -2.462944, 18.564709, 1049, 951 
-0.000000, -2.434856, 19.295166, 1050, 950 
-0.000000, -2.405832, 20.016916, 1048, 952 
-0.000000, -2.375143, 20.729460, 1047, 953 
-0.000000, -2.348180, 21.433914, 1049, 951 
-0.000000, -2.332158, 22.133562, 1051, 949 
-0.000000, -2.291075, 22.820885, 1043, 957 
-0.000000, -2.258872, 23.498547, 1045, 955 
-0.000000, -2.255811, 24.175289, 1055, 945 
-0.000000, -2.213350, 24.839294, 1044, 956 
-0.000000, -2.186389, 25.495211, 1049, 951 
-0.000000, -2.139276, 26.136993, 1038, 962 
-0.000000, -2.107456, 26.769230, 1044, 956 
-0.000000, -2.083889, 27.394396, 1049, 951 
-0.000000, -2.029661, 28.003294, 1040, 960 
-0.000000, -1.985747, 28.599018, 1049, 951 
-0.000000, -1.908415, 29.171543, 1043, 957 
-0.000000, -1.811674, 29.715046, 1037, 963 
-0.000000, -1.769141, 30.245789, 1053, 947 
-0.000000, -1.738314, 30.767282, 1051, 949 
-0.000000, -1.707266, 31.279463, 1047, 953 
-0.000000, -1.717100, 31.794592, 1051, 949 
-0.000000, -1.690642, 32.301785, 1040, 960 
-0.000000, -1.666559, 32.801754, 1043, 957 
-0.000000, -1.654941, 33.298237, 1052, 948 
-0.000000, -1.631893, 33.787804, 1057, 943 
-0.000000, -1.592903, 34.265675, 1072, 928 
-0.000000, -1.565614, 34.735359, 1084, 916 
-0.000000, -1.552378, 35.201073, 1097, 903 
-0.000000, -1.567603, 35.671352, 1109, 891 
-0.000000, -1.614370, 36.155663, 1120, 880 
-0.000000, -1.696895, 36.664730, 1120, 880 
-0.000000, -1.825249, 37.212303, 1128, 872 
-0.000000, -1.975538, 37.804966, 1126, 874 
-0.000000, -2.134638, 38.445358, 1120, 880 
-0.000000, -2.325713, 39.143074, 1123, 877 
-0.000000, -2.538410, 39.904598, 1114, 886 
-0.000000, -2.723928, 40.721775, 1105, 895 
-0.000000, -2.903246, 41.592751, 1106, 894 
-0.000000, -3.041591, 42.505226, 1097, 903 
-0.000000, -3.151504, 43.450676, 1095, 905 
-0.000000, -3.248369, 44.425186, 1099, 901 
-0.000000, -3.276250, 45.408062, 1091, 909 
-0.000000, -3.309433, 46.400890, 1099, 901 
-0.000000, -3.325772, 47.398621, 1098, 902 
-0.000000, -3.328810, 48.397263, 1094, 906 
-0.000000, -3.333820, 49.397408, 1095, 905 
-0.000000, -3.347183, 50.401562, 1090, 910 
-0.000000, -3.353902, 51.407734, 1085, 915 
-0.000000, -3.356532, 52.414692, 1080, 920 
-0.000000, -3.354204, 53.420952, 1077, 923 
-0.000000, -3.329228, 54.419720, 1069, 931 
-0.000000, -3.290565, 55.406891, 1068, 932 
-0.000000, -3.223750, 56.374016, 1063, 937 
-0.000000, -3.154433, 57.320347, 1068, 932 
-0.000000, -3.070896, 58.241615, 1071, 929 
-0.000000, -2.979051, 59.135330, 1078, 922 
-0.000000, -2.856943, 59.992413, 1083, 917 
-0.000000, -2.745534, 60.816074, 1088, 912 
-0.000000, -2.649195, 61.610832, 1093, 907 
-0.000000, -2.569101, 62.381561, 1097, 903 
-0.000000, -2.496361, 63.130470, 1097, 903 
-0.000000, -2.464511, 63.869823, 1100, 900 
-0.000000, -2.453091, 64.605751, 1100, 900 
-0.000000, -2.450415, 65.340874, 1096, 904 
-0.000000, -2.471017, 66.082176, 1095, 905 
-0.000000, -2.473333, 66.824173, 1089, 911 
-0.000000, -2.476476, 67.567116, 1090, 910 
-0.000000, -2.463866, 68.306274, 1090, 910 
-0.000000, -2.454011, 69.042480, 1094, 906 
-0.000000, -2.422653, 69.769279, 1095, 905 
-0.000000, -2.392530, 70.487038, 1097, 903 
-0.000000, -2.360955, 71.195328, 1099, 901 
-0.000000, -2.337436, 71.896561, 1101, 899 
-0.000000, -2.311776, 72.590096, 1095, 905 
-0.000000, -2.309752, 73.283020, 1100, 900 
-0.000000, -2.297288, 73.972206, 1089, 911 
-0.000000, -2.287782, 74.658539, 1087, 913 
-0.000000, -2.277793, 75.341873, 1082, 918 
-0.000000, -2.257516, 76.019127, 1079, 921 
-0.000000, -2.222457, 76.685867, 1074, 926 
-0.000000, -2.180074, 77.339890, 1075, 925 
-0.000000, -2.125717, 77.977608, 1074, 926 
-0.000000, -2.044585, 78.590981, 1078, 922 
-0.000000, -1.956365, 79.177887, 1083, 917 
-0.000000, -1.862327, 79.736588, 1086, 914 
-0.000000, -1.764226, 80.265854, 1090, 910 
-0.000000, -1.679607, 80.769737, 1095, 905 
-0.000000, -1.598896, 81.249405, 1092, 908 
-0.000000, -1.534778, 81.709839, 1094, 906 
-0.000000, -1.479596, 82.153717, 1093, 907 
-0.000000, -1.427778, 82.582054, 1091, 909 
-0.000000, -1.374716, 82.994469, 1085, 915 
-0.000000, -1.348772, 83.399101, 1088, 912 
-0.000000, -1.306072, 83.790924, 1079, 921 
-0.000000, -1.274438, 84.173256, 1085, 915 
-0.000000, -1.227943, 84.541641, 1082, 918 
-0.000000, -1.173197, 84.893600, 1084, 916 
-0.000000, -1.102862, 85.224457, 1087, 913 
-0.000000, -1.032429, 85.534187, 1088, 912 
-0.000000, -0.984776, 85.829620, 1096, 904 
-0.000000, -0.944201, 86.112877, 1100, 900 
-0.000000, -0.912334, 86.386574, 1103, 897 
-0.000000, -0.898006, 86.655975, 1104, 896 
-0.000000, -0.905580, 86.927650, 1105, 895 
-0.000000, -0.928598, 87.206230, 1106, 894 
-0.000000, -0.963333, 87.495232, 1102, 898 
-0.000000, -0.997231, 87.794403, 1097, 903 
-0.000000, -1.045038, 88.107918, 1098, 902 
-0.000000, -1.067013, 88.428024, 1090, 910 
-0.000000, -1.085060, 88.753540, 1091, 909 
-0.000000, -1.090138, 89.080582, 1090, 910 
-0.000000, -1.088958, 89.407272, 1091, 909 
-0.000000, -1.056081, 89.724098, 1090, 910 
-0.000000, -1.016102, 90.028931, 1095, 905 
-0.000000, -0.967001, 90.319031, 1096, 904 
-0.000000, -0.926703, 90.597038, 1101, 899 
-0.000000, -0.875569, 90.859711, 1099, 901 
-0.000000, -0.839503, 91.111565, 1102, 898 
-0.000000, -0.816822, 91.356613, 1100, 900 
-0.000000, -0.791056, 91.593933, 1097, 903 
-0.000000, -0.779505, 91.827782, 1098, 902 
-0.000000, -0.766442, 92.057716, 1097, 903 
-0.000000, -0.744841, 92.281166, 1091, 909 
-0.000000, -0.731683, 92.500671, 1094, 906 
-0.000000, -0.707791, 92.713005, 1092, 908 
-0.000000, -0.673803, 92.915146, 1092, 908 
-0.000000, -0.642701, 93.107956, 1097, 903 
-0.000000, -0.605944, 93.289742, 1100, 900 
-0.000000, -0.560472, 93.457886, 1101, 899 
-0.000000, -0.519740, 93.613808, 1102, 898 
-0.000000, -0.481073, 93.758133, 1102, 898 
-0.000000, -0.468329, 93.898628, 1107, 893 
-0.000000, -0.449818, 94.033577, 1102, 898 
-0.000000, -0.461828, 94.172127, 1102, 898 
-0.000000, -0.469381, 94.312943, 1097, 903 
-0.000000, -0.494373, 94.461258, 1097, 903 
-0.000000, -0.507666, 94.613556, 1092, 908 
-0.000000, -0.530615, 94.772743, 1092, 908 
-0.000000, -0.542074, 94.935364, 1087, 913 
-0.000000, -0.544885, 95.098831, 1089, 911 
-0.000000, -0.540808, 95.261070, 1090, 910 
-0.000000, -0.530843, 95.420326, 1093, 907 
-0.000000, -0.509515, 95.573181, 1096, 904 
-0.000000, -0.471193, 95.714539, 1098, 902 
-0.000000, -0.448514, 95.849091, 1102, 898 
-0.000000, -0.424220, 95.976357, 1102, 898 
-0.000000, -0.410411, 96.099480, 1102, 898 
-0.000000, -0.403392, 96.220497, 1103, 897 
-0.000000, -0.398743, 96.340118, 1099, 901 
-0.000000, -0.394642, 96.458511, 1097, 903 
-0.000000, -0.390685, 96.575714, 1095, 905 
-0.000000, -0.381776, 96.690247, 1091, 909 
-0.000000, -0.363737, 96.799370, 1087, 913 
-0.000000, -0.342164, 96.902016, 1087, 913 
-0.000000, -0.292430, 96.989746, 1086, 914 
-0.000000, -0.243888, 97.062912, 1091, 909 
-0.000000, -0.185893, 97.118683, 1094, 906 
-0.000000, -0.127771, 97.157013, 1096, 904 
-0.000000, -0.073054, 97.178932, 1097, 903 
-0.000000, -0.033366, 97.188942, 1103, 897 
-0.000000, -0.000356, 97.189049, 1104, 896 
-0.000000, 0.018207, 97.183586, 1106, 894 
-0.000000, 0.042754, 97.170761, 1102, 898 
-0.000000, 0.044764, 97.157333, 1104, 896 
-0.000000, 0.021270, 97.150955, 1101, 899 
-0.000000, -0.015977, 97.155746, 1102, 898 
-0.000000, -0.046745, 97.169769, 1097, 903 
-0.000000, -0.072968, 97.191658, 1095, 905 
-0.000000, -0.094649, 97.220055, 1096, 904 
-0.000000, -0.097036, 97.249168, 1094, 906 
-0.000000, -0.104132, 97.280411, 1097, 903 
-0.000000, -0.103178, 97.311363, 1098, 902 
-0.000000, -0.102570, 97.342133, 1099, 901 
-0.000000, -0.096459, 97.371071, 1100, 900 
-0.000000, -0.093663, 97.399170, 1101, 899 
-0.000000, -0.092993, 97.427071, 1101, 899 
-0.000000, -0.098302, 97.456558, 1101, 899 
-0.000000, -0.103796, 97.487694, 1099, 901 
-0.000000, -0.122056, 97.524307, 1099, 901 
-0.000000, -0.142790, 97.567146, 1095, 905 
-0.000000, -0.165287, 97.616730, 1097, 903 
-0.000000, -0.170566, 97.667900, 1092, 908 
-0.000000, -0.169118, 97.718636, 1093, 907 
-0.000000, -0.166926, 97.768715, 1096, 904 
-0.000000, -0.145064, 97.812233, 1098, 902 
-0.000000, -0.109175, 97.844986, 1096, 904 
-0.000000, -0.078184, 97.868439, 1099, 901 
-0.000000, -0.052790, 97.884277, 1102, 898 
-0.000000, -0.029693, 97.893188, 1105, 895 
-0.000000, -0.008966, 97.895882, 1106, 894 
-0.000000, 0.003315, 97.894890, 1106, 894 
-0.000000, 0.017671, 97.889587, 1103, 897 
-0.000000, 0.018281, 97.884102, 1104, 896 
-0.000000, 0.011037, 97.880791, 1102, 898 
-0.000000, -0.006393, 97.882706, 1101, 899 
-0.000000, -0.032001, 97.892303, 1099, 901 
-0.000000, -0.051204, 97.907661, 1097, 903 
-0.000000, -0.066193, 97.927521, 1097, 903 
-0.000000, -0.073071, 97.949440, 1097, 903 
-0.000000, -0.086916, 97.975517, 1101, 899 
-0.000000, -0.092428, 98.003242, 1102, 898 
-0.000000, -0.101887, 98.033806, 1105, 895 
-0.000000, -0.115978, 98.068596, 1107, 893 
-0.000000, -0.132089, 98.108223, 1110, 890 
-0.000000, -0.143889, 98.151390, 1108, 892 
-0.000000, -0.168102, 98.201820, 1111, 889 
-0.000000, -0.189324, 98.258621, 1107, 893 
-0.000000, -0.227246, 98.326797, 1108, 892 
-0.000000, -0.259659, 98.404694, 1103, 897 
-0.000000, -0.295525, 98.493355, 1101, 899 
-0.000000, -0.314595, 98.587730, 1095, 905 
-0.000000, -0.336449, 98.688667, 1098, 902 
-0.000000, -0.336809, 98.789711, 1094, 906 
-0.000000, -0.329592, 98.888588, 1094, 906 
-0.000000, -0.319934, 98.984566, 1098, 902 
-0.000000, -0.284843, 99.070015, 1097, 903 
-0.000000, -0.255367, 99.146622, 1102, 898 
-0.000000, -0.231089, 99.215950, 1102, 898 
-0.000000, -0.196754, 99.274979, 1101, 899 
-0.000000, -0.161859, 99.323540, 1100, 900 
-0.000000, -0.149020, 99.368248, 1105, 895 
-0.000000, -0.127858, 99.406609, 1101, 899 
-0.000000, -0.126292, 99.444496, 1104, 896 
-0.000000, -0.124689, 99.481903, 1101, 899 
-0.000000, -0.118117, 99.517342, 1098, 902 
-0.000000, -0.113454, 99.551376, 1097, 903 
-0.000000, -0.112289, 99.585060, 1098, 902 
-0.000000, -0.100052, 99.615074, 1097, 903 
-0.000000, -0.094265, 99.643356, 1100, 900 
-0.000000, -0.078250, 99.666832, 1097, 903 
-0.000000, -0.064223, 99.686096, 1099, 901 
-0.000000, -0.051938, 99.701675, 1101, 899 
-0.000000, -0.039754, 99.713600, 1100, 900 
-0.000000, -0.041093, 99.725929, 1105, 895 
-0.000000, -0.039552, 99.737793, 1101, 899 
-0.000000, -0.048364, 99.752304, 1100, 900 
-0.000000, -0.059448, 99.770142, 1096, 904 
-0.000000, -0.078773, 99.793770, 1096, 904 
-0.000000, -0.094814, 99.822212, 1095, 905 
-0.000000, -0.100392, 99.852333, 1092, 908 
-0.000000, -0.090933, 99.879616, 1091, 909 
-0.000000, -0.080275, 99.903702, 1093, 907 
-0.000000, -0.050141, 99.918747, 1095, 905 
-0.000000, -0.022817, 99.925591, 1097, 903 
-0.000000, 0.002824, 99.924744, 1099, 901 
-0.000000, 0.014264, 99.920464, 1104, 896 
-0.000000, 0.027104, 99.912331, 1105, 895 
-0.000000, 0.030812, 99.903084, 1108, 892 
-0.000000, 0.042782, 99.890251, 1105, 895 
-0.000000, 0.035939, 99.879471, 1108, 892 
-0.000000, 0.031756, 99.869942, 1105, 895 
-0.000000, 0.016867, 99.864883, 1104, 896 
-0.000000, 0.004827, 99.863434, 1099, 901 
-0.000000, -0.004355, 99.864738, 1098, 902 
-0.000000, 0.003090, 99.863815, 1094, 906 
-0.000000, 0.017241, 99.858643, 1096, 904 
-0.000000, 0.028954, 99.849953, 1099, 901 
-0.000000, 0.057072, 99.832832, 1097, 903 
-0.000000, 0.063510, 99.813782, 1103, 897 
-0.000000, 0.063909, 99.794609, 1104, 896 
-0.000000, 0.067364, 99.774399, 1102, 898 
-0.000000, 0.059770, 99.756470, 1104, 896 
-0.000000, 0.061125, 99.738129, 1100, 900 
-0.000000, 0.038137, 99.726685, 1102, 898 
-0.000000, 0.022815, 99.719841, 1098, 902 
-0.000000, -0.004177, 99.721092, 1099, 901 
-0.000000, -0.025421, 99.728722, 1099, 901 
-0.000000, -0.030883, 99.737984, 1097, 903 
-0.000000, -0.034648, 99.748375, 1100, 900 
-0.000000, -0.033982, 99.758568, 1101, 899 
-0.000000, -0.026393, 99.766487, 1101, 899 
-0.000000, -0.019410, 99.772308, 1103, 897 
-0.000000, -0.022172, 99.778961, 1106, 894 
-0.000000, -0.018489, 99.784508, 1104, 896 
-0.000000, -0.019280, 99.790291, 1104, 896 
-0.000000, -0.022697, 99.797096, 1101, 899 
-0.000000, -0.021212, 99.803459, 1098, 902 
-0.000000, -0.031864, 99.813019, 1099, 901 
-0.000000, -0.025771, 99.820747, 1094, 906 
-0.000000, -0.014534, 99.825111, 1095, 905 
-0.000000, -0.005785, 99.826843, 1097, 903 
-0.000000, 0.012281, 99.823158, 1098, 902 
-0.000000, 0.023926, 99.815979, 1100, 900 
-0.000000, 0.035243, 99.805405, 1101, 899 
-0.000000, 0.039199, 99.793648, 1104, 896 
-0.000000, 0.040075, 99.781624, 1102, 898 
-0.000000, 0.031746, 99.772102, 1103, 897 
-0.000000, 0.019690, 99.766197, 1103, 897 
-0.000000, 0.010005, 99.763199, 1099, 901 
-0.000000, -0.003210, 99.764160, 1099, 901 
-0.000000, -0.011021, 99.767464, 1094, 906 
-0.000000, -0.025442, 99.775093, 1095, 905 
-0.000000, -0.031715, 99.784607, 1094, 906 
-0.000000, -0.022774, 99.791435, 1092, 908 
-0.000000, -0.007770, 99.793770, 1097, 903 
-0.000000, 0.013364, 99.789757, 1097, 903 
-0.000000, 0.033580, 99.779686, 1099, 901 
-0.000000, 0.042191, 99.767029, 1103, 897 
-0.000000, 0.050365, 99.751923, 1103, 897 
-0.000000, 0.046696, 99.737915, 1106, 894 
-0.000000, 0.042622, 99.725128, 1106, 894 
-0.000000, 0.029643, 99.716232, 1104, 896 
-0.000000, 0.007050, 99.714119, 1105, 895 
-0.000000, -0.004895, 99.715584, 1100, 900 
-0.000000, -0.022831, 99.722435, 1102, 898 
-0.000000, -0.025466, 99.730072, 1100, 900 
-0.000000, -0.021844, 99.736626, 1099, 901 
-0.000000, -0.012044, 99.740242, 1100, 900 
-0.000000, 0.009909, 99.737267, 1098, 902 
-0.000000, 0.011094, 99.733940, 1103, 897 
-0.000000, 0.016559, 99.728973, 1103, 897 
-0.000000, 0.022315, 99.722282, 1103, 897 
-0.000000, 0.026757, 99.714256, 1101, 899 
-0.000000, 0.018291, 99.708771, 1105, 895 
-0.000000, 0.008376, 99.706261, 1100, 900 
-0.000000, -0.026905, 99.714333, 1105, 895 
-0.000000, -0.034770, 99.724762, 1095, 905 
-0.000000, -0.050844, 99.740013, 1099, 901 
-0.000000, -0.060608, 99.758194, 1099, 901 
-0.000000, -0.050257, 99.773270, 1099, 901 
-0.000000, -0.057068, 99.790390, 1103, 897 
-0.000000, -0.051414, 99.805817, 1101, 899 
-0.000000, -0.045147, 99.819359, 1099, 901 
-0.000000, -0.036261, 99.830238, 1098, 902 
-0.000000, -0.021142, 99.836578, 1093, 907 
-0.000000, 0.007449, 99.834343, 1086, 914 
-0.000000, 0.072171, 99.812691, 1072, 928 
-0.000000, 0.166601, 99.762711, 1060, 940 
-0.000000, 0.275430, 99.680084, 1052, 948 
-0.000000, 0.437208, 99.548920, 1033, 967 
-0.000000, 0.636825, 99.357872, 1015, 985 
-0.000000, 0.886206, 99.092010, 994, 1006 
-0.000000, 1.178832, 98.738358, 970, 1030 
-0.000000, 1.512816, 98.284515, 951, 1049 
-0.000000, 1.894015, 97.716309, 932, 1068 
-0.000000, 2.323479, 97.019264, 918, 1082 
-0.000000, 2.787136, 96.183121, 903, 1097 
-0.000000, 3.248146, 95.208679, 902, 1098 
-0.000000, 3.758679, 94.081078, 892, 1108 
-0.000000, 4.255691, 92.804367, 895, 1105 
-0.000000, 4.767737, 91.374046, 899, 1101 
-0.000000, 5.250454, 89.798912, 905, 1095 
-0.000000, 5.673143, 88.096970, 921, 1079 
-0.000000, 6.092226, 86.269302, 924, 1076 
-0.000000, 6.429109, 84.340569, 943, 1057 
-0.000000, 6.737993, 82.319168, 947, 1053 
-0.000000, 6.981524, 80.224709, 958, 1042 
-0.000000, 7.183966, 78.069519, 962, 1038 
-0.000000, 7.346374, 75.865608, 961, 1039 
-0.000000, 7.456141, 73.628769, 970, 1030 
-0.000000, 7.540388, 71.366653, 973, 1027 
-0.000000, 7.615315, 69.082062, 972, 1028 
-0.000000, 7.660995, 66.783760, 976, 1024 
-0.000000, 7.700692, 64.473549, 973, 1027 
-0.000000, 7.700176, 62.163498, 980, 1020 
-0.000000, 7.727685, 59.845192, 969, 1031 
-0.000000, 7.724249, 57.527916, 972, 1028 
-0.000000, 7.725984, 55.210121, 965, 1035 
-0.000000, 7.733032, 52.890213, 959, 1041 
-0.000000, 7.716608, 50.575230, 959, 1041 
-0.000000, 7.709422, 48.262402, 950, 1050 
-0.000000, 7.679251, 45.958626, 953, 1047 
-0.000000, 7.663800, 43.659485, 947, 1053 
-0.000000, 7.645638, 41.365791, 946, 1054 
-0.000000, 7.618685, 39.080185, 947, 1053 
-0.000000, 7.586905, 36.804115, 946, 1054 
-0.000000, 7.545843, 34.540363, 955, 1045 
-0.000000, 7.509655, 32.287468, 955, 1045 
-0.000000, 7.458096, 30.050039, 963, 1037 
-0.000000, 7.397606, 27.830757, 969, 1031 
-0.000000, 7.320412, 25.634634, 976, 1024 
-0.000000, 7.225274, 23.467052, 982, 1018 
-0.000000, 7.098273, 21.337570, 992, 1008 
-0.000000, 6.956843, 19.250517, 995, 1005 
-0.000000, 6.799969, 17.210526, 1000, 1000 
-0.000000, 6.623264, 15.223546, 1003, 997 
-0.000000, 6.438798, 13.291906, 1004, 996 
-0.000000, 6.250931, 11.416627, 1004, 996 
-0.000000, 6.059001, 9.598927, 1006, 994 
-0.000000, 5.864105, 7.839695, 1004, 996 
-0.000000, 5.682058, 6.135077, 1001, 999 
-0.000000, 5.503158, 4.484130, 1001, 999 
-0.000000, 5.337464, 2.882891, 995, 1005 
-0.000000, 5.177840, 1.329539, 994, 1006 
-0.000000, 5.029303, -0.179252, 987, 1013 
-0.000000, 4.866202, -1.639113, 988, 1012 
-0.000000, 4.711967, -3.052703, 984, 1016 
-0.000000, 4.567986, -4.423099, 977, 1023 
-0.000000, 4.431337, -5.752500, 973, 1027 
-0.000000, 4.313140, -7.046442, 966, 1034 
-0.000000, 4.209357, -8.309249, 960, 1040 
-0.000000, 4.103528, -9.540307, 959, 1041 
-0.000000, 4.022803, -10.747149, 952, 1048 
-0.000000, 3.947752, -11.931475, 949, 1051 
-0.000000, 3.886188, -13.097331, 946, 1054 
-0.000000, 3.831769, -14.246861, 945, 1055 
-0.000000, 3.787118, -15.382997, 945, 1055 
-0.000000, 3.741084, -16.505322, 947, 1053 
-0.000000, 3.710761, -17.618549, 946, 1054 
-0.000000, 3.666548, -18.718513, 950, 1050 
-0.000000, 3.634696, -19.808922, 948, 1052 
-0.000000, 3.602777, -20.889755, 948, 1052 
-0.000000, 3.554777, -21.956188, 954, 1046 
-0.000000, 3.514401, -23.010509, 951, 1049 
-0.000000, 3.469920, -24.051485, 953, 1047 
-0.000000, 3.423470, -25.078526, 953, 1047 
-0.000000, 3.364008, -26.087729, 959, 1041 
-0.000000, 3.314045, -27.081942, 959, 1041 
-0.000000, 3.262719, -28.060757, 960, 1040 
-0.000000, 3.202140, -29.021399, 963, 1037 
-0.000000, 3.142078, -29.964022, 965, 1035 
-0.000000, 3.075258, -30.886599, 967, 1033 
-0.000000, 2.993292, -31.784586, 970, 1030 
-0.000000, 2.914358, -32.658894, 967, 1033 
-0.000000, 2.815914, -33.503670, 969, 1031 
-0.000000, 2.716949, -34.318756, 968, 1032 
-0.000000, 2.605453, -35.100391, 966, 1034 
-0.000000, 2.503747, -35.851517, 962, 1038 
-0.000000, 2.397458, -36.570755, 962, 1038 
-0.000000, 2.292880, -37.258617, 959, 1041 
-0.000000, 2.191628, -37.916107, 958, 1042 
-0.000000, 2.090156, -38.543156, 958, 1042 
-0.000000, 2.002271, -39.143837, 955, 1045 
-0.000000, 1.905493, -39.715485, 962, 1038 
-0.000000, 1.816420, -40.260410, 961, 1039 
-0.000000, 1.725468, -40.778049, 964, 1036 
-0.000000, 1.633075, -41.267971, 964, 1036 
-0.000000, 1.538495, -41.729519, 966, 1034 
-0.000000, 1.454457, -42.165855, 962, 1038 
-0.000000, 1.364387, -42.575172, 965, 1035 
-0.000000, 1.292470, -42.962914, 962, 1038 
-0.000000, 1.228859, -43.331570, 959, 1041 
-0.000000, 1.164694, -43.680977, 960, 1040 
-0.000000, 1.113871, -44.015137, 956, 1044 
-0.000000, 1.077783, -44.338470, 957, 1043 
-0.000000, 1.052058, -44.654087, 955, 1045 
-0.000000, 1.027125, -44.962223, 957, 1043 
-0.000000, 1.010209, -45.265285, 955, 1045 
-0.000000, 1.014569, -45.569656, 950, 1050 
-0.000000, 1.012214, -45.873322, 951, 1049 
-0.000000, 1.004135, -46.174561, 950, 1050 
-0.000000, 0.995513, -46.473213, 950, 1050 
-0.000000, 0.985135, -46.768753, 950, 1050 
-0.000000, 0.982499, -47.063503, 946, 1054 
-0.000000, 0.966862, -47.353561, 950, 1050 
-0.000000, 0.953370, -47.639572, 947, 1053 
-0.000000, 0.934720, -47.919987, 947, 1053 
-0.000000, 0.904930, -48.191467, 948, 1052 
-0.000000, 0.887217, -48.457634, 942, 1058 
-0.000000, 0.857390, -48.714851, 946, 1054 
-0.000000, 0.834211, -48.965115, 944, 1056 
-0.000000, 0.812363, -49.208824, 944, 1056 
-0.000000, 0.773888, -49.440990, 948, 1052 
-0.000000, 0.745795, -49.664730, 945, 1055 
-0.000000, 0.714546, -49.879093, 947, 1053 
-0.000000, 0.694468, -50.087433, 943, 1057 
-0.000000, 0.669596, -50.288311, 945, 1055 
-0.000000, 0.658616, -50.485897, 942, 1058 
-0.000000, 0.657970, -50.683289, 941, 1059 
-0.000000, 0.647497, -50.877537, 944, 1056 
-0.000000, 0.646948, -51.071621, 943, 1057 
-0.000000, 0.659919, -51.269596, 942, 1058 
-0.000000, 0.663115, -51.468529, 947, 1053 
-0.000000, 0.660613, -51.666714, 951, 1049 
-0.000000, 0.670046, -51.867729, 947, 1053 
-0.000000, 0.670143, -52.068771, 949, 1051 
-0.000000, 0.674730, -52.271191, 949, 1051 
-0.000000, 0.666679, -52.471195, 953, 1047 
-0.000000, 0.657321, -52.668392, 953, 1047 
-0.000000, 0.640028, -52.860401, 954, 1046 
-0.000000, 0.618239, -53.045872, 953, 1047 
-0.000000, 0.582542, -53.220634, 956, 1044 
-0.000000, 0.557916, -53.388008, 951, 1049 
-0.000000, 0.506433, -53.539936, 956, 1044 
-0.000000, 0.472413, -53.681660, 952, 1048 
-0.000000, 0.433059, -53.811577, 953, 1047 
-0.000000, 0.391246, -53.928951, 953, 1047 
-0.000000, 0.366137, -54.038792, 945, 1055 
-0.000000, 0.313872, -54.132954, 953, 1047 
-0.000000, 0.275891, -54.215721, 949, 1051 
-0.000000, 0.240123, -54.287758, 949, 1051 
-0.000000, 0.205989, -54.349556, 948, 1052 
-0.000000, 0.171556, -54.401024, 948, 1052 
-0.000000, 0.145427, -54.444653, 946, 1054 
-0.000000, 0.127226, -54.482819, 943, 1057 
-0.000000, 0.102855, -54.513676, 945, 1055 
-0.000000, 0.098090, -54.543102, 942, 1058 
-0.000000, 0.093365, -54.571114, 944, 1056 
-0.000000, 0.094530, -54.599472, 944, 1056 
-0.000000, 0.100660, -54.629669, 946, 1054 
-0.000000, 0.107587, -54.661945, 947, 1053 
-0.000000, 0.121549, -54.698410, 948, 1052 
-0.000000, 0.136092, -54.739239, 949, 1051 
-0.000000, 0.149959, -54.784225, 949, 1051 
-0.000000, 0.160226, -54.832294, 950, 1050 
-0.000000, 0.166887, -54.882362, 950, 1050 
-0.000000, 0.179637, -54.936253, 949, 1051 
-0.000000, 0.182558, -54.991020, 952, 1048 
-0.000000, 0.192037, -55.048630, 948, 1052 
-0.000000, 0.187710, -55.104942, 951, 1049 
-0.000000, 0.183573, -55.160015, 948, 1052 
-0.000000, 0.178546, -55.213577, 948, 1052 
-0.000000, 0.169011, -55.264282, 946, 1054 
-0.000000, 0.149774, -55.309216, 949, 1051 
-0.000000, 0.137376, -55.350430, 946, 1054 
-0.000000, 0.136651, -55.391426, 943, 1057 
-0.000000, 0.116837, -55.426476, 946, 1054 
-0.000000, 0.106699, -55.458485, 942, 1058 
-0.000000, 0.102425, -55.489212, 941, 1059 
-0.000000, 0.104932, -55.520691, 938, 1062 
-0.000000, 0.103587, -55.551765, 938, 1062 
-0.000000, 0.102520, -55.582520, 937, 1063 
-0.000000, 0.109894, -55.615486, 936, 1064 
-0.000000, 0.114570, -55.649857, 937, 1063 
-0.000000, 0.113322, -55.683853, 940, 1060 
