yaw_desired,yaw_gyro,m1,m2,m3,m4
0.000000, -6.727134, 579, 620, 620, 579 
0.000000, 4.991973, 614, 585, 585, 614 
0.000000, -4.316172, 587, 612, 612, 587 
0.000000, 5.358196, 616, 583, 583, 616 
0.000000, -5.170690, 584, 615, 615, 584 
0.000000, 2.550493, 607, 592, 592, 607 
0.000000, -4.590838, 586, 613, 613, 586 
0.000000, 2.703085, 608, 591, 591, 608 
0.000000, -5.018097, 584, 615, 615, 584 
0.000000, 0.719382, 602, 597, 597, 602 
0.000000, -6.818689, 579, 620, 620, 579 
0.000000, 2.550493, 607, 592, 592, 607 
0.000000, -4.133061, 587, 612, 612, 587 
0.000000, 2.184271, 606, 593, 593, 606 
0.000000, -4.621357, 586, 613, 613, 586 
0.000000, 2.031678, 606, 593, 593, 606 
0.000000, -2.820765, 591, 608, 608, 591 
0.000000, 0.841456, 602, 597, 597, 602 
0.000000, -4.499283, 586, 613, 613, 586 
0.000000, 2.092715, 606, 593, 593, 606 
0.000000, -4.377209, 586, 613, 613, 586 
0.000000, 1.695974, 605, 594, 594, 605 
0.000000, -4.316172, 587, 612, 612, 587 
0.000000, 2.550493, 607, 592, 592, 607 
0.000000, -4.285653, 587, 612, 612, 587 
0.000000, 2.886196, 608, 591, 591, 608 
0.000000, -2.332469, 593, 606, 606, 593 
0.000000, 4.351085, 613, 586, 586, 613 
0.000000, -1.691580, 594, 605, 605, 594 
0.000000, 4.839381, 614, 585, 585, 614 
0.000000, -1.630543, 595, 604, 604, 595 
0.000000, 5.205603, 615, 584, 584, 615 
0.000000, -0.684469, 597, 602, 602, 597 
0.000000, 3.954344, 611, 588, 588, 611 
0.000000, -3.492172, 589, 610, 610, 589 
0.000000, 2.947233, 608, 591, 591, 608 
0.000000, -5.109653, 584, 615, 615, 584 
0.000000, 2.397900, 607, 592, 592, 607 
0.000000, -5.414838, 583, 616, 616, 583 
0.000000, 0.658345, 601, 598, 598, 601 
7.031250, -5.201209, 563, 636, 636, 563 
7.031250, 0.810938, 581, 618, 618, 581 
7.031250, -2.271432, 572, 627, 627, 572 
7.031250, 4.808863, 593, 606, 606, 593 
7.031250, -1.081210, 575, 624, 624, 575 
7.031250, 3.557604, 589, 610, 610, 589 
7.031250, -3.858394, 567, 632, 632, 567 
7.031250, 0.231086, 579, 620, 620, 579 
85.156250, -4.316172, 331, 868, 868, 331 
85.156250, 1.116123, 347, 852, 852, 347 
85.156250, 8.989898, 371, 828, 828, 371 
85.156250, 40.637592, 466, 733, 733, 466 
85.156250, 29.437300, 432, 767, 767, 432 
85.156250, 43.445297, 474, 725, 725, 474 
85.156250, 19.701895, 403, 796, 796, 403 
85.156250, 34.442337, 447, 752, 752, 447 
85.156250, 17.474043, 396, 803, 803, 396 
85.156250, 32.916412, 443, 756, 756, 443 
85.156250, 15.032563, 389, 810, 810, 389 
85.156250, 28.735374, 430, 769, 769, 430 
85.156250, 13.567675, 385, 814, 814, 385 
85.156250, 28.155521, 428, 771, 771, 428 
85.156250, 15.124118, 389, 810, 810, 389 
85.156250, 28.765892, 430, 769, 769, 430 
85.156250, 12.835230, 383, 816, 816, 383 
85.156250, 21.807673, 409, 790, 790, 409 
85.156250, 5.938047, 362, 837, 837, 362 
85.156250, 16.711082, 394, 805, 805, 394 
85.156250, 3.679678, 355, 844, 844, 355 
85.156250, 13.781303, 385, 814, 814, 385 
85.156250, -0.409803, 343, 856, 856, 343 
85.156250, 10.637897, 376, 823, 823, 376 
85.156250, -1.142247, 341, 858, 858, 341 
85.156250, 11.065157, 377, 822, 822, 377 
85.156250, -0.104618, 344, 855, 855, 344 
85.156250, 9.905453, 374, 825, 825, 374 
85.156250, 0.353160, 345, 854, 854, 345 
85.156250, 10.546342, 376, 823, 823, 376 
85.156250, -0.318247, 343, 856, 856, 343 
85.156250, 9.630787, 373, 826, 826, 373 
85.156250, 0.200568, 345, 854, 854, 345 
85.156250, 9.844416, 374, 825, 825, 374 
85.156250, -0.013062, 344, 855, 855, 344 
85.156250, 8.654194, 370, 829, 829, 370 
85.156250, 1.451826, 348, 851, 851, 348 
100.000000, 9.356120, 328, 871, 871, 328 
100.000000, 1.634937, 304, 895, 895, 304 
100.000000, 11.553452, 334, 865, 865, 334 
100.000000, 9.173009, 327, 872, 872, 327 
100.000000, 12.713156, 338, 861, 861, 338 
100.000000, 4.534196, 313, 886, 886, 313 
100.000000, 10.424268, 331, 868, 868, 331 
100.000000, 4.473159, 313, 886, 886, 313 
100.000000, 7.982788, 323, 876, 876, 323 
100.000000, 3.313456, 309, 890, 890, 309 
100.000000, 6.823084, 320, 879, 879, 320 
100.000000, -0.806543, 297, 902, 902, 297 
100.000000, 5.449751, 316, 883, 883, 316 
100.000000, 0.017457, 300, 899, 899, 300 
100.000000, 7.372417, 322, 877, 877, 322 
100.000000, 0.902493, 302, 897, 897, 302 
100.000000, 3.801752, 311, 888, 888, 311 
100.000000, 0.383679, 301, 898, 898, 301 
100.000000, 4.534196, 313, 886, 886, 313 
100.000000, -1.996765, 294, 905, 905, 294 
100.000000, 0.047975, 300, 899, 899, 300 
100.000000, -4.346690, 286, 913, 913, 286 
100.000000, -0.684469, 297, 902, 902, 297 
100.000000, -4.804468, 285, 914, 914, 285 
100.000000, -1.477950, 295, 904, 904, 295 
100.000000, -6.849208, 279, 920, 920, 279 
100.000000, -3.736320, 288, 911, 911, 288 
100.000000, -7.917356, 276, 923, 923, 276 
100.000000, -3.431135, 289, 910, 910, 289 
100.000000, -5.140172, 284, 915, 915, 284 
100.000000, -2.546098, 292, 907, 907, 292 
100.000000, -4.865505, 285, 914, 914, 285 
100.000000, 0.536271, 301, 898, 898, 301 
100.000000, -0.928617, 297, 902, 902, 297 
100.000000, 2.062197, 306, 893, 893, 306 
100.000000, -0.074099, 299, 900, 900, 299 
100.000000, 1.573900, 304, 895, 895, 304 
100.000000, -0.806543, 297, 902, 902, 297 
100.000000, -0.165655, 299, 900, 900, 299 
100.000000, -1.050691, 296, 903, 903, 296 
100.000000, 2.367382, 307, 892, 892, 307 
100.000000, 2.794641, 308, 891, 891, 308 
100.000000, 5.144566, 315, 884, 884, 315 
92.187500, 3.984863, 335, 864, 864, 335 
92.187500, 3.923826, 335, 864, 864, 335 
92.187500, 1.085604, 326, 873, 873, 326 
92.187500, -1.386395, 319, 880, 880, 319 
92.187500, -0.562395, 321, 878, 878, 321 
92.187500, -1.600025, 318, 881, 881, 318 
92.187500, -1.142247, 320, 879, 879, 320 
92.187500, -3.034394, 314, 885, 885, 314 
92.187500, -1.416914, 319, 880, 880, 319 
92.187500, -4.224616, 310, 889, 889, 310 
92.187500, -3.949950, 311, 888, 888, 311 
92.187500, -5.842097, 305, 894, 894, 305 
92.187500, -3.400616, 313, 886, 886, 313 
92.187500, -3.492172, 312, 887, 887, 312 
92.187500, -2.851283, 314, 885, 885, 314 
92.187500, -7.581652, 300, 899, 899, 300 
92.187500, -4.529801, 309, 890, 890, 309 
92.187500, -4.499283, 309, 890, 890, 309 
92.187500, -1.081210, 320, 879, 879, 320 
92.187500, -4.316172, 310, 889, 889, 310 
92.187500, -4.621357, 309, 890, 890, 309 
92.187500, -8.161505, 298, 901, 901, 298 
92.187500, -4.712913, 309, 890, 890, 309 
92.187500, -6.330393, 304, 895, 895, 304 
92.187500, -2.973357, 314, 885, 885, 314 
92.187500, -5.750542, 306, 893, 893, 306 
92.187500, -2.790246, 315, 884, 884, 315 
92.187500, -4.102542, 311, 888, 888, 311 
92.187500, -0.745506, 321, 878, 878, 321 
92.187500, -2.149358, 316, 883, 883, 316 
92.187500, 1.695974, 328, 871, 871, 328 
92.187500, 0.536271, 325, 874, 874, 325 
92.187500, 3.527085, 334, 865, 865, 334 
92.187500, 2.306345, 330, 869, 869, 330 
92.187500, 6.334788, 342, 857, 857, 342 
92.187500, 5.541307, 340, 859, 859, 340 
92.187500, 6.487381, 342, 857, 857, 342 
0.000000, 5.327677, 615, 584, 584, 615 
0.000000, 6.395825, 619, 580, 580, 619 
0.000000, -14.692466, 555, 644, 644, 555 
0.000000, -46.675861, 459, 740, 740, 459 
0.000000, -39.656605, 481, 718, 718, 481 
0.000000, -40.572159, 478, 721, 721, 478 
0.000000, -18.537798, 544, 655, 655, 544 
0.000000, -23.848019, 528, 671, 671, 528 
0.000000, -13.319133, 560, 639, 639, 560 
0.000000, -27.662832, 517, 682, 682, 517 
0.000000, -16.615133, 550, 649, 649, 550 
0.000000, -24.305798, 527, 672, 672, 527 
0.000000, -11.060762, 566, 633, 633, 566 
0.000000, -20.338390, 538, 661, 661, 538 
0.000000, -6.605060, 580, 619, 619, 580 
0.000000, -14.661947, 556, 643, 643, 556 
0.000000, -2.759728, 591, 608, 608, 591 
0.000000, -14.936613, 555, 644, 644, 555 
0.000000, 0.505753, 601, 598, 598, 601 
0.000000, -9.229652, 572, 627, 627, 572 
0.000000, 3.618641, 610, 589, 589, 610 
0.000000, -5.781060, 582, 617, 617, 582 
0.000000, 4.442640, 613, 586, 586, 613 
0.000000, -5.903134, 582, 617, 617, 582 
0.000000, 4.656270, 613, 586, 586, 613 
0.000000, -6.605060, 580, 619, 619, 580 
0.000000, 3.374493, 610, 589, 589, 610 
0.000000, -4.926542, 585, 614, 614, 585 
0.000000, 4.412122, 613, 586, 586, 613 
0.000000, -5.292764, 584, 615, 615, 584 
0.000000, 4.015381, 612, 587, 587, 612 
0.000000, -5.231727, 584, 615, 615, 584 
0.000000, 4.778344, 614, 585, 585, 614 
0.000000, -3.949950, 588, 611, 611, 588 
0.000000, 4.076418, 612, 587, 587, 612 
0.000000, -3.248024, 590, 609, 609, 590 
0.000000, 4.869900, 614, 585, 585, 614 
0.000000, -1.508469, 595, 604, 604, 595 
0.000000, 5.358196, 616, 583, 583, 616 
0.000000, -2.027284, 593, 606, 606, 593 
0.000000, 3.588122, 610, 589, 589, 610 
0.000000, -3.064913, 590, 609, 609, 590 
0.000000, 4.595233, 613, 586, 586, 613 
0.000000, -3.675283, 588, 611, 611, 588 
0.000000, 2.764122, 608, 591, 591, 608 
0.000000, -4.529801, 586, 613, 613, 586 
0.000000, 2.672567, 608, 591, 591, 608 
0.000000, -2.912320, 591, 608, 608, 591 
0.000000, 2.489456, 607, 592, 592, 607 
0.000000, -3.003876, 590, 609, 609, 590 
0.000000, 2.367382, 607, 592, 592, 607 
0.000000, -3.034394, 590, 609, 609, 590 
0.000000, 3.435530, 610, 589, 589, 610 
0.000000, -2.546098, 592, 607, 607, 592 
0.000000, 3.740715, 611, 588, 588, 611 
-11.718750, -2.332469, 628, 571, 571, 628 
-11.718750, 1.360271, 639, 560, 560, 639 
-11.718750, -4.834986, 620, 579, 579, 620 
-11.718750, -1.142247, 631, 568, 568, 631 
-11.718750, -6.238838, 616, 583, 583, 616 
-11.718750, -1.355876, 631, 568, 568, 631 
-11.718750, -1.630543, 630, 569, 569, 630 
-11.718750, 4.259530, 647, 552, 552, 647 
-99.218750, -1.722099, 892, 307, 307, 892 
-99.218750, -1.111728, 894, 305, 305, 894 
-99.218750, -15.913206, 849, 350, 350, 849 
-99.218750, -43.349346, 767, 432, 432, 767 
-99.218750, -36.574234, 787, 412, 412, 787 
-99.218750, -43.959717, 765, 434, 434, 765 
-99.218750, -24.702536, 823, 376, 376, 823 
-99.218750, -25.618092, 820, 379, 379, 820 
-99.218750, -10.541948, 866, 333, 333, 866 
-99.218750, -24.397352, 824, 375, 375, 824 
-99.218750, -14.692466, 853, 346, 346, 853 
-99.218750, -22.779871, 829, 370, 370, 829 
-99.218750, -10.084170, 867, 332, 332, 867 
-99.218750, -17.439131, 845, 354, 354, 845 
-99.218750, -7.856319, 874, 325, 325, 874 
-99.218750, -14.570392, 853, 346, 346, 853 
-99.218750, -5.475875, 881, 318, 318, 881 
-99.218750, -12.830836, 859, 340, 340, 859 
-99.218750, -4.560320, 883, 316, 316, 883 
-99.218750, -11.365948, 863, 336, 336, 863 
-99.218750, -2.515580, 890, 309, 309, 890 
-99.218750, -8.558245, 871, 328, 328, 871 
-99.218750, 0.627827, 899, 300, 300, 899 
-99.218750, -3.217505, 888, 311, 311, 888 
-99.218750, 5.510788, 914, 285, 285, 914 
-99.218750, -1.294840, 893, 306, 306, 893 
-99.218750, 5.419233, 913, 286, 286, 913 
-99.218750, -3.431135, 887, 312, 312, 887 
-99.218750, 4.015381, 909, 290, 290, 909 
-99.218750, -1.508469, 893, 306, 306, 893 
-99.218750, 5.205603, 913, 286, 286, 913 
-99.218750, -1.020173, 894, 305, 305, 894 
-99.218750, 4.717307, 911, 288, 288, 911 
-99.218750, -1.172765, 894, 305, 305, 894 
-99.218750, 3.893307, 909, 290, 290, 909 
-99.218750, -2.393506, 890, 309, 309, 890 
-99.218750, 4.106937, 909, 290, 290, 909 
-99.218750, -3.370098, 887, 312, 312, 887 
-99.218750, 3.618641, 908, 291, 291, 908 
-99.218750, -4.010987, 885, 314, 314, 885 
-99.218750, 1.848567, 903, 296, 296, 903 
-99.218750, -5.262246, 881, 318, 318, 881 
-99.218750, 1.360271, 901, 298, 298, 901 
-99.218750, -5.903134, 879, 320, 320, 879 
-99.218750, 1.299234, 901, 298, 298, 901 
-99.218750, -7.184912, 876, 323, 323, 876 
-99.218750, -1.905210, 891, 308, 308, 891 
-99.218750, -7.825800, 874, 325, 325, 874 
-99.218750, -0.135136, 897, 302, 302, 897 
-99.218750, -5.567430, 880, 319, 319, 880 
-99.218750, -1.264321, 893, 306, 306, 893 
-99.218750, -7.917356, 873, 326, 326, 873 
-99.218750, -1.874691, 892, 307, 307, 892 
-99.218750, -7.703726, 874, 325, 325, 874 
-99.218750, -1.233802, 893, 306, 306, 893 
-99.218750, -3.614246, 886, 313, 313, 886 
-99.218750, 1.146641, 901, 298, 298, 901 
-99.218750, -2.515580, 890, 309, 309, 890 
-99.218750, 1.757012, 902, 297, 297, 902 
-99.218750, -1.813654, 892, 307, 307, 892 
-99.218750, 2.336863, 904, 295, 295, 904 
-99.218750, -1.844173, 892, 307, 307, 892 
-99.218750, 0.444716, 898, 301, 301, 898 
-99.218750, -2.454543, 890, 309, 309, 890 
-99.218750, 1.604419, 902, 297, 297, 902 
-99.218750, -1.996765, 891, 308, 308, 891 
-99.218750, 2.245308, 904, 295, 295, 904 
-99.218750, -2.027284, 891, 308, 308, 891 
-99.218750, 1.512863, 902, 297, 297, 902 
-99.218750, -1.996765, 891, 308, 308, 891 
-99.218750, 2.214789, 904, 295, 295, 904 
-99.218750, -3.644765, 886, 313, 313, 886 
-99.218750, 0.780419, 899, 300, 300, 899 
-99.218750, -4.346690, 884, 315, 315, 884 
-99.218750, 2.001160, 903, 296, 296, 903 
-99.218750, -2.637654, 889, 310, 310, 889 
-99.218750, 3.160863, 907, 292, 292, 907 
-99.218750, -5.414838, 881, 318, 318, 881 
-99.218750, -0.501358, 896, 303, 303, 896 
-99.218750, -7.795282, 874, 325, 325, 874 
-99.218750, -1.233802, 893, 306, 306, 893 
-99.218750, -5.353801, 881, 318, 318, 881 
-99.218750, -1.111728, 894, 305, 305, 894 
-99.218750, -8.253060, 872, 327, 327, 872 
-99.218750, -1.844173, 892, 307, 307, 892 
-99.218750, -7.123875, 876, 323, 323, 876 
-99.218750, 0.322642, 898, 301, 301, 898 
-99.218750, -6.269356, 878, 321, 321, 878 
-99.218750, -0.470840, 896, 303, 303, 896 
-99.218750, -5.536912, 881, 318, 318, 881 
-99.218750, 0.871975, 900, 299, 299, 900 
-99.218750, -3.248024, 887, 312, 312, 887 
-99.218750, 1.757012, 902, 297, 297, 902 
-99.218750, -3.125950, 888, 311, 311, 888 
-85.156250, 2.550493, 863, 336, 336, 863 
-85.156250, -1.050691, 852, 347, 347, 852 
-85.156250, 5.419233, 871, 328, 328, 871 
-85.156250, 5.785455, 872, 327, 327, 872 
-85.156250, 10.821009, 887, 312, 312, 887 
-85.156250, 6.731529, 875, 324, 324, 875 
-85.156250, 8.837305, 881, 318, 318, 881 
-85.156250, 2.703085, 863, 336, 336, 863 
-85.156250, 6.914640, 876, 323, 323, 876 
-85.156250, 2.672567, 863, 336, 336, 863 
-85.156250, 8.989898, 882, 317, 317, 882 
-85.156250, 5.846492, 873, 326, 326, 873 
-85.156250, 8.104861, 879, 320, 320, 879 
-85.156250, 2.153752, 861, 338, 338, 861 
-85.156250, 6.456862, 874, 325, 325, 874 
-85.156250, 1.238197, 859, 340, 340, 859 
-85.156250, 4.747826, 869, 330, 330, 869 
-85.156250, -0.592914, 853, 346, 346, 853 
-85.156250, 1.482345, 859, 340, 340, 859 
-85.156250, -2.668172, 847, 352, 352, 847 
-85.156250, 1.146641, 858, 341, 341, 858 
-85.156250, -2.332469, 848, 351, 351, 848 
-85.156250, 0.200568, 856, 343, 343, 856 
-85.156250, -3.675283, 844, 355, 355, 844 
-85.156250, -1.203284, 851, 348, 348, 851 
-85.156250, -4.468764, 842, 357, 357, 842 
-85.156250, -1.477950, 851, 348, 348, 851 
-85.156250, -5.140172, 840, 359, 359, 840 
-85.156250, -2.973357, 846, 353, 353, 846 
-85.156250, -6.360912, 836, 363, 363, 836 
-85.156250, -2.454543, 848, 351, 351, 848 
-85.156250, -6.391430, 836, 363, 363, 836 
-85.156250, -3.064913, 846, 353, 353, 846 
-85.156250, -5.353801, 839, 360, 360, 839 
-85.156250, -3.186987, 845, 354, 354, 845 
-85.156250, -3.156468, 845, 354, 354, 845 
-85.156250, -1.508469, 850, 349, 349, 850 
0.000000, -0.379284, 598, 601, 601, 598 
0.000000, 2.825160, 608, 591, 591, 608 
0.000000, 15.734489, 647, 552, 552, 647 
0.000000, 53.852112, 761, 438, 438, 761 
0.000000, 43.048557, 729, 470, 470, 729 
0.000000, 41.370037, 724, 475, 475, 724 
0.000000, 14.635822, 643, 556, 556, 643 
0.000000, 18.450636, 655, 544, 544, 655 
0.000000, 7.708121, 623, 576, 576, 623 
0.000000, 23.364117, 670, 529, 529, 670 
0.000000, 10.973601, 632, 567, 567, 632 
0.000000, 20.739525, 662, 537, 537, 662 
0.000000, 7.586047, 622, 577, 577, 622 
0.000000, 17.382488, 652, 547, 547, 652 
0.000000, 5.266640, 615, 584, 584, 615 
0.000000, 16.650045, 649, 550, 550, 649 
0.000000, 4.747826, 614, 585, 585, 614 
0.000000, 11.095675, 633, 566, 566, 633 
0.000000, -0.562395, 598, 601, 601, 598 
0.000000, 12.041749, 636, 563, 563, 636 
0.000000, 3.008271, 609, 590, 590, 609 
0.000000, 10.759972, 632, 567, 567, 632 
0.000000, -0.592914, 598, 601, 601, 598 
0.000000, 6.151677, 618, 581, 581, 618 
0.000000, -3.736320, 588, 611, 611, 588 
0.000000, 6.517899, 619, 580, 580, 619 
0.000000, -3.614246, 589, 610, 610, 589 
0.000000, 2.733604, 608, 591, 591, 608 
0.000000, -6.452467, 580, 619, 619, 580 
0.000000, 1.573900, 604, 595, 595, 604 
0.000000, -8.375134, 574, 625, 625, 574 
0.000000, 1.787530, 605, 594, 594, 605 
0.000000, -4.163579, 587, 612, 612, 587 
0.000000, 3.893307, 611, 588, 588, 611 
0.000000, -3.736320, 588, 611, 611, 588 
0.000000, 3.435530, 610, 589, 589, 610 
0.000000, -4.529801, 586, 613, 613, 586 
0.000000, 4.198493, 612, 587, 587, 612 
0.000000, -1.844173, 594, 605, 605, 594 
0.000000, 5.938047, 617, 582, 582, 617 
0.000000, -2.881802, 591, 608, 608, 591 
0.000000, 3.649159, 610, 589, 589, 610 
0.000000, -4.377209, 586, 613, 613, 586 
0.000000, 3.008271, 609, 590, 590, 609 
0.000000, -4.621357, 586, 613, 613, 586 
0.000000, 3.343974, 610, 589, 589, 610 
0.000000, -5.262246, 584, 615, 615, 584 
0.000000, 3.282937, 609, 590, 590, 609 
0.000000, -4.224616, 587, 612, 612, 587 
0.000000, 4.015381, 612, 587, 587, 612 
0.000000, -5.597949, 583, 616, 616, 583 
0.000000, 3.771233, 611, 588, 588, 611 
0.000000, -4.987579, 585, 614, 614, 585 
0.000000, 4.045900, 612, 587, 587, 612 
0.000000, -3.522691, 589, 610, 610, 589 
0.000000, 4.106937, 612, 587, 587, 612 
0.000000, -3.125950, 590, 609, 609, 590 
0.000000, 8.532121, 625, 574, 574, 625 
0.000000, 3.435530, 610, 589, 589, 610 
0.000000, 8.532121, 625, 574, 574, 625 
0.000000, 2.794641, 608, 591, 591, 608 
0.000000, 7.402936, 622, 577, 577, 622 
0.000000, 2.214789, 606, 593, 593, 606 
0.000000, 6.731529, 620, 579, 579, 620 
0.000000, 0.841456, 602, 597, 597, 602 
0.000000, -0.562395, 598, 601, 601, 598 
0.000000, 1.573900, 604, 595, 595, 604 
0.000000, -9.901059, 570, 629, 629, 570 
0.000000, -5.628468, 583, 616, 616, 583 
0.000000, -8.161505, 575, 624, 624, 575 
0.000000, -5.842097, 582, 617, 617, 582 
0.000000, -4.377209, 586, 613, 613, 586 
0.000000, -3.919431, 588, 611, 611, 588 
0.000000, -2.057802, 593, 606, 606, 593 
0.000000, -0.562395, 598, 601, 601, 598 
0.000000, 2.794641, 608, 591, 591, 608 
0.000000, 4.290048, 612, 587, 587, 612 
0.000000, 9.783380, 629, 570, 570, 629 
0.000000, 16.405897, 649, 550, 550, 649 
0.000000, 21.044710, 663, 536, 536, 663 
0.000000, 26.202337, 678, 521, 521, 678 
0.000000, 30.383373, 691, 508, 508, 691 
0.000000, 36.578632, 709, 490, 490, 709 
0.000000, 38.226635, 714, 485, 485, 714 
0.000000, 40.179817, 720, 479, 479, 720 
0.000000, 47.351665, 742, 457, 457, 742 
0.000000, 52.448257, 757, 442, 442, 757 
0.000000, 60.840847, 782, 417, 417, 782 
0.000000, 67.005585, 801, 398, 398, 801 
0.000000, 74.818321, 824, 375, 375, 824 
0.000000, 80.677872, 842, 357, 357, 842 
0.000000, 82.692093, 848, 351, 351, 848 
0.000000, 80.250610, 840, 359, 359, 840 
0.000000, 79.548691, 838, 361, 361, 838 
0.000000, 81.074615, 843, 356, 356, 843 
0.000000, 79.335060, 838, 361, 361, 838 
0.000000, 77.259804, 831, 368, 368, 831 
0.000000, 72.071655, 816, 383, 383, 816 
0.000000, 70.057434, 810, 389, 389, 810 
0.000000, 68.500984, 805, 394, 394, 805 
0.000000, 64.930328, 794, 405, 405, 794 
0.000000, 60.352551, 781, 418, 418, 781 
0.000000, 52.783962, 758, 441, 441, 758 
0.000000, 49.579517, 748, 451, 451, 748 
0.000000, 43.964115, 731, 468, 468, 731 
0.000000, 38.226635, 714, 485, 485, 714 
0.000000, 32.275524, 696, 503, 503, 696 
0.000000, 28.277596, 684, 515, 515, 684 
0.000000, 22.631672, 667, 532, 532, 667 
0.000000, 14.330637, 642, 557, 557, 642 
0.000000, 8.501602, 625, 574, 574, 625 
0.000000, 5.327677, 615, 584, 584, 615 
0.000000, 5.602344, 616, 583, 583, 616 
0.000000, 5.510788, 616, 583, 583, 616 
0.000000, 3.801752, 611, 588, 588, 611 
0.000000, -0.806543, 597, 602, 602, 597 
0.000000, -4.438246, 586, 613, 613, 586 
0.000000, -6.940763, 579, 620, 620, 579 
0.000000, -10.419874, 568, 631, 631, 568 
0.000000, -11.396466, 565, 634, 634, 565 
0.000000, -10.694541, 567, 632, 632, 567 
0.000000, -17.286539, 548, 651, 651, 548 
0.000000, -21.070835, 536, 663, 663, 536 
0.000000, -26.472610, 520, 679, 679, 520 
0.000000, -28.914091, 513, 686, 686, 513 
0.000000, -31.569201, 505, 694, 694, 505 
0.000000, -31.935423, 504, 695, 695, 504 
0.000000, -33.400311, 499, 700, 700, 499 
0.000000, -36.940456, 489, 710, 710, 489 
0.000000, -39.778679, 480, 719, 719, 480 
0.000000, -39.595566, 481, 718, 718, 481 
0.000000, -43.227272, 470, 729, 729, 470 
0.000000, -43.288307, 470, 729, 729, 470 
0.000000, -42.983124, 471, 728, 728, 471 
0.000000, -44.448009, 466, 733, 733, 466 
0.000000, -47.805046, 456, 743, 743, 456 
0.000000, -49.178383, 452, 747, 747, 452 
0.000000, -50.124451, 449, 750, 750, 449 
0.000000, -53.664600, 439, 760, 760, 439 
0.000000, -56.930080, 429, 770, 770, 429 
0.000000, -58.700157, 423, 776, 776, 423 
0.000000, -57.998230, 426, 773, 773, 426 
0.000000, -58.639118, 424, 775, 775, 424 
0.000000, -56.167118, 431, 768, 768, 431 
0.000000, -57.876156, 426, 773, 773, 426 
0.000000, -59.859856, 420, 779, 779, 420 
0.000000, -64.132454, 407, 792, 792, 407 
0.000000, -63.705189, 408, 791, 791, 408 
0.000000, -64.620750, 406, 793, 793, 406 
0.000000, -62.453930, 412, 787, 787, 412 
0.000000, -57.448895, 427, 772, 772, 427 
0.000000, -53.847713, 438, 761, 761, 438 
0.000000, -51.314674, 446, 753, 753, 446 
0.000000, -50.521194, 448, 751, 751, 448 
0.000000, -48.415417, 454, 745, 745, 454 
0.000000, -45.668751, 462, 737, 737, 462 
0.000000, -41.701344, 474, 725, 725, 474 
0.000000, -39.046234, 482, 717, 717, 482 
0.000000, -34.834679, 495, 704, 704, 495 
0.000000, -29.493944, 511, 688, 688, 511 
0.000000, -25.068758, 524, 675, 675, 524 
0.000000, -23.939575, 528, 671, 671, 528 
0.000000, -20.399427, 538, 661, 661, 538 
0.000000, -16.157354, 551, 648, 648, 551 
0.000000, -9.412764, 571, 628, 628, 571 
0.000000, -5.231727, 584, 615, 615, 584 
0.000000, -0.837062, 597, 602, 602, 597 
0.000000, 3.618641, 610, 589, 589, 610 
0.000000, 6.853603, 620, 579, 579, 620 
0.000000, 9.844416, 629, 570, 570, 629 
0.000000, 9.752861, 629, 570, 570, 629 
0.000000, 12.407971, 637, 562, 562, 637 
0.000000, 10.973601, 632, 567, 567, 632 
0.000000, 13.170934, 639, 560, 560, 639 
0.000000, 9.783380, 629, 570, 570, 629 
0.000000, 11.919675, 635, 564, 564, 635 
0.000000, 10.271675, 630, 569, 569, 630 
0.000000, 3.984863, 611, 588, 588, 611 
0.000000, 6.060122, 618, 581, 581, 618 
0.000000, -0.196173, 599, 600, 600, 599 
0.000000, 6.853603, 620, 579, 579, 620 
0.000000, 4.412122, 613, 586, 586, 613 
0.000000, 9.600268, 628, 571, 571, 628 
0.000000, 2.458937, 607, 592, 592, 607 
0.000000, 1.146641, 603, 596, 596, 603 
0.000000, -0.623432, 598, 601, 601, 598 
0.000000, 4.045900, 612, 587, 587, 612 
0.000000, 4.442640, 613, 586, 586, 613 
0.000000, 5.297159, 615, 584, 584, 615 
0.000000, -0.287729, 599, 600, 600, 599 
0.000000, -1.386395, 595, 604, 604, 595 
0.000000, -1.233802, 596, 603, 603, 596 
0.000000, 1.116123, 603, 596, 596, 603 
0.000000, 2.275826, 606, 593, 593, 606 
0.000000, 1.665456, 604, 595, 595, 604 
0.000000, 0.933012, 602, 597, 597, 602 
0.000000, 2.245308, 606, 593, 593, 606 
0.000000, -0.623432, 598, 601, 601, 598 
0.000000, 0.444716, 601, 598, 598, 601 
0.000000, -1.905210, 594, 605, 605, 594 
0.000000, 0.444716, 601, 598, 598, 601 
0.000000, -1.722099, 594, 605, 605, 594 
0.000000, -1.264321, 596, 603, 603, 596 
0.000000, -2.027284, 593, 606, 606, 593 
0.000000, 0.597308, 601, 598, 598, 601 
0.000000, -1.355876, 595, 604, 604, 595 
0.000000, 0.933012, 602, 597, 597, 602 
0.000000, -0.379284, 598, 601, 601, 598 
0.000000, 1.787530, 605, 594, 594, 605 
0.000000, 0.780419, 602, 597, 597, 602 
0.000000, 2.336863, 607, 592, 592, 607 
0.000000, 1.177160, 603, 596, 596, 603 
0.000000, 3.221900, 609, 590, 590, 609 
0.000000, 1.787530, 605, 594, 594, 605 
0.000000, 4.564714, 613, 586, 586, 613 
0.000000, 0.353160, 601, 598, 598, 601 
0.000000, 4.198493, 612, 587, 587, 612 
