
  -0.16836,    0.33808,    0.32795
  -0.16836,    0.33848,    0.31842
  -0.16836,    0.33863,    0.30882
  -0.16836,    0.33895,    0.29960
  -0.02374,    0.33924,    0.29342
  -0.02495,    0.33942,    0.28723
  -0.02495,    0.33971,    0.28127
  -0.02495,    0.34000,    0.27543
  -0.02495,    0.34014,    0.26956
   0.13967,    0.34014,    0.26696
   0.13967,    0.33996,    0.26424
   0.13967,    0.33981,    0.26160
   0.13967,    0.33981,    0.25916
   0.18019,    0.33996,    0.25773
   0.18019,    0.33996,    0.25618
   0.18019,    0.33981,    0.25451
   0.18019,    0.33900,    0.25223
   0.17279,    0.33834,    0.24999
   0.17279,    0.33812,    0.24823
   0.17279,    0.33808,    0.24668
   0.17279,    0.33786,    0.24499
   0.08475,    0.33735,    0.24129
   0.08475,    0.33698,    0.23780
   0.08475,    0.33676,    0.23452
   0.08475,    0.33676,    0.23152
   0.01979,    0.33665,    0.22718
   0.01979,    0.33669,    0.22307
   0.01979,    0.33658,    0.21889
   0.01979,    0.33643,    0.21477
  -0.03787,    0.33624,    0.20953
  -0.03787,    0.33684,    0.20517
  -0.03787,    0.33784,    0.20129
  -0.03787,    0.33895,    0.19759
  -0.04977,    0.33957,    0.19326
  -0.04977,    0.34020,    0.18901
  -0.04977,    0.34120,    0.18521
  -0.04977,    0.34223,    0.18152
  -0.01140,    0.34348,    0.17889
  -0.01140,    0.34481,    0.17639
  -0.01140,    0.34628,    0.17408
  -0.01140,    0.34754,    0.17160
   0.02069,    0.34872,    0.16973
   0.02844,    0.34968,    0.16785
   0.02844,    0.35045,    0.16582
   0.02844,    0.35115,    0.16376
   0.11344,    0.35196,    0.16354
   0.12088,    0.35300,    0.16371
   0.12088,    0.35425,    0.16408
   0.12088,    0.35532,    0.16426
   0.12088,    0.35603,    0.16409
   0.17953,    0.35673,    0.16508
   0.17953,    0.35735,    0.16598
   0.17953,    0.35776,    0.16665
   0.17953,    0.35768,    0.16684
   0.20893,    0.35753,    0.16753
   0.20893,    0.35776,    0.16858
   0.20893,    0.35812,    0.16975
   0.20893,    0.35831,    0.17071
   0.21330,    0.35827,    0.17152
   0.21330,    0.35823,    0.17232
   0.21330,    0.35816,    0.17307
   0.21330,    0.35790,    0.17362
   0.18790,    0.35779,    0.17380
   0.18790,    0.35787,    0.17416
   0.18790,    0.35783,    0.17439
   0.18790,    0.35750,    0.17434
   0.10563,    0.35698,    0.17246
   0.10563,    0.35651,    0.17066
   0.10563,    0.35636,    0.16921
   0.10563,    0.35603,    0.16762
   0.02583,    0.35540,    0.16417
   0.02583,    0.35489,    0.16090
   0.02583,    0.35467,    0.15798
   0.02583,    0.35448,    0.15516
  -0.10333,    0.35419,    0.14970
  -0.10333,    0.35393,    0.14439
  -0.10333,    0.35342,    0.13893
  -0.10333,    0.35301,    0.13368
  -0.25852,    0.35264,    0.12548
  -0.25852,    0.35228,    0.11744
  -0.25852,    0.35154,    0.10919
  -0.25852,    0.35091,    0.10123
  -0.35405,    0.35021,    0.09144
  -0.35405,    0.34940,    0.08174
  -0.35405,    0.34871,    0.07234
  -0.35405,    0.34812,    0.06323
  -0.40306,    0.34768,    0.05347
  -0.40011,    0.34716,    0.04390
  -0.40011,    0.34654,    0.03441
  -0.40011,    0.34602,    0.02521
  -0.38381,    0.34540,    0.01642
  -0.37570,    0.34463,    0.00782
  -0.37570,    0.34371,   -0.00075
  -0.37570,    0.34279,   -0.00915
  -0.37570,    0.34209,   -0.01716
  -0.29090,    0.34143,   -0.02329
  -0.29090,    0.34103,   -0.02903
  -0.29090,    0.34055,   -0.03474
  -0.29090,    0.33941,   -0.04098
  -0.24061,    0.33798,   -0.04638
  -0.24061,    0.33680,   -0.05141
  -0.24061,    0.33574,   -0.05624
  -0.24061,    0.33471,   -0.06094
  -0.18244,    0.33375,   -0.06430
  -0.18244,    0.33291,   -0.06749
  -0.18244,    0.33207,   -0.07062
  -0.18244,    0.33170,   -0.07321
  -0.17563,    0.33156,   -0.07540
  -0.17563,    0.33123,   -0.07772
  -0.17563,    0.33119,   -0.07972
  -0.17563,    0.33138,   -0.08146
  -0.17055,    0.33189,   -0.08274
  -0.17055,    0.33208,   -0.08431
  -0.17055,    0.33258,   -0.08554
  -0.17055,    0.33336,   -0.08648
  -0.16076,    0.33391,   -0.08742
  -0.16076,    0.33365,   -0.08914
  -0.16076,    0.33335,   -0.09087
  -0.16076,    0.33335,   -0.09227
  -0.17068,    0.33358,   -0.09362
  -0.17068,    0.33395,   -0.09479
  -0.17068,    0.33461,   -0.09566
  -0.17068,    0.33553,   -0.09626
  -0.14023,    0.33653,   -0.09617
  -0.14023,    0.33730,   -0.09629
  -0.14023,    0.33796,   -0.09652
  -0.14023,    0.33848,   -0.09689
  -0.09846,    0.33870,   -0.09671
  -0.09846,    0.33877,   -0.09667
  -0.09846,    0.33899,   -0.09649
  -0.09846,    0.33910,   -0.09642
  -0.04624,    0.33914,   -0.09538
  -0.04624,    0.33917,   -0.09436
  -0.04624,    0.33947,   -0.09311
  -0.04624,    0.33987,   -0.09178
   0.02749,    0.34039,   -0.08889
   0.02749,    0.34035,   -0.08660
   0.02749,    0.33980,   -0.08485
   0.02749,    0.33925,   -0.08315
   0.02749,    0.33892,   -0.08126
   0.05446,    0.33851,   -0.07894
   0.05446,    0.33793,   -0.07685
   0.05446,    0.33730,   -0.07483
   0.05446,    0.33675,   -0.07279
  -0.00282,    0.33605,   -0.07207
  -0.00282,    0.33550,   -0.07123
  -0.00282,    0.33462,   -0.07073
  -0.00282,    0.33373,   -0.07024
  -0.11631,    0.33300,   -0.07188
  -0.11631,    0.33226,   -0.07349
  -0.11631,    0.33141,   -0.07518
  -0.11631,    0.33027,   -0.07712
  -0.24011,    0.32927,   -0.08135
  -0.24011,    0.32828,   -0.08550
  -0.24011,    0.32721,   -0.08964
  -0.24011,    0.32614,   -0.09370
  -0.32724,    0.32562,   -0.09888
  -0.32724,    0.32514,   -0.10392
  -0.32724,    0.32425,   -0.10925
  -0.32724,    0.32326,   -0.11459
  -0.31356,    0.32215,   -0.11965
  -0.31356,    0.32186,   -0.12382
  -0.31356,    0.32179,   -0.12768
  -0.31356,    0.32190,   -0.13129
  -0.20822,    0.32193,   -0.13280
  -0.20822,    0.32234,   -0.13391
  -0.20822,    0.32300,   -0.13474
  -0.20822,    0.32355,   -0.13567
  -0.05746,    0.32396,   -0.13371
  -0.05746,    0.32429,   -0.13186
  -0.05746,    0.32462,   -0.13005
  -0.05746,    0.32525,   -0.12798
   0.13319,    0.32595,   -0.12207
   0.13319,    0.32643,   -0.11650
   0.13319,    0.32661,   -0.11133
   0.13319,    0.32643,   -0.10662
   0.25025,    0.32609,   -0.09980
   0.25540,    0.32569,   -0.09310
   0.25540,    0.32551,   -0.08631
   0.25540,    0.32517,   -0.07980
   0.33476,    0.32403,   -0.07263
   0.33611,    0.32267,   -0.06579
   0.33611,    0.32180,   -0.05860
   0.33611,    0.32117,   -0.05132
   0.33611,    0.32069,   -0.04404
   0.34460,    0.31985,   -0.03710
   0.34460,    0.31929,   -0.03001
   0.34460,    0.31904,   -0.02277
   0.34460,    0.31889,   -0.01556
   0.29687,    0.31852,   -0.00968
   0.29687,    0.31848,   -0.00358
   0.29687,    0.31859,    0.00254
   0.29687,    0.31885,    0.00868
   0.17245,    0.31889,    0.01199
   0.17245,    0.31911,    0.01541
   0.17245,    0.31970,    0.01913
   0.17245,    0.32055,    0.02303
   0.02720,    0.32136,    0.02391
   0.02720,    0.32228,    0.02487
   0.02720,    0.32305,    0.02568
   0.02720,    0.32379,    0.02643
  -0.13524,    0.32471,    0.02410
  -0.13524,    0.32560,    0.02178
  -0.13524,    0.32666,    0.01969
  -0.13524,    0.32773,    0.01764
  -0.26443,    0.32867,    0.01291
  -0.26443,    0.32944,    0.00812
  -0.26443,    0.33018,    0.00339
  -0.26443,    0.33106,   -0.00109
  -0.29110,    0.33221,   -0.00578
  -0.29110,    0.33327,   -0.01044
  -0.29110,    0.33423,   -0.01511
  -0.29110,    0.33554,   -0.01935
  -0.25875,    0.33717,   -0.02254
  -0.25875,    0.33829,   -0.02617
  -0.25875,    0.33907,   -0.03005
  -0.25875,    0.33984,   -0.03387
  -0.21452,    0.34072,   -0.03662
  -0.21452,    0.34179,   -0.03913
  -0.21452,    0.34256,   -0.04188
  -0.21452,    0.34304,   -0.04487
  -0.16713,    0.34359,   -0.04677
  -0.16411,    0.34418,   -0.04854
  -0.16411,    0.34462,   -0.05042
  -0.16411,    0.34502,   -0.05230
  -0.13785,    0.34528,   -0.05376
  -0.13997,    0.34543,   -0.05534
